relation1,attribute1,relation2,attribute2,frequency
hasLength,low-top,belongsToCategory,lowerbody,3
hasSilhouette,round,hasLength,low-top,3
depicts,shoes,hasLength,low-top,3
belongsToCategory,lowerbody,hasLength,low-top,3
hasNeckline,round,hasLength,low-top,3
hasOpeningType,lace-up,hasLength,low-top,3
hasLength,low-top,hasNeckline,round,3
hasLeatherType,full-grain,hasNeckline,round,3
hasLength,low-top,hasOpeningType,lace-up,3
hasLeatherType,full-grain,hasOpeningType,lace-up,3
hasNeckline,round,hasLeatherType,full-grain,3
hasOpeningType,lace-up,hasLeatherType,full-grain,3
hasSleeveType,short-sleeve,hasSilhouette,round,3
hasSilhouette,round,hasSleeveType,short-sleeve,3
hasNeckline,round neckline,depicts,shoes,3
depicts,shoes,hasNeckline,round neckline,3
hasMaterialType,leather,hasNeckline,round neckline,3
hasNeckline,round neckline,hasMaterialType,leather,3
hasOpeningType,slip-on,depicts,shoes,3
hasFabricTreatment,smooth,belongsToCategory,upperbody,3
hasOpeningType,slip-on,hasNeckline,round,3
depicts,shoes,hasOpeningType,slip-on,3
hasNeckline,round,hasOpeningType,slip-on,3
belongsToCategory,upperbody,hasFabricTreatment,smooth,3
hasPattern,solid color,hasSilhouette,round,3
hasPattern,solid color,hasSleeveType,sleeveless,3
hasMaterialType,leather,hasSleeveType,sleeveless,3
hasSilhouette,round,hasPattern,solid color,3
hasSleeveType,sleeveless,hasPattern,solid color,3
hasSleeveType,sleeveless,hasMaterialType,leather,3
depicts,shoes,hasSilhouette,flat,3
belongsToCategory,upperbody,hasSilhouette,flat,3
hasLength,short,hasSilhouette,flat,3
belongsToCategory,upperbody,hasSleeveType,short,3
hasSilhouette,flat,depicts,shoes,3
hasSilhouette,flat,belongsToCategory,upperbody,3
hasSleeveType,short,belongsToCategory,upperbody,3
hasSilhouette,flat,hasLength,short,3
hasOpeningType,zipper,hasNeckline,round,3
hasNeckline,round,hasOpeningType,zipper,3
depicts,shoes,hasSilhouette,ankle boots,3
belongsToCategory,lowerbody,hasSilhouette,ankle boots,3
hasSilhouette,ankle boots,depicts,shoes,3
hasSilhouette,ankle boots,belongsToCategory,lowerbody,3
hasLeatherType,smooth,belongsToCategory,lowerbody,3
hasLeatherType,smooth,hasNeckline,round,3
hasLeatherType,smooth,hasOpeningType,zipper,3
belongsToCategory,lowerbody,hasLeatherType,smooth,3
hasNeckline,round,hasLeatherType,smooth,3
hasOpeningType,zipper,hasLeatherType,smooth,3
hasNeckline,round neck,hasOpeningType,zipper,3
hasOpeningType,zipper,hasNeckline,round neck,3
belongsToCategory,lowerbody,hasNeckline,round neck,3
depicts,shoes,hasNeckline,round neck,3
hasNeckline,round neck,belongsToCategory,lowerbody,3
hasNeckline,round neck,depicts,shoes,3
hasMaterialType,leather,hasNeckline,round neck,3
hasNeckline,round neck,hasMaterialType,leather,3
hasLeatherType,nubuck,depicts,shoes,3
hasOpeningType,closed,belongsToCategory,lowerbody,3
hasLeatherType,nubuck,belongsToCategory,lowerbody,3
hasLeatherType,nubuck,hasNeckline,round,3
belongsToCategory,lowerbody,hasOpeningType,closed,3
hasFabricTreatment,smooth,hasOpeningType,closed,3
hasLeatherType,nubuck,hasMaterialType,leather,3
depicts,shoes,hasLeatherType,nubuck,3
belongsToCategory,lowerbody,hasLeatherType,nubuck,3
hasNeckline,round,hasLeatherType,nubuck,3
hasMaterialType,leather,hasLeatherType,nubuck,3
hasOpeningType,closed,hasFabricTreatment,smooth,3
hasSleeveType,short,hasSilhouette,round,3
depicts,watch,hasSilhouette,round,3
hasSilhouette,round,hasSleeveType,short,3
hasSilhouette,round,depicts,watch,3
belongsToCategory,upperbody,depicts,watch,3
hasNeckline,round,depicts,watch,3
hasMaterialType,leather,depicts,watch,3
depicts,watch,belongsToCategory,upperbody,3
depicts,watch,hasNeckline,round,3
depicts,watch,hasMaterialType,leather,3
hasFabricTreatment,smooth,hasSilhouette,round,3
hasOpeningType,lace-up,hasSleeveType,short,3
hasSleeveType,short,hasOpeningType,lace-up,3
hasSilhouette,round,hasFabricTreatment,smooth,3
hasMaterialType,leather,hasSilhouette,regular,3
hasSilhouette,regular,hasMaterialType,leather,3
belongsToCategory,lowerbody,hasSleeveType,short-sleeve,3
hasSleeveType,short-sleeve,belongsToCategory,lowerbody,3
hasLeatherType,full grain leather,depicts,shoes,3
hasLeatherType,full grain leather,belongsToCategory,lowerbody,3
hasLeatherType,full grain leather,hasOpeningType,lace-up,3
hasLeatherType,full grain leather,hasMaterialType,leather,3
depicts,shoes,hasLeatherType,full grain leather,3
belongsToCategory,lowerbody,hasLeatherType,full grain leather,3
hasOpeningType,lace-up,hasLeatherType,full grain leather,3
hasMaterialType,leather,hasLeatherType,full grain leather,3
hasOpeningType,lace-up,hasLeatherType,smooth,2
hasSilhouette,pointed-toe,hasMaterialType,leather,2
hasLeatherType,smooth,hasOpeningType,lace-up,2
belongsToCategory,upperbody,hasOpeningType,lace-up,2
hasMaterialType,leather,hasSilhouette,pointed-toe,2
depicts,shoes,hasSilhouette,pointed-toe,2
hasOpeningType,lace-up,belongsToCategory,upperbody,2
hasSilhouette,pointed-toe,depicts,shoes,2
hasLeatherType,full-grain,hasSilhouette,round,2
hasFabricTreatment,suede,hasSilhouette,round,2
depicts,shoes,hasSleeveType,slip-on,2
belongsToCategory,lowerbody,hasSleeveType,slip-on,2
hasMaterialType,leather,hasSleeveType,slip-on,2
hasSleeveType,slip-on,depicts,shoes,2
hasSleeveType,slip-on,belongsToCategory,lowerbody,2
hasMaterialType,leather,hasLength,low-top,2
hasFabricTreatment,suede,hasLength,low-top,2
hasSleeveType,slip-on,hasMaterialType,leather,2
hasLength,low-top,hasMaterialType,leather,2
hasSilhouette,round,hasLeatherType,full-grain,2
hasFabricTreatment,suede,hasLeatherType,full-grain,2
hasSilhouette,round,hasFabricTreatment,suede,2
hasLength,low-top,hasFabricTreatment,suede,2
hasLeatherType,full-grain,hasFabricTreatment,suede,2
hasNeckline,round neckline,hasSilhouette,round,2
belongsToCategory,upperbody,hasSleeveType,short-sleeve,2
hasLength,ankle-high,depicts,shoes,2
hasSleeveType,short-sleeve,belongsToCategory,upperbody,2
depicts,shoes,hasLength,ankle-high,2
hasOpeningType,lace-up,hasLength,ankle-high,2
hasMaterialType,leather,hasLength,ankle-high,2
hasSilhouette,round,hasNeckline,round neckline,2
hasOpeningType,lace-up,hasNeckline,round neckline,2
hasLength,ankle-high,hasOpeningType,lace-up,2
hasNeckline,round neckline,hasOpeningType,lace-up,2
hasLength,ankle-high,hasMaterialType,leather,2
hasLength,short,hasSleeveType,short-sleeve,2
hasMaterialType,fabric,belongsToCategory,upperbody,2
hasSleeveType,short-sleeve,hasLength,short,2
hasMaterialType,fabric,hasNeckline,round,2
hasFabricTreatment,smooth,hasOpeningType,slip-on,2
belongsToCategory,upperbody,hasMaterialType,fabric,2
hasNeckline,round,hasMaterialType,fabric,2
hasFabricTreatment,smooth,hasMaterialType,fabric,2
hasOpeningType,slip-on,hasFabricTreatment,smooth,2
hasMaterialType,fabric,hasFabricTreatment,smooth,2
hasLeatherType,full-grain leather,hasLength,short,2
hasLength,short,hasLeatherType,full-grain leather,2
depicts,shoes,hasSleeveType,sleeveless,2
hasLength,ankle-length,hasPattern,solid color,2
hasNeckline,round neckline,hasPattern,solid color,2
hasLeatherType,full-grain leather,hasPattern,solid color,2
hasSleeveType,sleeveless,depicts,shoes,2
hasNeckline,round neckline,belongsToCategory,lowerbody,2
hasPattern,solid color,hasLength,ankle-length,2
hasPattern,solid color,hasNeckline,round neckline,2
belongsToCategory,lowerbody,hasNeckline,round neckline,2
hasPattern,solid color,hasLeatherType,full-grain leather,2
hasNeckline,round,hasSilhouette,flat,2
hasOpeningType,zipper,hasSleeveType,short,2
hasFabricTreatment,plain weave,depicts,shoes,2
hasOpeningType,zipper,belongsToCategory,upperbody,2
hasFabricTreatment,plain weave,hasLength,short,2
hasSilhouette,flat,hasNeckline,round,2
hasSleeveType,short,hasOpeningType,zipper,2
belongsToCategory,upperbody,hasOpeningType,zipper,2
hasMaterialType,fabric,hasOpeningType,zipper,2
hasFabricTreatment,plain weave,hasOpeningType,zipper,2
hasOpeningType,zipper,hasMaterialType,fabric,2
hasFabricTreatment,plain weave,hasMaterialType,fabric,2
depicts,shoes,hasFabricTreatment,plain weave,2
hasLength,short,hasFabricTreatment,plain weave,2
hasOpeningType,zipper,hasFabricTreatment,plain weave,2
hasMaterialType,fabric,hasFabricTreatment,plain weave,2
hasLeatherType,full-grain leather,hasNeckline,round,2
hasNeckline,round,hasLeatherType,full-grain leather,2
hasSleeveType,long-sleeve,hasSilhouette,ankle boots,2
hasOpeningType,zipper,hasSilhouette,ankle boots,2
hasMaterialType,leather,hasSilhouette,ankle boots,2
hasSilhouette,ankle boots,hasSleeveType,long-sleeve,2
hasNeckline,round,hasSleeveType,long-sleeve,2
hasSleeveType,long-sleeve,hasNeckline,round,2
hasSilhouette,ankle boots,hasOpeningType,zipper,2
hasSilhouette,ankle boots,hasMaterialType,leather,2
belongsToCategory,lowerbody,hasMaterialType,fabric,2
hasNeckline,round neck,hasSleeveType,long-sleeve,2
hasLength,short,hasSleeveType,long-sleeve,2
hasSleeveType,long-sleeve,hasNeckline,round neck,2
hasLength,short,hasNeckline,round neck,2
hasSleeveType,long-sleeve,hasLength,short,2
hasNeckline,round neck,hasLength,short,2
hasSilhouette,ankle boots,hasLength,short,2
hasLength,short,hasSilhouette,ankle boots,2
hasMaterialType,fabric,belongsToCategory,lowerbody,2
hasOpeningType,zipper,hasSilhouette,straight,2
hasMaterialType,leather,hasSilhouette,straight,2
hasLeatherType,smooth,hasSilhouette,straight,2
belongsToCategory,upperbody,hasSleeveType,sleeveless,2
hasLength,short,hasSleeveType,sleeveless,2
belongsToCategory,upperbody,hasPattern,solid color,2
hasSleeveType,sleeveless,belongsToCategory,upperbody,2
hasPattern,solid color,belongsToCategory,upperbody,2
hasSleeveType,sleeveless,hasLength,short,2
hasLeatherType,smooth,hasLength,short,2
hasSilhouette,straight,hasOpeningType,zipper,2
hasSilhouette,straight,hasMaterialType,leather,2
hasSilhouette,straight,hasLeatherType,smooth,2
hasLength,short,hasLeatherType,smooth,2
hasWaistline,high,hasSleeveType,short,2
hasOpeningType,closed,hasSleeveType,short,2
hasWaistline,high,belongsToCategory,lowerbody,2
hasSleeveType,short,hasWaistline,high,2
belongsToCategory,lowerbody,hasWaistline,high,2
hasLength,ankle-length,hasWaistline,high,2
hasNeckline,round,hasWaistline,high,2
hasMaterialType,leather,hasWaistline,high,2
hasWaistline,high,hasLength,ankle-length,2
hasOpeningType,closed,hasLength,ankle-length,2
hasLeatherType,nubuck,hasLength,ankle-length,2
hasWaistline,high,hasNeckline,round,2
hasOpeningType,closed,hasNeckline,round,2
hasSleeveType,short,hasOpeningType,closed,2
hasLength,ankle-length,hasOpeningType,closed,2
hasNeckline,round,hasOpeningType,closed,2
hasLeatherType,nubuck,hasOpeningType,closed,2
hasWaistline,high,hasMaterialType,leather,2
hasLength,ankle-length,hasLeatherType,nubuck,2
hasOpeningType,closed,hasLeatherType,nubuck,2
depicts,watch,hasSleeveType,short,2
hasLeatherType,smooth,hasSleeveType,short,2
hasSleeveType,short,depicts,watch,2
hasSleeveType,short,hasLeatherType,smooth,2
depicts,shoes,hasSilhouette,pointed toe,2
belongsToCategory,lowerbody,hasSilhouette,pointed toe,2
hasLength,short,hasSilhouette,pointed toe,2
hasMaterialType,leather,hasSilhouette,pointed toe,2
hasFabricTreatment,smooth,hasSilhouette,pointed toe,2
hasSilhouette,pointed toe,depicts,shoes,2
hasSilhouette,pointed toe,belongsToCategory,lowerbody,2
hasSilhouette,pointed toe,hasLength,short,2
hasSilhouette,pointed toe,hasMaterialType,leather,2
hasSilhouette,pointed toe,hasFabricTreatment,smooth,2
hasSleeveType,short,hasSilhouette,regular,2
hasSilhouette,regular,hasSleeveType,short,2
hasLeatherType,nubuck,hasSilhouette,round,2
hasSilhouette,round,hasLeatherType,nubuck,2
hasPattern,solid color,hasSleeveType,no sleeve,2
depicts,shoes,hasSleeveType,no sleeve,2
belongsToCategory,lowerbody,hasSleeveType,no sleeve,2
hasMaterialType,leather,hasSleeveType,no sleeve,2
hasSleeveType,no sleeve,hasPattern,solid color,2
hasFabricTreatment,smooth,hasPattern,solid color,2
hasSleeveType,no sleeve,depicts,shoes,2
hasSleeveType,no sleeve,belongsToCategory,lowerbody,2
hasSleeveType,no sleeve,hasMaterialType,leather,2
hasPattern,solid color,hasFabricTreatment,smooth,2
depicts,shoes,hasSilhouette,closed-toe,2
belongsToCategory,lowerbody,hasSilhouette,closed-toe,2
hasLength,ankle-length,hasSilhouette,closed-toe,2
hasMaterialType,leather,hasSilhouette,closed-toe,2
hasLeatherType,full-grain leather,hasSleeveType,long-sleeve,2
hasSilhouette,closed-toe,depicts,shoes,2
hasSilhouette,closed-toe,belongsToCategory,lowerbody,2
hasSilhouette,closed-toe,hasLength,ankle-length,2
hasNeckline,round neck,hasLength,ankle-length,2
hasOpeningType,zipper,hasLength,ankle-length,2
hasLength,ankle-length,hasNeckline,round neck,2
hasLength,ankle-length,hasOpeningType,zipper,2
hasLeatherType,full-grain leather,hasOpeningType,zipper,2
hasSilhouette,closed-toe,hasMaterialType,leather,2
hasSleeveType,long-sleeve,hasLeatherType,full-grain leather,2
hasOpeningType,zipper,hasLeatherType,full-grain leather,2
hasLength,ankle-length,hasSleeveType,short-sleeve,2
hasNeckline,round-neck,hasSleeveType,short-sleeve,2
hasNeckline,round-neck,depicts,shoes,2
hasNeckline,round-neck,belongsToCategory,lowerbody,2
hasSleeveType,short-sleeve,hasLength,ankle-length,2
hasSleeveType,short-sleeve,hasNeckline,round-neck,2
depicts,shoes,hasNeckline,round-neck,2
belongsToCategory,lowerbody,hasNeckline,round-neck,2
hasOpeningType,lace-up,hasNeckline,round-neck,2
hasMaterialType,leather,hasNeckline,round-neck,2
hasNeckline,round-neck,hasOpeningType,lace-up,2
hasNeckline,round-neck,hasMaterialType,leather,2
hasLeatherType,full-grain,hasSleeveType,short,2
hasFabricTreatment,suede,hasSleeveType,short,2
hasFabricTreatment,suede,hasLength,ankle-length,2
hasSleeveType,short,hasLeatherType,full-grain,2
hasSleeveType,short,hasFabricTreatment,suede,2
hasLength,ankle-length,hasFabricTreatment,suede,2
hasLength,short,depicts,watch,2
depicts,watch,hasLength,short,2
hasSleeveType,long-sleeve,hasSilhouette,regular,2
hasNeckline,round,hasSilhouette,regular,2
hasOpeningType,lace-up,hasSilhouette,regular,2
hasSilhouette,regular,hasSleeveType,long-sleeve,2
hasNeckline,round,hasPattern,solid color,2
hasSilhouette,regular,hasNeckline,round,2
hasPattern,solid color,hasNeckline,round,2
hasSilhouette,regular,hasOpeningType,lace-up,2
hasMaterialType,leather,hasSilhouette,flat,2
hasSilhouette,flat,hasMaterialType,leather,2
hasLeatherType,full grain leather,hasLength,short,2
hasLength,short,hasLeatherType,full grain leather,2
belongsToCategory,upperbody,hasPattern,striped,2
hasLength,short,hasPattern,striped,2
hasMaterialType,leather,hasPattern,striped,2
hasPattern,striped,belongsToCategory,upperbody,2
hasPattern,striped,hasLength,short,2
hasPattern,striped,hasMaterialType,leather,2
hasOpeningType,slip-on,hasSleeveType,short,2
hasOpeningType,slip-on,belongsToCategory,lowerbody,2
hasSleeveType,short,hasOpeningType,slip-on,2
belongsToCategory,lowerbody,hasOpeningType,slip-on,2
hasMaterialType,leather,hasOpeningType,slip-on,2
hasOpeningType,slip-on,hasMaterialType,leather,2
hasLength,low-heeled,hasLeatherType,smooth,1
hasSilhouette,pointed-toe,hasLeatherType,smooth,1
hasLength,low-heeled,hasMaterialType,leather,1
hasLength,low-heeled,hasOpeningType,lace-up,1
hasSilhouette,pointed-toe,hasOpeningType,lace-up,1
hasLeatherType,smooth,hasLength,low-heeled,1
hasMaterialType,leather,hasLength,low-heeled,1
hasOpeningType,lace-up,hasLength,low-heeled,1
hasSilhouette,pointed-toe,hasLength,low-heeled,1
belongsToCategory,upperbody,hasLength,low-heeled,1
depicts,shoes,hasLength,low-heeled,1
hasLeatherType,smooth,hasSilhouette,pointed-toe,1
hasOpeningType,lace-up,hasSilhouette,pointed-toe,1
hasLength,low-heeled,hasSilhouette,pointed-toe,1
belongsToCategory,upperbody,hasSilhouette,pointed-toe,1
hasLength,low-heeled,belongsToCategory,upperbody,1
hasSilhouette,pointed-toe,belongsToCategory,upperbody,1
hasLength,low-heeled,depicts,shoes,1
hasSleeveType,slip-on,hasSilhouette,round,1
hasSilhouette,round,hasSleeveType,slip-on,1
hasLength,low-top,hasSleeveType,slip-on,1
hasNeckline,round,hasSleeveType,slip-on,1
hasOpeningType,lace-up,hasSleeveType,slip-on,1
hasLeatherType,full-grain,hasSleeveType,slip-on,1
hasFabricTreatment,suede,hasSleeveType,slip-on,1
hasSleeveType,slip-on,hasLength,low-top,1
hasLeatherType,full-grain,hasLength,low-top,1
hasSleeveType,slip-on,hasNeckline,round,1
hasSleeveType,slip-on,hasOpeningType,lace-up,1
hasSleeveType,slip-on,hasLeatherType,full-grain,1
hasLength,low-top,hasLeatherType,full-grain,1
hasSleeveType,slip-on,hasFabricTreatment,suede,1
hasLength,ankle-high,hasSilhouette,round,1
hasFabricTreatment,stained,hasSilhouette,round,1
hasLength,ankle-high,hasSleeveType,short-sleeve,1
hasNeckline,round neckline,hasSleeveType,short-sleeve,1
hasFabricTreatment,stained,hasSleeveType,short-sleeve,1
hasFabricTreatment,stained,depicts,shoes,1
hasLength,ankle-high,belongsToCategory,upperbody,1
hasNeckline,round neckline,belongsToCategory,upperbody,1
hasFabricTreatment,stained,belongsToCategory,upperbody,1
hasSilhouette,round,hasLength,ankle-high,1
hasSleeveType,short-sleeve,hasLength,ankle-high,1
belongsToCategory,upperbody,hasLength,ankle-high,1
hasNeckline,round neckline,hasLength,ankle-high,1
hasFabricTreatment,stained,hasLength,ankle-high,1
hasSleeveType,short-sleeve,hasNeckline,round neckline,1
belongsToCategory,upperbody,hasNeckline,round neckline,1
hasLength,ankle-high,hasNeckline,round neckline,1
hasFabricTreatment,stained,hasNeckline,round neckline,1
hasFabricTreatment,stained,hasOpeningType,lace-up,1
hasFabricTreatment,stained,hasMaterialType,leather,1
hasSilhouette,round,hasFabricTreatment,stained,1
hasSleeveType,short-sleeve,hasFabricTreatment,stained,1
depicts,shoes,hasFabricTreatment,stained,1
belongsToCategory,upperbody,hasFabricTreatment,stained,1
hasLength,ankle-high,hasFabricTreatment,stained,1
hasNeckline,round neckline,hasFabricTreatment,stained,1
hasOpeningType,lace-up,hasFabricTreatment,stained,1
hasMaterialType,leather,hasFabricTreatment,stained,1
hasSleeveType,short-sleeve,hasSilhouette,slip-on sneakers,1
depicts,shoes,hasSilhouette,slip-on sneakers,1
belongsToCategory,upperbody,hasSilhouette,slip-on sneakers,1
hasLength,short,hasSilhouette,slip-on sneakers,1
hasNeckline,round,hasSilhouette,slip-on sneakers,1
hasOpeningType,slip-on,hasSilhouette,slip-on sneakers,1
hasMaterialType,fabric,hasSilhouette,slip-on sneakers,1
hasFabricTreatment,smooth,hasSilhouette,slip-on sneakers,1
hasSilhouette,slip-on sneakers,hasSleeveType,short-sleeve,1
hasNeckline,round,hasSleeveType,short-sleeve,1
hasOpeningType,slip-on,hasSleeveType,short-sleeve,1
hasMaterialType,fabric,hasSleeveType,short-sleeve,1
hasFabricTreatment,smooth,hasSleeveType,short-sleeve,1
hasSilhouette,slip-on sneakers,depicts,shoes,1
hasSilhouette,slip-on sneakers,belongsToCategory,upperbody,1
hasOpeningType,slip-on,belongsToCategory,upperbody,1
