relation1,attribute1,relation2,attribute2,frequency
hasSleeveType,short-sleeve,depicts,shoes,2
hasSilhouette,closed-toe,depicts,shoes,2
hasSilhouette,flat,hasOpeningType,slip-on,2
hasSilhouette,flat,hasNeckline,round,2
hasOpeningType,slip-on,hasSilhouette,flat,2
hasNeckline,round,hasSilhouette,flat,2
hasSilhouette,round,hasPattern,striped,2
hasLength,low-top,hasSleeveType,closed,2
hasSleeveType,closed,hasLength,low-top,2
hasPattern,striped,hasSilhouette,round,2
hasLength,short,hasOpeningType,slip-on,2
hasOpeningType,slip-on,hasLength,short,2
hasFabricTreatment,breathable mesh,hasPattern,solid color,2
hasPattern,solid color,hasFabricTreatment,breathable mesh,2
hasMaterialType,synthetic,hasFabricTreatment,breathable mesh,2
hasOpeningType,lace-up,hasFabricTreatment,breathable mesh,2
belongsToCategory,lowerbody,hasFabricTreatment,breathable mesh,2
depicts,shoes,hasFabricTreatment,breathable mesh,2
hasFabricTreatment,breathable mesh,hasMaterialType,synthetic,2
hasSleeveType,long,hasMaterialType,synthetic,2
hasFabricTreatment,breathable mesh,hasOpeningType,lace-up,2
hasSleeveType,long,hasOpeningType,lace-up,2
hasMaterialType,synthetic,hasSleeveType,long,2
hasOpeningType,lace-up,hasSleeveType,long,2
belongsToCategory,lowerbody,hasSleeveType,long,2
depicts,shoes,hasSleeveType,long,2
hasFabricTreatment,breathable mesh,belongsToCategory,lowerbody,2
hasSleeveType,long,belongsToCategory,lowerbody,2
hasFabricTreatment,breathable mesh,depicts,shoes,2
hasSleeveType,long,depicts,shoes,2
hasFabricTreatment,waterproof,hasPattern,striped,2
hasOpeningType,velcro,hasPattern,striped,2
hasLength,short,hasPattern,striped,2
hasSilhouette,slip-on,hasPattern,striped,2
hasPattern,striped,hasFabricTreatment,waterproof,2
hasSleeveType,sleeveless,hasFabricTreatment,waterproof,2
hasPattern,striped,hasOpeningType,velcro,2
hasFabricTreatment,waterproof,hasSleeveType,sleeveless,2
hasPattern,striped,hasLength,short,2
hasSilhouette,slip-on,hasLength,short,2
hasPattern,striped,hasSilhouette,slip-on,2
hasLength,short,hasSilhouette,slip-on,2
hasSilhouette,athletic,hasPattern,solid color,2
hasMaterialType,synthetic,hasFabricTreatment,breathable mesh panels,2
hasOpeningType,lace-up,hasFabricTreatment,breathable mesh panels,2
hasSilhouette,athletic,hasFabricTreatment,breathable mesh panels,2
belongsToCategory,lowerbody,hasFabricTreatment,breathable mesh panels,2
depicts,shoes,hasFabricTreatment,breathable mesh panels,2
hasFabricTreatment,breathable mesh panels,hasMaterialType,synthetic,2
hasFabricTreatment,breathable mesh panels,hasOpeningType,lace-up,2
hasPattern,solid color,hasSilhouette,athletic,2
hasFabricTreatment,breathable mesh panels,hasSilhouette,athletic,2
hasFabricTreatment,breathable mesh panels,belongsToCategory,lowerbody,2
hasFabricTreatment,breathable mesh panels,depicts,shoes,2
hasSleeveType,closed,hasPattern,solid color,2
hasPattern,solid color,hasSleeveType,closed,2
hasSleeveType,long-sleeve,hasPattern,solid color,2
hasPattern,solid color,hasSleeveType,long-sleeve,2
hasLength,low-top,hasSleeveType,long-sleeve,2
hasSleeveType,long-sleeve,hasLength,low-top,2
hasOpeningType,lace-up,hasFabricTreatment,waterproof,2
hasLength,ankle-high,hasFabricTreatment,waterproof,2
hasFabricTreatment,waterproof,hasOpeningType,lace-up,2
hasLength,ankle-high,hasSleeveType,sleeveless,2
hasFabricTreatment,waterproof,hasLength,ankle-high,2
hasSleeveType,sleeveless,hasLength,ankle-high,2
hasOpeningType,closed toe,hasMaterialType,synthetic,2
hasMaterialType,synthetic,hasOpeningType,closed toe,2
belongsToCategory,lowerbody,hasOpeningType,closed toe,2
depicts,shoes,hasOpeningType,closed toe,2
hasOpeningType,closed toe,belongsToCategory,lowerbody,2
hasOpeningType,closed toe,depicts,shoes,2
hasFabricTreatment,brushed,hasPattern,solid color,2
hasSilhouette,slip-on,hasPattern,solid color,2
hasPattern,solid color,hasFabricTreatment,brushed,2
hasPattern,solid color,hasSilhouette,slip-on,2
hasLength,midi,hasNeckline,round,2
hasNeckline,round,hasLength,midi,2
hasOpeningType,open-front,hasPattern,solid color,1
hasSilhouette,open-toed,hasPattern,solid color,1
hasOpeningType,open-front,hasMaterialType,synthetic,1
hasSilhouette,open-toed,hasMaterialType,synthetic,1
hasPattern,solid color,hasOpeningType,open-front,1
hasMaterialType,synthetic,hasOpeningType,open-front,1
hasSleeveType,sleeveless,hasOpeningType,open-front,1
hasNeckline,round,hasOpeningType,open-front,1
hasLength,short,hasOpeningType,open-front,1
hasSilhouette,open-toed,hasOpeningType,open-front,1
belongsToCategory,lowerbody,hasOpeningType,open-front,1
depicts,shoes,hasOpeningType,open-front,1
hasOpeningType,open-front,hasSleeveType,sleeveless,1
hasSilhouette,open-toed,hasSleeveType,sleeveless,1
hasOpeningType,open-front,hasNeckline,round,1
hasSilhouette,open-toed,hasNeckline,round,1
hasOpeningType,open-front,hasLength,short,1
hasSilhouette,open-toed,hasLength,short,1
hasPattern,solid color,hasSilhouette,open-toed,1
hasMaterialType,synthetic,hasSilhouette,open-toed,1
hasOpeningType,open-front,hasSilhouette,open-toed,1
hasSleeveType,sleeveless,hasSilhouette,open-toed,1
hasNeckline,round,hasSilhouette,open-toed,1
hasLength,short,hasSilhouette,open-toed,1
belongsToCategory,lowerbody,hasSilhouette,open-toed,1
depicts,shoes,hasSilhouette,open-toed,1
hasOpeningType,open-front,belongsToCategory,lowerbody,1
hasSilhouette,open-toed,belongsToCategory,lowerbody,1
hasOpeningType,open-front,depicts,shoes,1
hasSilhouette,open-toed,depicts,shoes,1
hasOpeningType,strap,hasMaterialType,synthetic,1
hasMaterialType,synthetic,hasOpeningType,strap,1
hasLength,short,hasOpeningType,strap,1
hasSilhouette,slipper,hasOpeningType,strap,1
belongsToCategory,lowerbody,hasOpeningType,strap,1
depicts,shoes,hasOpeningType,strap,1
hasOpeningType,strap,hasLength,short,1
hasSilhouette,slipper,hasLength,short,1
hasOpeningType,strap,hasSilhouette,slipper,1
hasLength,short,hasSilhouette,slipper,1
hasOpeningType,strap,belongsToCategory,lowerbody,1
hasOpeningType,strap,depicts,shoes,1
hasMaterialType,synthetic,hasFabricTreatment,textured,1
hasOpeningType,lace-up,hasFabricTreatment,textured,1
hasSleeveType,short,hasFabricTreatment,textured,1
hasNeckline,no neckline,hasFabricTreatment,textured,1
hasLength,midi,hasFabricTreatment,textured,1
hasSilhouette,athletic,hasFabricTreatment,textured,1
belongsToCategory,lowerbody,hasFabricTreatment,textured,1
depicts,shoes,hasFabricTreatment,textured,1
hasFabricTreatment,textured,hasMaterialType,synthetic,1
hasNeckline,no neckline,hasMaterialType,synthetic,1
hasFabricTreatment,textured,hasOpeningType,lace-up,1
hasNeckline,no neckline,hasOpeningType,lace-up,1
hasFabricTreatment,textured,hasSleeveType,short,1
hasNeckline,no neckline,hasSleeveType,short,1
hasFabricTreatment,textured,hasNeckline,no neckline,1
hasMaterialType,synthetic,hasNeckline,no neckline,1
hasOpeningType,lace-up,hasNeckline,no neckline,1
hasSleeveType,short,hasNeckline,no neckline,1
hasLength,midi,hasNeckline,no neckline,1
hasSilhouette,athletic,hasNeckline,no neckline,1
belongsToCategory,lowerbody,hasNeckline,no neckline,1
depicts,shoes,hasNeckline,no neckline,1
hasFabricTreatment,textured,hasLength,midi,1
hasNeckline,no neckline,hasLength,midi,1
hasFabricTreatment,textured,hasSilhouette,athletic,1
hasNeckline,no neckline,hasSilhouette,athletic,1
hasFabricTreatment,textured,belongsToCategory,lowerbody,1
hasNeckline,no neckline,belongsToCategory,lowerbody,1
hasFabricTreatment,textured,depicts,shoes,1
hasNeckline,no neckline,depicts,shoes,1
hasFabricTreatment,perforations,hasPattern,striped,1
hasSilhouette,regular,hasPattern,striped,1
hasPattern,striped,hasFabricTreatment,perforations,1
hasMaterialType,synthetic,hasFabricTreatment,perforations,1
hasOpeningType,lace-up,hasFabricTreatment,perforations,1
hasSleeveType,short,hasFabricTreatment,perforations,1
hasLength,midi,hasFabricTreatment,perforations,1
hasSilhouette,regular,hasFabricTreatment,perforations,1
belongsToCategory,lowerbody,hasFabricTreatment,perforations,1
depicts,shoes,hasFabricTreatment,perforations,1
hasFabricTreatment,perforations,hasMaterialType,synthetic,1
hasSilhouette,regular,hasMaterialType,synthetic,1
hasFabricTreatment,perforations,hasOpeningType,lace-up,1
hasSilhouette,regular,hasOpeningType,lace-up,1
hasFabricTreatment,perforations,hasSleeveType,short,1
hasSilhouette,regular,hasSleeveType,short,1
hasFabricTreatment,perforations,hasLength,midi,1
hasSilhouette,regular,hasLength,midi,1
hasPattern,striped,hasSilhouette,regular,1
hasFabricTreatment,perforations,hasSilhouette,regular,1
hasMaterialType,synthetic,hasSilhouette,regular,1
hasOpeningType,lace-up,hasSilhouette,regular,1
hasSleeveType,short,hasSilhouette,regular,1
hasLength,midi,hasSilhouette,regular,1
belongsToCategory,lowerbody,hasSilhouette,regular,1
depicts,shoes,hasSilhouette,regular,1
hasFabricTreatment,perforations,belongsToCategory,lowerbody,1
hasSilhouette,regular,belongsToCategory,lowerbody,1
hasFabricTreatment,perforations,depicts,shoes,1
hasSilhouette,regular,depicts,shoes,1
hasOpeningType,closed,hasFabricTreatment,no treatment,1
hasLength,short,hasFabricTreatment,no treatment,1
hasSilhouette,flat,hasFabricTreatment,no treatment,1
hasFabricTreatment,no treatment,hasOpeningType,closed,1
hasLength,short,hasOpeningType,closed,1
hasSilhouette,flat,hasOpeningType,closed,1
hasFabricTreatment,no treatment,hasLength,short,1
hasOpeningType,closed,hasLength,short,1
hasFabricTreatment,no treatment,hasSilhouette,flat,1
hasOpeningType,closed,hasSilhouette,flat,1
hasFabricTreatment,waterproof,hasPattern,stripe,1
hasMaterialType,synthetic,hasPattern,stripe,1
hasOpeningType,closed,hasPattern,stripe,1
hasSleeveType,short,hasPattern,stripe,1
hasNeckline,round,hasPattern,stripe,1
hasLength,low-top,hasPattern,stripe,1
hasSilhouette,athletic,hasPattern,stripe,1
belongsToCategory,lowerbody,hasPattern,stripe,1
depicts,shoes,hasPattern,stripe,1
hasPattern,stripe,hasFabricTreatment,waterproof,1
hasOpeningType,closed,hasFabricTreatment,waterproof,1
hasLength,low-top,hasFabricTreatment,waterproof,1
hasSilhouette,athletic,hasFabricTreatment,waterproof,1
hasPattern,stripe,hasMaterialType,synthetic,1
hasPattern,stripe,hasOpeningType,closed,1
hasFabricTreatment,waterproof,hasOpeningType,closed,1
hasSleeveType,short,hasOpeningType,closed,1
hasLength,low-top,hasOpeningType,closed,1
hasSilhouette,athletic,hasOpeningType,closed,1
hasPattern,stripe,hasSleeveType,short,1
hasOpeningType,closed,hasSleeveType,short,1
hasPattern,stripe,hasNeckline,round,1
hasPattern,stripe,hasLength,low-top,1
hasFabricTreatment,waterproof,hasLength,low-top,1
hasOpeningType,closed,hasLength,low-top,1
hasSilhouette,athletic,hasLength,low-top,1
hasPattern,stripe,hasSilhouette,athletic,1
hasFabricTreatment,waterproof,hasSilhouette,athletic,1
hasOpeningType,closed,hasSilhouette,athletic,1
hasLength,low-top,hasSilhouette,athletic,1
hasPattern,stripe,belongsToCategory,lowerbody,1
hasPattern,stripe,depicts,shoes,1
hasFabricTreatment,perforated,hasPattern,solid color,1
hasLength,long,hasPattern,solid color,1
hasSilhouette,slipper,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,perforated,1
hasLength,long,hasFabricTreatment,perforated,1
hasSilhouette,slipper,hasFabricTreatment,perforated,1
hasLength,long,hasMaterialType,synthetic,1
hasLength,long,hasOpeningType,lace-up,1
hasSilhouette,slipper,hasOpeningType,lace-up,1
hasLength,long,hasNeckline,round,1
hasSilhouette,slipper,hasNeckline,round,1
hasPattern,solid color,hasLength,long,1
hasFabricTreatment,perforated,hasLength,long,1
hasMaterialType,synthetic,hasLength,long,1
hasOpeningType,lace-up,hasLength,long,1
hasNeckline,round,hasLength,long,1
hasSilhouette,slipper,hasLength,long,1
belongsToCategory,lowerbody,hasLength,long,1
depicts,shoes,hasLength,long,1
hasPattern,solid color,hasSilhouette,slipper,1
hasFabricTreatment,perforated,hasSilhouette,slipper,1
hasOpeningType,lace-up,hasSilhouette,slipper,1
hasNeckline,round,hasSilhouette,slipper,1
hasLength,long,hasSilhouette,slipper,1
hasLength,long,belongsToCategory,lowerbody,1
hasLength,long,depicts,shoes,1
hasFabricTreatment,treated,hasPattern,solid color,1
hasSleeveType,short-sleeve,hasPattern,solid color,1
hasLength,midi,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,treated,1
hasMaterialType,synthetic,hasFabricTreatment,treated,1
hasOpeningType,closed,hasFabricTreatment,treated,1
hasSleeveType,short-sleeve,hasFabricTreatment,treated,1
hasLength,midi,hasFabricTreatment,treated,1
hasSilhouette,closed-toe,hasFabricTreatment,treated,1
belongsToCategory,lowerbody,hasFabricTreatment,treated,1
depicts,shoes,hasFabricTreatment,treated,1
hasFabricTreatment,treated,hasMaterialType,synthetic,1
hasFabricTreatment,treated,hasOpeningType,closed,1
hasSilhouette,closed-toe,hasOpeningType,closed,1
hasPattern,solid color,hasSleeveType,short-sleeve,1
hasFabricTreatment,treated,hasSleeveType,short-sleeve,1
hasSilhouette,closed-toe,hasSleeveType,short-sleeve,1
hasPattern,solid color,hasLength,midi,1
hasFabricTreatment,treated,hasLength,midi,1
hasSilhouette,closed-toe,hasLength,midi,1
hasFabricTreatment,treated,hasSilhouette,closed-toe,1
hasOpeningType,closed,hasSilhouette,closed-toe,1
hasSleeveType,short-sleeve,hasSilhouette,closed-toe,1
hasLength,midi,hasSilhouette,closed-toe,1
hasFabricTreatment,treated,belongsToCategory,lowerbody,1
