relation1,attribute1,relation2,attribute2,frequency
hasWaistline,high,belongsToCategory,lowerbody,13
depicts,shorts,hasWaistline,high-waisted,12
hasWaistline,high-waisted,depicts,shorts,12
belongsToCategory,lowerbody,hasPattern,striped,12
hasPattern,striped,belongsToCategory,lowerbody,12
hasSleeveType,long,hasMaterialType,cotton,11
hasMaterialType,cotton,hasSleeveType,long,11
hasSilhouette,straight,hasSleeveType,long,11
hasSleeveType,long,hasSilhouette,straight,11
depicts,pants,hasLength,long,11
hasLength,long,depicts,pants,11
depicts,shorts,hasOpeningType,zipper,10
hasOpeningType,zipper,depicts,shorts,10
depicts,pants,hasOpeningType,zipper,10
hasOpeningType,zipper,depicts,pants,10
hasWaistline,high,hasOpeningType,zipper,10
hasOpeningType,zipper,hasWaistline,high,10
hasSleeveType,sleeveless,hasMaterialType,cotton,10
hasMaterialType,cotton,hasSleeveType,sleeveless,10
hasSilhouette,straight,hasSleeveType,sleeveless,10
belongsToCategory,lowerbody,hasSleeveType,sleeveless,10
depicts,shorts,hasSleeveType,sleeveless,10
hasSleeveType,sleeveless,hasSilhouette,straight,10
hasSleeveType,sleeveless,belongsToCategory,lowerbody,10
hasSleeveType,sleeveless,depicts,shorts,10
hasLength,short,hasMaterialType,cotton,10
hasMaterialType,cotton,hasLength,short,10
hasSilhouette,straight,hasLength,short,10
hasLength,short,hasSilhouette,straight,10
hasMaterialType,cotton,hasPattern,solid color,9
hasSilhouette,straight,hasPattern,solid color,9
belongsToCategory,lowerbody,hasPattern,solid color,9
hasPattern,solid color,hasMaterialType,cotton,9
hasPattern,solid color,hasSilhouette,straight,9
hasPattern,solid color,belongsToCategory,lowerbody,9
belongsToCategory,lowerbody,hasLength,short,9
hasLength,short,belongsToCategory,lowerbody,9
hasSleeveType,shorts,hasMaterialType,cotton,9
hasMaterialType,cotton,hasSleeveType,shorts,9
hasSilhouette,straight,hasSleeveType,shorts,9
belongsToCategory,lowerbody,hasSleeveType,shorts,9
hasSleeveType,shorts,hasSilhouette,straight,9
hasSleeveType,shorts,belongsToCategory,lowerbody,9
depicts,shorts,hasPattern,striped,9
hasPattern,striped,depicts,shorts,9
hasPocketType,side pockets,hasOpeningType,zipper,8
hasWaistline,high-waisted,hasOpeningType,zipper,8
hasOpeningType,zipper,hasPocketType,side pockets,8
depicts,shorts,hasPocketType,side pockets,8
hasOpeningType,zipper,hasWaistline,high-waisted,8
hasPocketType,side pockets,depicts,shorts,8
belongsToCategory,lowerbody,hasSleeveType,long,8
depicts,pants,hasSleeveType,long,8
hasSleeveType,long,belongsToCategory,lowerbody,8
hasSleeveType,long,depicts,pants,8
hasLength,long,hasOpeningType,zipper,8
hasOpeningType,zipper,hasLength,long,8
depicts,shorts,hasLength,short,8
hasLength,short,depicts,shorts,8
depicts,pants,hasWaistline,high,7
hasWaistline,high,depicts,pants,7
hasLength,above the knee,hasMaterialType,cotton,7
hasMaterialType,cotton,hasLength,above the knee,7
hasSilhouette,straight,hasLength,above the knee,7
belongsToCategory,lowerbody,hasLength,above the knee,7
depicts,shorts,hasLength,above the knee,7
hasLength,above the knee,hasSilhouette,straight,7
hasLength,above the knee,belongsToCategory,lowerbody,7
hasLength,above the knee,depicts,shorts,7
hasLength,short,hasSleeveType,sleeveless,7
hasSleeveType,sleeveless,hasLength,short,7
hasLength,short,hasPattern,striped,7
hasWaistline,high-waisted,hasPattern,striped,7
hasPattern,striped,hasLength,short,7
hasPattern,striped,hasWaistline,high-waisted,7
depicts,shorts,hasPattern,solid color,6
hasNeckline,round,hasMaterialType,cotton,6
hasMaterialType,cotton,hasNeckline,round,6
hasSilhouette,straight,hasNeckline,round,6
belongsToCategory,lowerbody,hasNeckline,round,6
hasNeckline,round,hasSilhouette,straight,6
hasNeckline,round,belongsToCategory,lowerbody,6
hasPattern,solid color,depicts,shorts,6
depicts,pants,hasPocketType,side pockets,6
hasPocketType,side pockets,depicts,pants,6
hasOpeningType,zipper,hasPattern,striped,6
hasPattern,striped,hasOpeningType,zipper,6
hasWaistline,high,hasLength,long,6
hasLength,long,hasWaistline,high,6
hasWaistline,high-waisted,hasSleeveType,sleeveless,6
hasSleeveType,sleeveless,hasWaistline,high-waisted,6
depicts,shorts,hasWaistline,high,6
hasWaistline,high,depicts,shorts,6
hasSleeveType,sleeveless,hasPattern,striped,6
hasPattern,striped,hasSleeveType,sleeveless,6
hasWaistline,high-waisted,hasPocketType,side pockets,5
hasPocketType,side pockets,hasWaistline,high-waisted,5
hasSleeveType,long,hasOpeningType,zipper,5
hasOpeningType,zipper,hasSleeveType,long,5
hasSleeveType,long,hasPattern,striped,5
hasPattern,striped,hasSleeveType,long,5
hasMaterialType,cotton,hasFabricTreatment,plain weave,5
hasSilhouette,straight,hasFabricTreatment,plain weave,5
hasFabricTreatment,plain weave,hasMaterialType,cotton,5
hasFabricTreatment,plain weave,hasSilhouette,straight,5
hasWaistline,high,hasPocketType,side pockets,5
hasPocketType,side pockets,hasWaistline,high,5
hasLength,knee-length,hasMaterialType,cotton,5
hasLength,knee-length,hasSleeveType,shorts,5
hasMaterialType,cotton,hasLength,knee-length,5
hasSleeveType,shorts,hasLength,knee-length,5
hasSilhouette,straight,hasLength,knee-length,5
belongsToCategory,lowerbody,hasLength,knee-length,5
depicts,shorts,hasLength,knee-length,5
hasLength,knee-length,hasSilhouette,straight,5
hasLength,knee-length,belongsToCategory,lowerbody,5
hasLength,knee-length,depicts,shorts,5
hasWaistline,natural,hasMaterialType,cotton,5
hasMaterialType,cotton,hasWaistline,natural,5
hasSilhouette,straight,hasWaistline,natural,5
hasWaistline,natural,hasSilhouette,straight,5
hasWaistline,high-waisted,hasLength,short,5
hasLength,short,hasWaistline,high-waisted,5
hasOpeningType,zipper,hasPattern,solid color,4
hasPattern,solid color,hasOpeningType,zipper,4
hasNeckline,round,hasOpeningType,zipper,4
hasOpeningType,zipper,hasNeckline,round,4
depicts,shorts,hasNeckline,round,4
hasNeckline,round,depicts,shorts,4
hasNeckline,straight,hasMaterialType,cotton,4
hasSleeveType,long,hasPocketType,side pockets,4
hasPocketType,side pockets,hasSleeveType,long,4
hasNeckline,straight,hasSleeveType,long,4
hasMaterialType,cotton,hasNeckline,straight,4
hasSleeveType,long,hasNeckline,straight,4
hasWaistline,high,hasPattern,striped,4
hasPattern,striped,hasWaistline,high,4
hasOpeningType,button fly,hasMaterialType,cotton,4
hasMaterialType,cotton,hasOpeningType,button fly,4
hasSilhouette,straight,hasOpeningType,button fly,4
belongsToCategory,lowerbody,hasOpeningType,button fly,4
hasLength,long,hasPocketType,side pockets,4
hasPocketType,side pockets,hasLength,long,4
hasOpeningType,button fly,hasSilhouette,straight,4
hasOpeningType,button fly,belongsToCategory,lowerbody,4
belongsToCategory,lowerbody,hasFabricTreatment,plain weave,4
depicts,shorts,hasFabricTreatment,plain weave,4
hasSleeveType,sleeveless,hasOpeningType,zipper,4
hasOpeningType,zipper,hasSleeveType,sleeveless,4
hasFabricTreatment,plain weave,belongsToCategory,lowerbody,4
hasFabricTreatment,plain weave,depicts,shorts,4
hasLength,above the knee,hasOpeningType,zipper,4
hasLength,above the knee,hasPocketType,side pockets,4
hasWaistline,high,hasSleeveType,sleeveless,4
hasOpeningType,zipper,hasLength,above the knee,4
hasPocketType,side pockets,hasLength,above the knee,4
hasSleeveType,sleeveless,hasWaistline,high,4
hasWaistline,high,hasLength,short,4
hasLength,short,hasWaistline,high,4
hasMaterialType,cotton,hasPattern,plaid,4
hasLength,long,hasPattern,plaid,4
hasSilhouette,straight,hasPattern,plaid,4
hasPattern,plaid,hasMaterialType,cotton,4
hasWaistline,natural,hasSleeveType,long,4
hasPattern,plaid,hasLength,long,4
hasWaistline,natural,hasLength,long,4
hasSleeveType,long,hasWaistline,natural,4
hasLength,long,hasWaistline,natural,4
hasPattern,plaid,hasSilhouette,straight,4
hasSleeveType,straight,hasMaterialType,cotton,4
hasMaterialType,cotton,hasSleeveType,straight,4
hasLength,long,hasSleeveType,straight,4
belongsToCategory,lowerbody,hasSleeveType,straight,4
depicts,pants,hasSleeveType,straight,4
hasSleeveType,straight,hasLength,long,4
hasSleeveType,straight,belongsToCategory,lowerbody,4
hasSleeveType,straight,depicts,pants,4
hasLength,short,hasOpeningType,zipper,4
hasOpeningType,zipper,hasLength,short,4
hasMaterialType,cotton,hasFabricTreatment,stretchy,4
hasSilhouette,straight,hasFabricTreatment,stretchy,4
belongsToCategory,lowerbody,hasFabricTreatment,stretchy,4
hasFabricTreatment,stretchy,hasMaterialType,cotton,4
hasFabricTreatment,stretchy,hasSilhouette,straight,4
hasFabricTreatment,stretchy,belongsToCategory,lowerbody,4
hasSleeveType,shorts,hasOpeningType,zipper,4
hasOpeningType,zipper,hasSleeveType,shorts,4
hasLength,above the knee,hasSleeveType,shorts,4
hasSleeveType,shorts,hasLength,above the knee,4
hasWaistline,high-waisted,hasSleeveType,shorts,4
hasSleeveType,shorts,hasWaistline,high-waisted,4
hasWaistline,high-waisted,hasPattern,solid color,3
hasWaistline,high-waisted,hasNeckline,round,3
hasPattern,solid color,hasWaistline,high-waisted,3
hasNeckline,round,hasWaistline,high-waisted,3
hasWaistline,high-waisted,hasSleeveType,long,3
hasSleeveType,long,hasWaistline,high-waisted,3
depicts,pants,hasWaistline,high-waisted,3
hasWaistline,high-waisted,depicts,pants,3
hasLength,long,hasPattern,striped,3
depicts,pants,hasPattern,striped,3
hasMaterialType,cotton,hasFabricTreatment,soft,3
hasSilhouette,straight,hasFabricTreatment,soft,3
hasFabricTreatment,soft,hasMaterialType,cotton,3
hasWaistline,high,hasSleeveType,long,3
hasPattern,striped,hasLength,long,3
hasSleeveType,long,hasWaistline,high,3
hasFabricTreatment,soft,hasSilhouette,straight,3
hasPattern,striped,depicts,pants,3
hasPocketType,side pockets,hasOpeningType,button fly,3
hasWaistline,high-waisted,hasOpeningType,button fly,3
hasOpeningType,button fly,hasPocketType,side pockets,3
hasWaistline,high-waisted,hasLength,long,3
hasOpeningType,button fly,hasWaistline,high-waisted,3
hasLength,long,hasWaistline,high-waisted,3
hasFabricTreatment,plain weave,hasPattern,solid color,3
hasPattern,solid color,hasFabricTreatment,plain weave,3
depicts,pants,hasPattern,solid color,3
hasPattern,solid color,depicts,pants,3
hasSleeveType,sleeveless,hasPocketType,side pockets,3
hasPocketType,side pockets,hasSleeveType,sleeveless,3
hasMaterialType,cotton,hasLeatherType,no leather,3
hasSilhouette,straight,hasLeatherType,no leather,3
belongsToCategory,lowerbody,hasLeatherType,no leather,3
hasLeatherType,no leather,hasMaterialType,cotton,3
hasNeckline,no neckline,hasMaterialType,cotton,3
hasMaterialType,cotton,hasNeckline,no neckline,3
hasWaistline,high,hasNeckline,no neckline,3
hasSilhouette,straight,hasNeckline,no neckline,3
belongsToCategory,lowerbody,hasNeckline,no neckline,3
hasNeckline,no neckline,hasWaistline,high,3
hasLeatherType,no leather,hasSilhouette,straight,3
hasNeckline,no neckline,hasSilhouette,straight,3
hasLeatherType,no leather,belongsToCategory,lowerbody,3
hasNeckline,no neckline,belongsToCategory,lowerbody,3
hasSleeveType,shorts,hasPattern,solid color,3
hasLength,knee-length,hasPattern,solid color,3
hasPattern,solid color,hasSleeveType,shorts,3
hasPattern,solid color,hasLength,knee-length,3
belongsToCategory,lowerbody,hasPattern,plaid,3
hasPattern,plaid,belongsToCategory,lowerbody,3
hasSleeveType,straight,hasOpeningType,zipper,3
hasOpeningType,zipper,hasSleeveType,straight,3
hasWaistline,high,hasSleeveType,straight,3
hasSleeveType,straight,hasWaistline,high,3
hasSleeveType,short,hasMaterialType,cotton,3
hasSleeveType,short,hasOpeningType,zipper,3
hasMaterialType,cotton,hasSleeveType,short,3
hasOpeningType,zipper,hasSleeveType,short,3
hasNeckline,round,hasSleeveType,short,3
hasSilhouette,straight,hasSleeveType,short,3
belongsToCategory,lowerbody,hasSleeveType,short,3
hasSleeveType,short,hasNeckline,round,3
hasSleeveType,short,hasSilhouette,straight,3
hasSleeveType,short,belongsToCategory,lowerbody,3
hasOpeningType,button,hasMaterialType,cotton,3
belongsToCategory,upperbody,hasMaterialType,cotton,3
hasMaterialType,cotton,hasOpeningType,button,3
hasSilhouette,straight,hasOpeningType,button,3
hasWaistline,natural,hasNeckline,straight,3
belongsToCategory,upperbody,hasLength,long,3
hasNeckline,straight,hasWaistline,natural,3
hasOpeningType,button,hasSilhouette,straight,3
belongsToCategory,upperbody,hasSilhouette,straight,3
hasMaterialType,cotton,belongsToCategory,upperbody,3
hasLength,long,belongsToCategory,upperbody,3
hasSilhouette,straight,belongsToCategory,upperbody,3
hasLength,short,hasNeckline,round,3
hasNeckline,round,hasLength,short,3
hasFabricTreatment,stretchy,hasPattern,striped,3
hasPocketType,side pockets,hasPattern,striped,3
hasPattern,striped,hasFabricTreatment,stretchy,3
hasWaistline,high-waisted,hasFabricTreatment,stretchy,3
hasPattern,striped,hasPocketType,side pockets,3
hasLength,short,hasPocketType,side pockets,3
hasPocketType,side pockets,hasLength,short,3
hasFabricTreatment,stretchy,hasWaistline,high-waisted,3
hasSleeveType,shorts,hasPattern,striped,3
hasLength,above the knee,hasPattern,striped,3
hasWaistline,natural-waist,hasMaterialType,cotton,3
hasPattern,striped,hasSleeveType,shorts,3
hasWaistline,natural-waist,hasSleeveType,shorts,3
hasPattern,striped,hasLength,above the knee,3
hasMaterialType,cotton,hasWaistline,natural-waist,3
hasSleeveType,shorts,hasWaistline,natural-waist,3
hasSilhouette,straight,hasWaistline,natural-waist,3
belongsToCategory,lowerbody,hasWaistline,natural-waist,3
depicts,shorts,hasWaistline,natural-waist,3
hasWaistline,natural-waist,hasSilhouette,straight,3
hasWaistline,natural-waist,belongsToCategory,lowerbody,3
hasWaistline,natural-waist,depicts,shorts,3
hasSleeveType,shorts,hasPocketType,side pockets,3
hasPocketType,side pockets,hasSleeveType,shorts,3
hasWaistline,high,hasNeckline,round,3
hasNeckline,round,hasWaistline,high,3
hasWaistline,high-waisted,hasLength,above the knee,3
hasLength,above the knee,hasWaistline,high-waisted,3
hasLength,knee-length,hasWaistline,high-waisted,3
hasWaistline,high-waisted,hasLength,knee-length,3
hasPocketType,side pockets,hasPattern,solid color,2
hasSleeveType,short-sleeve,hasMaterialType,cotton,2
hasPattern,solid color,hasPocketType,side pockets,2
hasNeckline,round,hasPocketType,side pockets,2
hasMaterialType,cotton,hasSleeveType,short-sleeve,2
hasWaistline,high-waisted,hasSleeveType,short-sleeve,2
hasSilhouette,straight,hasSleeveType,short-sleeve,2
belongsToCategory,lowerbody,hasSleeveType,short-sleeve,2
depicts,shorts,hasSleeveType,short-sleeve,2
hasPocketType,side pockets,hasNeckline,round,2
hasSleeveType,short-sleeve,hasWaistline,high-waisted,2
hasSleeveType,short-sleeve,hasSilhouette,straight,2
hasSleeveType,short-sleeve,belongsToCategory,lowerbody,2
hasSleeveType,short-sleeve,depicts,shorts,2
hasFabricTreatment,soft,hasPattern,striped,2
hasPattern,striped,hasFabricTreatment,soft,2
hasOpeningType,zipper,hasFabricTreatment,soft,2
hasSleeveType,long,hasFabricTreatment,soft,2
belongsToCategory,lowerbody,hasFabricTreatment,soft,2
hasPocketType,side,hasMaterialType,cotton,2
hasFabricTreatment,soft,hasOpeningType,zipper,2
hasPocketType,side,hasOpeningType,zipper,2
hasMaterialType,cotton,hasPocketType,side,2
hasOpeningType,zipper,hasPocketType,side,2
hasSleeveType,long,hasPocketType,side,2
hasWaistline,high,hasPocketType,side,2
hasSilhouette,straight,hasPocketType,side,2
belongsToCategory,lowerbody,hasPocketType,side,2
depicts,pants,hasPocketType,side,2
hasFabricTreatment,soft,hasSleeveType,long,2
hasPocketType,side,hasSleeveType,long,2
hasPocketType,side,hasWaistline,high,2
hasPocketType,side,hasSilhouette,straight,2
hasFabricTreatment,soft,belongsToCategory,lowerbody,2
hasPocketType,side,belongsToCategory,lowerbody,2
hasPocketType,side,depicts,pants,2
hasSleeveType,long,hasOpeningType,button fly,2
hasLength,long,hasOpeningType,button fly,2
depicts,pants,hasOpeningType,button fly,2
hasOpeningType,button fly,hasSleeveType,long,2
hasOpeningType,button fly,hasLength,long,2
hasOpeningType,button fly,depicts,pants,2
hasSleeveType,sleeveless,hasPattern,solid color,2
hasSleeveType,sleeveless,hasFabricTreatment,plain weave,2
hasWaistline,high-waisted,hasFabricTreatment,plain weave,2
hasPattern,solid color,hasSleeveType,sleeveless,2
hasFabricTreatment,plain weave,hasSleeveType,sleeveless,2
hasFabricTreatment,plain weave,hasWaistline,high-waisted,2
hasSleeveType,long,hasPattern,solid color,2
hasLength,long,hasPattern,solid color,2
hasPattern,solid color,hasSleeveType,long,2
hasPattern,solid color,hasLength,long,2
hasLength,above the knee,hasSleeveType,sleeveless,2
hasSleeveType,sleeveless,hasLength,above the knee,2
hasWaistline,high,hasLength,above the knee,2
hasLength,above the knee,hasWaistline,high,2
hasWaistline,high,hasPattern,solid color,2
hasNeckline,no neckline,hasLeatherType,no leather,2
hasWaistline,high,hasLeatherType,no leather,2
depicts,shorts,hasLeatherType,no leather,2
hasNeckline,no neckline,hasSleeveType,sleeveless,2
hasLeatherType,no leather,hasNeckline,no neckline,2
hasSleeveType,sleeveless,hasNeckline,no neckline,2
hasLength,short,hasNeckline,no neckline,2
depicts,shorts,hasNeckline,no neckline,2
hasNeckline,no neckline,hasLength,short,2
hasPattern,solid color,hasWaistline,high,2
hasLeatherType,no leather,hasWaistline,high,2
hasLeatherType,no leather,depicts,shorts,2
hasNeckline,no neckline,depicts,shorts,2
hasSleeveType,shorts,hasFabricTreatment,plain weave,2
hasLength,knee-length,hasFabricTreatment,plain weave,2
hasOpeningType,open-front,hasMaterialType,cotton,2
hasMaterialType,cotton,hasOpeningType,open-front,2
hasSleeveType,shorts,hasOpeningType,open-front,2
hasLength,knee-length,hasOpeningType,open-front,2
hasSilhouette,straight,hasOpeningType,open-front,2
belongsToCategory,lowerbody,hasOpeningType,open-front,2
depicts,shorts,hasOpeningType,open-front,2
hasFabricTreatment,plain weave,hasSleeveType,shorts,2
hasOpeningType,open-front,hasSleeveType,shorts,2
hasFabricTreatment,plain weave,hasLength,knee-length,2
hasOpeningType,open-front,hasLength,knee-length,2
hasOpeningType,open-front,hasSilhouette,straight,2
hasOpeningType,open-front,belongsToCategory,lowerbody,2
hasOpeningType,open-front,depicts,shorts,2
hasSleeveType,long,hasPattern,plaid,2
hasWaistline,natural,hasPattern,plaid,2
hasWaistline,natural,hasPocketType,side pockets,2
hasPattern,plaid,hasSleeveType,long,2
hasPattern,plaid,hasWaistline,natural,2
hasPocketType,side pockets,hasWaistline,natural,2
belongsToCategory,lowerbody,hasWaistline,natural,2
depicts,pants,hasWaistline,natural,2
hasWaistline,natural,belongsToCategory,lowerbody,2
hasWaistline,natural,depicts,pants,2
hasLength,long,hasLeatherType,no leather,2
hasSleeveType,straight,hasPocketType,side pockets,2
hasNeckline,no neckline,hasPocketType,side pockets,2
hasPocketType,side pockets,hasSleeveType,straight,2
hasPocketType,side pockets,hasNeckline,no neckline,2
hasLeatherType,no leather,hasLength,long,2
hasWaistline,high-waisted,hasPattern,plaid,2
depicts,bag,hasPattern,plaid,2
hasPocketType,side pocket,hasMaterialType,cotton,2
depicts,bag,hasMaterialType,cotton,2
hasPocketType,side pocket,hasOpeningType,zipper,2
hasMaterialType,cotton,hasPocketType,side pocket,2
hasOpeningType,zipper,hasPocketType,side pocket,2
hasSilhouette,straight,hasPocketType,side pocket,2
belongsToCategory,lowerbody,hasPocketType,side pocket,2
hasLength,long,hasSleeveType,short,2
hasLength,long,hasNeckline,round,2
hasSleeveType,short,hasLength,long,2
hasNeckline,round,hasLength,long,2
depicts,bag,hasLength,long,2
hasPattern,plaid,hasWaistline,high-waisted,2
depicts,bag,hasWaistline,high-waisted,2
hasPocketType,side pocket,hasSilhouette,straight,2
depicts,bag,hasSilhouette,straight,2
hasPocketType,side pocket,belongsToCategory,lowerbody,2
depicts,bag,belongsToCategory,lowerbody,2
hasPattern,plaid,depicts,bag,2
hasMaterialType,cotton,depicts,bag,2
hasLength,long,depicts,bag,2
hasWaistline,high-waisted,depicts,bag,2
hasSilhouette,straight,depicts,bag,2
belongsToCategory,lowerbody,depicts,bag,2
hasFabricTreatment,plain weave,hasPattern,striped,2
hasOpeningType,button,hasPattern,striped,2
hasNeckline,straight,hasPattern,striped,2
hasWaistline,natural,hasPattern,striped,2
hasPattern,striped,hasFabricTreatment,plain weave,2
depicts,shirt,hasMaterialType,cotton,2
hasPattern,striped,hasOpeningType,button,2
hasLength,long,hasOpeningType,button,2
belongsToCategory,upperbody,hasOpeningType,button,2
belongsToCategory,upperbody,hasSleeveType,long,2
depicts,shirt,hasSleeveType,long,2
hasPattern,striped,hasNeckline,straight,2
hasLength,long,hasNeckline,straight,2
belongsToCategory,upperbody,hasNeckline,straight,2
depicts,shirt,hasNeckline,straight,2
hasOpeningType,button,hasLength,long,2
hasNeckline,straight,hasLength,long,2
depicts,shirt,hasLength,long,2
hasPattern,striped,hasWaistline,natural,2
belongsToCategory,upperbody,hasWaistline,natural,2
depicts,shirt,hasWaistline,natural,2
depicts,shirt,hasSilhouette,straight,2
hasOpeningType,button,belongsToCategory,upperbody,2
hasSleeveType,long,belongsToCategory,upperbody,2
hasNeckline,straight,belongsToCategory,upperbody,2
hasWaistline,natural,belongsToCategory,upperbody,2
depicts,shirt,belongsToCategory,upperbody,2
hasMaterialType,cotton,depicts,shirt,2
hasSleeveType,long,depicts,shirt,2
hasNeckline,straight,depicts,shirt,2
hasLength,long,depicts,shirt,2
hasWaistline,natural,depicts,shirt,2
hasSilhouette,straight,depicts,shirt,2
belongsToCategory,upperbody,depicts,shirt,2
hasOpeningType,button fly,hasPattern,striped,2
hasNeckline,round,hasPattern,striped,2
hasMaterialType,cotton,hasFabricTreatment,washed,2
hasNeckline,round,hasFabricTreatment,washed,2
hasSilhouette,straight,hasFabricTreatment,washed,2
belongsToCategory,lowerbody,hasFabricTreatment,washed,2
hasFabricTreatment,washed,hasMaterialType,cotton,2
hasPattern,striped,hasOpeningType,button fly,2
hasSleeveType,sleeveless,hasOpeningType,button fly,2
depicts,shorts,hasOpeningType,button fly,2
hasOpeningType,button fly,hasSleeveType,sleeveless,2
hasNeckline,round,hasSleeveType,sleeveless,2
hasPattern,striped,hasNeckline,round,2
hasFabricTreatment,washed,hasNeckline,round,2
hasSleeveType,sleeveless,hasNeckline,round,2
hasFabricTreatment,washed,hasSilhouette,straight,2
hasFabricTreatment,washed,belongsToCategory,lowerbody,2
hasOpeningType,button fly,depicts,shorts,2
hasOpeningType,zipper,hasFabricTreatment,stretchy,2
hasPocketType,side pockets,hasFabricTreatment,stretchy,2
hasLength,short,hasFabricTreatment,stretchy,2
depicts,pants,hasFabricTreatment,stretchy,2
hasFabricTreatment,stretchy,hasOpeningType,zipper,2
hasFabricTreatment,stretchy,hasPocketType,side pockets,2
hasLength,short,hasSleeveType,long,2
hasFabricTreatment,stretchy,hasLength,short,2
hasSleeveType,long,hasLength,short,2
hasFabricTreatment,stretchy,depicts,pants,2
hasWaistline,natural-waist,hasOpeningType,zipper,2
hasWaistline,natural-waist,hasLength,above the knee,2
hasOpeningType,zipper,hasWaistline,natural-waist,2
hasLength,above the knee,hasWaistline,natural-waist,2
hasNeckline,round neckline,hasMaterialType,cotton,2
hasMaterialType,cotton,hasNeckline,round neckline,2
hasWaistline,high-waisted,hasNeckline,round neckline,2
hasSilhouette,straight,hasNeckline,round neckline,2
belongsToCategory,lowerbody,hasNeckline,round neckline,2
depicts,shorts,hasNeckline,round neckline,2
hasNeckline,round neckline,hasWaistline,high-waisted,2
hasNeckline,round neckline,hasSilhouette,straight,2
hasNeckline,round neckline,belongsToCategory,lowerbody,2
hasNeckline,round neckline,depicts,shorts,2
hasWaistline,natural-waist,hasPocketType,side pockets,2
hasPocketType,side pockets,hasWaistline,natural-waist,2
hasWaistline,high,hasSleeveType,short,2
hasSleeveType,short,hasWaistline,high,2
hasSleeveType,sleeveless,hasFabricTreatment,stretchy,2
depicts,shorts,hasFabricTreatment,stretchy,2
hasFabricTreatment,stretchy,hasSleeveType,sleeveless,2
hasFabricTreatment,stretchy,depicts,shorts,2
belongsToCategory,lowerbody,hasOpeningType,button,2
depicts,shorts,hasOpeningType,button,2
hasOpeningType,button,belongsToCategory,lowerbody,2
hasOpeningType,button,depicts,shorts,2
hasPocketType,slant,hasMaterialType,cotton,2
hasPocketType,slant,hasOpeningType,zipper,2
hasMaterialType,cotton,hasPocketType,slant,2
hasOpeningType,zipper,hasPocketType,slant,2
hasSilhouette,straight,hasPocketType,slant,2
belongsToCategory,lowerbody,hasPocketType,slant,2
hasPocketType,slant,hasSilhouette,straight,2
hasPocketType,slant,belongsToCategory,lowerbody,2
belongsToCategory,upperbody,hasPattern,plaid,2
hasPattern,plaid,belongsToCategory,upperbody,2
hasSleeveType,short-sleeve,hasPattern,solid color,1
hasNeckline,round,hasPattern,solid color,1
hasLength,midi,hasPattern,solid color,1
hasLength,midi,hasMaterialType,cotton,1
hasSleeveType,short-sleeve,hasOpeningType,zipper,1
hasLength,midi,hasOpeningType,zipper,1
hasSleeveType,short-sleeve,hasPocketType,side pockets,1
hasLength,midi,hasPocketType,side pockets,1
