relation1,attribute1,relation2,attribute2,frequency
hasPattern,floral,hasMaterialType,cotton,7
hasPattern,floral,hasLength,ankle-length,7
hasPattern,floral,hasWaistline,high-waisted,7
hasPattern,floral,hasSilhouette,straight,7
hasPattern,floral,belongsToCategory,lowerbody,7
hasPattern,floral,depicts,pants,7
hasPocketType,side pockets,hasPattern,solid color,7
hasPattern,solid color,hasPocketType,side pockets,7
hasSleeveType,long,hasMaterialType,cotton,6
hasMaterialType,cotton,hasSleeveType,long,6
hasLength,ankle-length,hasSleeveType,long,6
hasWaistline,high-waisted,hasSleeveType,long,6
hasSilhouette,straight,hasSleeveType,long,6
belongsToCategory,lowerbody,hasSleeveType,long,6
depicts,pants,hasSleeveType,long,6
hasSleeveType,long,hasLength,ankle-length,6
hasSleeveType,long,hasWaistline,high-waisted,6
hasSleeveType,long,hasSilhouette,straight,6
hasSleeveType,long,belongsToCategory,lowerbody,6
hasSleeveType,long,depicts,pants,6
hasSleeveType,long-sleeve,hasOpeningType,zipper,6
hasOpeningType,zipper,hasSleeveType,long-sleeve,6
hasSleeveType,long-sleeve,hasFabricTreatment,plain weave,6
hasFabricTreatment,plain weave,hasSleeveType,long-sleeve,6
hasLength,ankle-length,hasSleeveType,short-sleeve,6
hasWaistline,high-waisted,hasSleeveType,short-sleeve,6
hasSilhouette,straight,hasSleeveType,short-sleeve,6
belongsToCategory,lowerbody,hasSleeveType,short-sleeve,6
depicts,pants,hasSleeveType,short-sleeve,6
hasSleeveType,short-sleeve,hasLength,ankle-length,6
hasSleeveType,short-sleeve,hasWaistline,high-waisted,6
hasSleeveType,short-sleeve,hasSilhouette,straight,6
hasSleeveType,short-sleeve,belongsToCategory,lowerbody,6
hasSleeveType,short-sleeve,depicts,pants,6
hasSleeveType,long,hasPocketType,side pockets,5
hasPocketType,side pockets,hasSleeveType,long,5
hasPocketType,side pockets,hasOpeningType,zipper closure,5
hasSleeveType,long-sleeve,hasOpeningType,zipper closure,5
hasOpeningType,zipper closure,hasPocketType,side pockets,5
hasOpeningType,zipper closure,hasSleeveType,long-sleeve,5
hasOpeningType,zipper,hasPattern,striped,5
hasSleeveType,sleeveless,hasMaterialType,cotton,5
hasPattern,striped,hasOpeningType,zipper,5
hasMaterialType,cotton,hasSleeveType,sleeveless,5
hasLength,ankle-length,hasSleeveType,sleeveless,5
hasWaistline,high-waisted,hasSleeveType,sleeveless,5
hasSilhouette,straight,hasSleeveType,sleeveless,5
belongsToCategory,lowerbody,hasSleeveType,sleeveless,5
depicts,pants,hasSleeveType,sleeveless,5
hasSleeveType,sleeveless,hasLength,ankle-length,5
hasSleeveType,sleeveless,hasWaistline,high-waisted,5
hasSleeveType,sleeveless,hasSilhouette,straight,5
hasSleeveType,sleeveless,belongsToCategory,lowerbody,5
hasSleeveType,sleeveless,depicts,pants,5
hasPocketType,side pockets,hasFabricTreatment,plain weave,5
hasFabricTreatment,plain weave,hasPocketType,side pockets,5
hasSleeveType,short-sleeve,hasMaterialType,cotton,5
hasMaterialType,cotton,hasSleeveType,short-sleeve,5
hasFabricTreatment,plain weave,hasPattern,solid color,5
hasPattern,solid color,hasFabricTreatment,plain weave,5
hasSleeveType,long-sleeve,hasPattern,solid color,5
hasPattern,solid color,hasSleeveType,long-sleeve,5
hasSleeveType,long,hasOpeningType,zipper,4
hasOpeningType,zipper,hasSleeveType,long,4
hasFabricTreatment,plain weave,hasPattern,floral,4
hasPattern,floral,hasFabricTreatment,plain weave,4
hasOpeningType,zipper closure,hasPattern,solid color,4
hasPattern,solid color,hasOpeningType,zipper closure,4
hasPocketType,side pockets,hasPattern,striped,3
hasSleeveType,sleeveless,hasPattern,striped,3
hasPattern,striped,hasPocketType,side pockets,3
hasPattern,striped,hasSleeveType,sleeveless,3
hasSleeveType,long-sleeve,hasPattern,floral,3
hasPattern,floral,hasSleeveType,long-sleeve,3
hasSleeveType,short-sleeve,hasOpeningType,zipper,3
hasOpeningType,zipper,hasSleeveType,short-sleeve,3
hasSleeveType,short-sleeve,hasPattern,striped,3
hasPattern,striped,hasSleeveType,short-sleeve,3
hasLength,ankle-length,hasFabricTreatment,washed,3
hasWaistline,high-waisted,hasFabricTreatment,washed,3
hasSilhouette,straight,hasFabricTreatment,washed,3
belongsToCategory,lowerbody,hasFabricTreatment,washed,3
depicts,pants,hasFabricTreatment,washed,3
hasFabricTreatment,washed,hasLength,ankle-length,3
hasFabricTreatment,washed,hasWaistline,high-waisted,3
hasFabricTreatment,washed,hasSilhouette,straight,3
hasFabricTreatment,washed,belongsToCategory,lowerbody,3
hasFabricTreatment,washed,depicts,pants,3
hasOpeningType,zipper closure,hasFabricTreatment,plain weave,3
hasFabricTreatment,plain weave,hasOpeningType,zipper closure,3
hasOpeningType,side opening,hasMaterialType,cotton,3
hasMaterialType,cotton,hasOpeningType,side opening,3
hasLength,ankle-length,hasOpeningType,side opening,3
hasWaistline,high-waisted,hasOpeningType,side opening,3
hasSilhouette,straight,hasOpeningType,side opening,3
belongsToCategory,lowerbody,hasOpeningType,side opening,3
depicts,pants,hasOpeningType,side opening,3
hasOpeningType,side opening,hasLength,ankle-length,3
hasOpeningType,side opening,hasWaistline,high-waisted,3
hasOpeningType,side opening,hasSilhouette,straight,3
hasOpeningType,side opening,belongsToCategory,lowerbody,3
hasOpeningType,side opening,depicts,pants,3
hasNeckline,round neckline,hasMaterialType,cotton,2
hasNeckline,round neckline,hasPocketType,side pockets,2
hasNeckline,round neckline,hasSleeveType,long-sleeve,2
hasMaterialType,cotton,hasNeckline,round neckline,2
hasPocketType,side pockets,hasNeckline,round neckline,2
hasSleeveType,long-sleeve,hasNeckline,round neckline,2
hasLength,ankle-length,hasNeckline,round neckline,2
hasWaistline,high-waisted,hasNeckline,round neckline,2
hasSilhouette,straight,hasNeckline,round neckline,2
belongsToCategory,lowerbody,hasNeckline,round neckline,2
depicts,pants,hasNeckline,round neckline,2
hasNeckline,round neckline,hasLength,ankle-length,2
hasNeckline,round neckline,hasWaistline,high-waisted,2
hasNeckline,round neckline,hasSilhouette,straight,2
hasNeckline,round neckline,belongsToCategory,lowerbody,2
hasNeckline,round neckline,depicts,pants,2
hasNeckline,round,hasMaterialType,cotton,2
hasSleeveType,sleeveless,hasOpeningType,zipper,2
hasNeckline,round,hasOpeningType,zipper,2
hasSleeveType,sleeveless,hasPocketType,side pockets,2
hasNeckline,round,hasPocketType,side pockets,2
hasOpeningType,zipper,hasSleeveType,sleeveless,2
hasPocketType,side pockets,hasSleeveType,sleeveless,2
hasMaterialType,cotton,hasNeckline,round,2
hasOpeningType,zipper,hasNeckline,round,2
hasPocketType,side pockets,hasNeckline,round,2
hasLength,ankle-length,hasNeckline,round,2
hasWaistline,high-waisted,hasNeckline,round,2
hasSilhouette,straight,hasNeckline,round,2
belongsToCategory,lowerbody,hasNeckline,round,2
depicts,pants,hasNeckline,round,2
hasNeckline,round,hasLength,ankle-length,2
hasNeckline,round,hasWaistline,high-waisted,2
hasNeckline,round,hasSilhouette,straight,2
hasNeckline,round,belongsToCategory,lowerbody,2
hasNeckline,round,depicts,pants,2
hasPattern,floral,hasAnimalPattern,elephant,2
hasFabricTreatment,plain weave,hasAnimalPattern,elephant,2
hasMaterialType,cotton,hasAnimalPattern,elephant,2
hasSleeveType,long-sleeve,hasAnimalPattern,elephant,2
hasLength,ankle-length,hasAnimalPattern,elephant,2
hasWaistline,high-waisted,hasAnimalPattern,elephant,2
hasSilhouette,straight,hasAnimalPattern,elephant,2
belongsToCategory,lowerbody,hasAnimalPattern,elephant,2
depicts,pants,hasAnimalPattern,elephant,2
hasAnimalPattern,elephant,hasPattern,floral,2
hasAnimalPattern,elephant,hasFabricTreatment,plain weave,2
hasAnimalPattern,elephant,hasMaterialType,cotton,2
hasSleeveType,long-sleeve,hasPocketType,slant pockets,2
hasLength,ankle-length,hasPocketType,slant pockets,2
hasWaistline,high-waisted,hasPocketType,slant pockets,2
hasSilhouette,straight,hasPocketType,slant pockets,2
belongsToCategory,lowerbody,hasPocketType,slant pockets,2
depicts,pants,hasPocketType,slant pockets,2
hasAnimalPattern,elephant,hasSleeveType,long-sleeve,2
hasPocketType,slant pockets,hasSleeveType,long-sleeve,2
hasAnimalPattern,elephant,hasLength,ankle-length,2
hasPocketType,slant pockets,hasLength,ankle-length,2
hasAnimalPattern,elephant,hasWaistline,high-waisted,2
hasPocketType,slant pockets,hasWaistline,high-waisted,2
hasAnimalPattern,elephant,hasSilhouette,straight,2
hasPocketType,slant pockets,hasSilhouette,straight,2
hasAnimalPattern,elephant,belongsToCategory,lowerbody,2
hasPocketType,slant pockets,belongsToCategory,lowerbody,2
hasAnimalPattern,elephant,depicts,pants,2
hasPocketType,slant pockets,depicts,pants,2
hasOpeningType,zipper,hasPattern,solid color,2
hasSleeveType,short-sleeve,hasPattern,solid color,2
hasPattern,solid color,hasOpeningType,zipper,2
hasSleeveType,short-sleeve,hasPocketType,side pockets,2
hasPattern,solid color,hasSleeveType,short-sleeve,2
hasPocketType,side pockets,hasSleeveType,short-sleeve,2
hasSleeveType,long,hasPattern,solid color,2
hasPattern,solid color,hasSleeveType,long,2
hasOpeningType,zipper,hasFabricTreatment,washed,2
hasFabricTreatment,washed,hasOpeningType,zipper,2
hasFabricTreatment,plain weave,hasPattern,striped,2
hasPattern,striped,hasFabricTreatment,plain weave,2
hasSleeveType,sleeveless,hasFabricTreatment,plain weave,2
hasFabricTreatment,plain weave,hasSleeveType,sleeveless,2
hasLeatherType,no leather,hasPattern,solid color,2
hasLeatherType,no leather,hasFabricTreatment,plain weave,2
hasPattern,solid color,hasLeatherType,no leather,2
hasFabricTreatment,plain weave,hasLeatherType,no leather,2
hasMaterialType,cotton,hasLeatherType,no leather,2
hasPocketType,side pockets,hasLeatherType,no leather,2
hasSleeveType,long-sleeve,hasLeatherType,no leather,2
hasLength,ankle-length,hasLeatherType,no leather,2
hasWaistline,high-waisted,hasLeatherType,no leather,2
hasSilhouette,straight,hasLeatherType,no leather,2
belongsToCategory,lowerbody,hasLeatherType,no leather,2
depicts,pants,hasLeatherType,no leather,2
hasLeatherType,no leather,hasMaterialType,cotton,2
hasLeatherType,no leather,hasPocketType,side pockets,2
hasLeatherType,no leather,hasSleeveType,long-sleeve,2
hasLeatherType,no leather,hasLength,ankle-length,2
hasLeatherType,no leather,hasWaistline,high-waisted,2
hasLeatherType,no leather,hasSilhouette,straight,2
hasLeatherType,no leather,belongsToCategory,lowerbody,2
hasLeatherType,no leather,depicts,pants,2
hasSleeveType,short-sleeve,hasOpeningType,side opening,2
hasOpeningType,side opening,hasSleeveType,short-sleeve,2
hasOpeningType,zipper,hasPattern,floral,2
hasPattern,floral,hasOpeningType,zipper,2
hasMaterialType,cotton,hasFabricTreatment,washed,2
hasSleeveType,sleeveless,hasFabricTreatment,washed,2
hasFabricTreatment,washed,hasMaterialType,cotton,2
hasFabricTreatment,washed,hasSleeveType,sleeveless,2
hasOpeningType,side opening,hasPattern,floral,2
hasPattern,floral,hasOpeningType,side opening,2
hasPocketType,patch pockets,hasPattern,floral,2
hasPocketType,patch pockets,hasMaterialType,cotton,2
hasPattern,floral,hasPocketType,patch pockets,2
hasMaterialType,cotton,hasPocketType,patch pockets,2
hasLength,ankle-length,hasPocketType,patch pockets,2
hasWaistline,high-waisted,hasPocketType,patch pockets,2
hasSilhouette,straight,hasPocketType,patch pockets,2
belongsToCategory,lowerbody,hasPocketType,patch pockets,2
depicts,pants,hasPocketType,patch pockets,2
hasPocketType,patch pockets,hasLength,ankle-length,2
hasPocketType,patch pockets,hasWaistline,high-waisted,2
hasPocketType,patch pockets,hasSilhouette,straight,2
hasPocketType,patch pockets,belongsToCategory,lowerbody,2
hasPocketType,patch pockets,depicts,pants,2
hasOpeningType,button fly,hasPattern,solid color,2
hasOpeningType,button fly,hasMaterialType,cotton,2
hasPattern,solid color,hasOpeningType,button fly,2
hasMaterialType,cotton,hasOpeningType,button fly,2
hasLength,ankle-length,hasOpeningType,button fly,2
hasWaistline,high-waisted,hasOpeningType,button fly,2
hasSilhouette,straight,hasOpeningType,button fly,2
belongsToCategory,lowerbody,hasOpeningType,button fly,2
depicts,pants,hasOpeningType,button fly,2
hasOpeningType,button fly,hasLength,ankle-length,2
hasOpeningType,button fly,hasWaistline,high-waisted,2
hasOpeningType,button fly,hasSilhouette,straight,2
hasOpeningType,button fly,belongsToCategory,lowerbody,2
hasOpeningType,button fly,depicts,pants,2
hasSleeveType,long-sleeve,hasPattern,striped,2
hasPattern,striped,hasSleeveType,long-sleeve,2
hasMaterialType,cotton,hasFabricTreatment,softened,1
hasOpeningType,zipper,hasFabricTreatment,softened,1
hasPocketType,side pockets,hasFabricTreatment,softened,1
hasSleeveType,long,hasFabricTreatment,softened,1
hasNeckline,straight,hasFabricTreatment,softened,1
hasLength,ankle-length,hasFabricTreatment,softened,1
hasWaistline,high-waisted,hasFabricTreatment,softened,1
hasSilhouette,straight,hasFabricTreatment,softened,1
belongsToCategory,lowerbody,hasFabricTreatment,softened,1
depicts,pants,hasFabricTreatment,softened,1
hasFabricTreatment,softened,hasMaterialType,cotton,1
hasNeckline,straight,hasMaterialType,cotton,1
hasFabricTreatment,softened,hasOpeningType,zipper,1
hasNeckline,straight,hasOpeningType,zipper,1
hasFabricTreatment,softened,hasPocketType,side pockets,1
hasNeckline,straight,hasPocketType,side pockets,1
hasFabricTreatment,softened,hasSleeveType,long,1
hasNeckline,straight,hasSleeveType,long,1
hasFabricTreatment,softened,hasNeckline,straight,1
hasMaterialType,cotton,hasNeckline,straight,1
hasOpeningType,zipper,hasNeckline,straight,1
hasPocketType,side pockets,hasNeckline,straight,1
hasSleeveType,long,hasNeckline,straight,1
hasLength,ankle-length,hasNeckline,straight,1
hasWaistline,high-waisted,hasNeckline,straight,1
belongsToCategory,lowerbody,hasNeckline,straight,1
depicts,pants,hasNeckline,straight,1
hasFabricTreatment,softened,hasLength,ankle-length,1
hasNeckline,straight,hasLength,ankle-length,1
hasFabricTreatment,softened,hasWaistline,high-waisted,1
hasNeckline,straight,hasWaistline,high-waisted,1
hasFabricTreatment,softened,hasSilhouette,straight,1
hasFabricTreatment,softened,belongsToCategory,lowerbody,1
hasNeckline,straight,belongsToCategory,lowerbody,1
hasFabricTreatment,softened,depicts,pants,1
hasNeckline,straight,depicts,pants,1
hasMaterialType,cotton,hasFabricTreatment,no treatment,1
hasOpeningType,zipper closure,hasFabricTreatment,no treatment,1
hasPocketType,side pockets,hasFabricTreatment,no treatment,1
hasSleeveType,long-sleeve,hasFabricTreatment,no treatment,1
hasNeckline,round neckline,hasFabricTreatment,no treatment,1
hasLength,ankle-length,hasFabricTreatment,no treatment,1
hasWaistline,high-waisted,hasFabricTreatment,no treatment,1
hasSilhouette,straight,hasFabricTreatment,no treatment,1
belongsToCategory,lowerbody,hasFabricTreatment,no treatment,1
depicts,pants,hasFabricTreatment,no treatment,1
hasFabricTreatment,no treatment,hasMaterialType,cotton,1
hasFabricTreatment,no treatment,hasOpeningType,zipper closure,1
hasNeckline,round neckline,hasOpeningType,zipper closure,1
hasFabricTreatment,no treatment,hasPocketType,side pockets,1
hasFabricTreatment,no treatment,hasSleeveType,long-sleeve,1
hasFabricTreatment,no treatment,hasNeckline,round neckline,1
hasOpeningType,zipper closure,hasNeckline,round neckline,1
hasFabricTreatment,no treatment,hasLength,ankle-length,1
hasFabricTreatment,no treatment,hasWaistline,high-waisted,1
hasFabricTreatment,no treatment,hasSilhouette,straight,1
hasFabricTreatment,no treatment,belongsToCategory,lowerbody,1
hasFabricTreatment,no treatment,depicts,pants,1
hasNeckline,round,hasPattern,striped,1
hasNeckline,round,hasSleeveType,sleeveless,1
hasPattern,striped,hasNeckline,round,1
hasSleeveType,sleeveless,hasNeckline,round,1
hasOpeningType,front opening,hasAnimalPattern,elephant,1
hasPocketType,slant pockets,hasAnimalPattern,elephant,1
hasOpeningType,front opening,hasPattern,floral,1
hasPocketType,slant pockets,hasPattern,floral,1
hasOpeningType,front opening,hasFabricTreatment,plain weave,1
hasPocketType,slant pockets,hasFabricTreatment,plain weave,1
hasOpeningType,front opening,hasMaterialType,cotton,1
hasPocketType,slant pockets,hasMaterialType,cotton,1
hasAnimalPattern,elephant,hasOpeningType,front opening,1
hasPattern,floral,hasOpeningType,front opening,1
hasFabricTreatment,plain weave,hasOpeningType,front opening,1
hasMaterialType,cotton,hasOpeningType,front opening,1
hasPocketType,slant pockets,hasOpeningType,front opening,1
hasSleeveType,long-sleeve,hasOpeningType,front opening,1
hasLength,ankle-length,hasOpeningType,front opening,1
hasWaistline,high-waisted,hasOpeningType,front opening,1
hasSilhouette,straight,hasOpeningType,front opening,1
belongsToCategory,lowerbody,hasOpeningType,front opening,1
depicts,pants,hasOpeningType,front opening,1
hasAnimalPattern,elephant,hasPocketType,slant pockets,1
hasPattern,floral,hasPocketType,slant pockets,1
hasFabricTreatment,plain weave,hasPocketType,slant pockets,1
hasMaterialType,cotton,hasPocketType,slant pockets,1
hasOpeningType,front opening,hasPocketType,slant pockets,1
hasOpeningType,front opening,hasSleeveType,long-sleeve,1
hasOpeningType,front opening,hasLength,ankle-length,1
hasOpeningType,front opening,hasWaistline,high-waisted,1
hasOpeningType,front opening,hasSilhouette,straight,1
hasOpeningType,front opening,belongsToCategory,lowerbody,1
hasOpeningType,front opening,depicts,pants,1
hasOpeningType,open front,hasAnimalPattern,elephant,1
hasPocketType,side pockets,hasAnimalPattern,elephant,1
hasOpeningType,open front,hasPattern,floral,1
hasPocketType,side pockets,hasPattern,floral,1
hasOpeningType,open front,hasFabricTreatment,plain weave,1
hasOpeningType,open front,hasMaterialType,cotton,1
hasAnimalPattern,elephant,hasOpeningType,open front,1
hasPattern,floral,hasOpeningType,open front,1
hasFabricTreatment,plain weave,hasOpeningType,open front,1
hasMaterialType,cotton,hasOpeningType,open front,1
hasPocketType,side pockets,hasOpeningType,open front,1
hasSleeveType,long-sleeve,hasOpeningType,open front,1
hasLength,ankle-length,hasOpeningType,open front,1
hasWaistline,high-waisted,hasOpeningType,open front,1
hasSilhouette,straight,hasOpeningType,open front,1
belongsToCategory,lowerbody,hasOpeningType,open front,1
depicts,pants,hasOpeningType,open front,1
hasAnimalPattern,elephant,hasPocketType,side pockets,1
hasPattern,floral,hasPocketType,side pockets,1
hasOpeningType,open front,hasPocketType,side pockets,1
hasOpeningType,open front,hasSleeveType,long-sleeve,1
hasOpeningType,open front,hasLength,ankle-length,1
hasOpeningType,open front,hasWaistline,high-waisted,1
hasOpeningType,open front,hasSilhouette,straight,1
hasOpeningType,open front,belongsToCategory,lowerbody,1
hasOpeningType,open front,depicts,pants,1
hasFabricTreatment,stretchy material,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,stretchy material,1
hasMaterialType,cotton,hasFabricTreatment,stretchy material,1
hasOpeningType,zipper,hasFabricTreatment,stretchy material,1
hasPocketType,side pockets,hasFabricTreatment,stretchy material,1
hasSleeveType,short-sleeve,hasFabricTreatment,stretchy material,1
hasLength,ankle-length,hasFabricTreatment,stretchy material,1
hasWaistline,high-waisted,hasFabricTreatment,stretchy material,1
hasSilhouette,straight,hasFabricTreatment,stretchy material,1
belongsToCategory,lowerbody,hasFabricTreatment,stretchy material,1
depicts,pants,hasFabricTreatment,stretchy material,1
hasFabricTreatment,stretchy material,hasMaterialType,cotton,1
hasFabricTreatment,stretchy material,hasOpeningType,zipper,1
hasFabricTreatment,stretchy material,hasPocketType,side pockets,1
hasFabricTreatment,stretchy material,hasSleeveType,short-sleeve,1
hasFabricTreatment,stretchy material,hasLength,ankle-length,1
hasFabricTreatment,stretchy material,hasWaistline,high-waisted,1
hasFabricTreatment,stretchy material,hasSilhouette,straight,1
hasFabricTreatment,stretchy material,belongsToCategory,lowerbody,1
hasFabricTreatment,stretchy material,depicts,pants,1
hasMaterialType,cotton,hasFabricTreatment,soft finish,1
hasOpeningType,zipper,hasFabricTreatment,soft finish,1
hasPocketType,side pockets,hasFabricTreatment,soft finish,1
hasSleeveType,long,hasFabricTreatment,soft finish,1
hasNeckline,round,hasFabricTreatment,soft finish,1
hasLength,ankle-length,hasFabricTreatment,soft finish,1
hasWaistline,high-waisted,hasFabricTreatment,soft finish,1
hasSilhouette,straight,hasFabricTreatment,soft finish,1
belongsToCategory,lowerbody,hasFabricTreatment,soft finish,1
depicts,pants,hasFabricTreatment,soft finish,1
hasFabricTreatment,soft finish,hasMaterialType,cotton,1
hasFabricTreatment,soft finish,hasOpeningType,zipper,1
hasFabricTreatment,soft finish,hasPocketType,side pockets,1
hasFabricTreatment,soft finish,hasSleeveType,long,1
hasNeckline,round,hasSleeveType,long,1
hasFabricTreatment,soft finish,hasNeckline,round,1
hasSleeveType,long,hasNeckline,round,1
hasFabricTreatment,soft finish,hasLength,ankle-length,1
hasFabricTreatment,soft finish,hasWaistline,high-waisted,1
hasFabricTreatment,soft finish,hasSilhouette,straight,1
hasFabricTreatment,soft finish,belongsToCategory,lowerbody,1
hasFabricTreatment,soft finish,depicts,pants,1
hasOpeningType,fly,hasPattern,solid color,1
hasOpeningType,fly,hasFabricTreatment,plain weave,1
hasSleeveType,long,hasFabricTreatment,plain weave,1
hasOpeningType,fly,hasMaterialType,cotton,1
hasPattern,solid color,hasOpeningType,fly,1
hasFabricTreatment,plain weave,hasOpeningType,fly,1
hasMaterialType,cotton,hasOpeningType,fly,1
hasPocketType,side pockets,hasOpeningType,fly,1
hasSleeveType,long,hasOpeningType,fly,1
