relation1,attribute1,relation2,attribute2,frequency
hasLength,short,hasSilhouette,crew neck,18
hasLength,short,hasCollarType,crew-neck,15
hasCollarType,crew-neck,hasLength,short,15
hasOpeningType,round neck,hasMaterialType,cotton,8
hasMaterialType,cotton,hasOpeningType,round neck,8
hasSleeveType,short-sleeve,hasOpeningType,round neck,8
hasNeckline,crew neck,hasOpeningType,round neck,8
belongsToCategory,upperbody,hasOpeningType,round neck,8
hasOpeningType,round neck,hasSleeveType,short-sleeve,8
hasOpeningType,round neck,hasNeckline,crew neck,8
hasOpeningType,round neck,belongsToCategory,upperbody,8
depicts,t-shirt,hasOpeningType,round neck,7
hasOpeningType,round neck,depicts,t-shirt,7
hasCollarType,crew-neck,hasOpeningType,round neck,6
hasSilhouette,crew neck,hasOpeningType,round neck,6
hasOpeningType,round neck,hasCollarType,crew-neck,6
hasOpeningType,round neck,hasSilhouette,crew neck,6
hasOpeningType,crew neck,hasMaterialType,cotton,6
hasMaterialType,cotton,hasOpeningType,crew neck,6
hasSleeveType,short-sleeve,hasOpeningType,crew neck,6
hasCollarType,crew-neck,hasOpeningType,crew neck,6
belongsToCategory,upperbody,hasOpeningType,crew neck,6
depicts,t-shirt,hasOpeningType,crew neck,6
hasOpeningType,crew neck,hasSleeveType,short-sleeve,6
hasOpeningType,crew neck,hasCollarType,crew-neck,6
hasOpeningType,crew neck,belongsToCategory,upperbody,6
hasOpeningType,crew neck,depicts,t-shirt,6
hasSleeveType,short-sleeve,hasOpeningType,round neckline,6
hasNeckline,crew neck,hasOpeningType,round neckline,6
hasCollarType,crew-neck,hasOpeningType,round neckline,6
hasMaterialType,cotton,hasOpeningType,round neckline,6
belongsToCategory,upperbody,hasOpeningType,round neckline,6
depicts,t-shirt,hasOpeningType,round neckline,6
hasOpeningType,round neckline,hasSleeveType,short-sleeve,6
hasOpeningType,round neckline,hasNeckline,crew neck,6
hasOpeningType,round neckline,hasCollarType,crew-neck,6
hasOpeningType,round neckline,hasMaterialType,cotton,6
hasOpeningType,round neckline,belongsToCategory,upperbody,6
hasOpeningType,round neckline,depicts,t-shirt,6
hasMaterialType,cotton,hasFabricTreatment,plain weave,6
hasSleeveType,short-sleeve,hasFabricTreatment,plain weave,6
belongsToCategory,upperbody,hasFabricTreatment,plain weave,6
depicts,t-shirt,hasFabricTreatment,plain weave,6
hasFabricTreatment,plain weave,hasMaterialType,cotton,6
hasFabricTreatment,plain weave,hasSleeveType,short-sleeve,6
hasFabricTreatment,plain weave,belongsToCategory,upperbody,6
hasFabricTreatment,plain weave,depicts,t-shirt,6
hasMaterialType,cotton,hasPattern,graphic print,5
hasSleeveType,short-sleeve,hasPattern,graphic print,5
hasSilhouette,crew neck,hasPattern,graphic print,5
belongsToCategory,upperbody,hasPattern,graphic print,5
depicts,t-shirt,hasPattern,graphic print,5
hasPattern,graphic print,hasMaterialType,cotton,5
hasPattern,graphic print,hasSleeveType,short-sleeve,5
hasPattern,graphic print,hasSilhouette,crew neck,5
hasPattern,graphic print,belongsToCategory,upperbody,5
hasPattern,graphic print,depicts,t-shirt,5
hasLength,short-sleeve,hasMaterialType,cotton,5
hasMaterialType,cotton,hasLength,short-sleeve,5
belongsToCategory,upperbody,hasLength,short-sleeve,5
depicts,t-shirt,hasLength,short-sleeve,5
hasLength,short-sleeve,belongsToCategory,upperbody,5
hasLength,short-sleeve,depicts,t-shirt,5
hasWaistline,straight,hasMaterialType,cotton,5
hasWaistline,straight,hasSleeveType,short-sleeve,5
hasWaistline,straight,hasLength,short,5
hasMaterialType,cotton,hasWaistline,straight,5
hasSleeveType,short-sleeve,hasWaistline,straight,5
hasLength,short,hasWaistline,straight,5
hasSilhouette,crew neck,hasWaistline,straight,5
belongsToCategory,upperbody,hasWaistline,straight,5
depicts,t-shirt,hasWaistline,straight,5
hasWaistline,straight,hasSilhouette,crew neck,5
hasWaistline,straight,belongsToCategory,upperbody,5
hasWaistline,straight,depicts,t-shirt,5
hasSilhouette,crew neck,hasOpeningType,round neckline,5
hasOpeningType,round neckline,hasSilhouette,crew neck,5
hasMaterialType,cotton,hasPattern,solid color,5
hasSleeveType,short-sleeve,hasPattern,solid color,5
belongsToCategory,upperbody,hasPattern,solid color,5
depicts,t-shirt,hasPattern,solid color,5
hasPattern,solid color,hasMaterialType,cotton,5
hasWaistline,fitted,hasMaterialType,cotton,5
hasPattern,solid color,hasSleeveType,short-sleeve,5
hasWaistline,fitted,hasSleeveType,short-sleeve,5
hasWaistline,fitted,hasNeckline,crew neck,5
hasMaterialType,cotton,hasWaistline,fitted,5
hasSleeveType,short-sleeve,hasWaistline,fitted,5
hasNeckline,crew neck,hasWaistline,fitted,5
belongsToCategory,upperbody,hasWaistline,fitted,5
depicts,t-shirt,hasWaistline,fitted,5
hasPattern,solid color,belongsToCategory,upperbody,5
hasWaistline,fitted,belongsToCategory,upperbody,5
hasPattern,solid color,depicts,t-shirt,5
hasWaistline,fitted,depicts,t-shirt,5
hasSilhouette,crew neck,hasFabricTreatment,plain weave,5
hasFabricTreatment,plain weave,hasSilhouette,crew neck,5
hasNeckline,crew neck,hasPattern,graphic print,4
hasPattern,graphic print,hasNeckline,crew neck,4
hasCollarType,round,hasMaterialType,cotton,4
hasCollarType,round,hasSleeveType,short-sleeve,4
hasCollarType,round,hasNeckline,crew neck,4
hasWaistline,straight,hasNeckline,crew neck,4
hasMaterialType,cotton,hasCollarType,round,4
hasSleeveType,short-sleeve,hasCollarType,round,4
hasNeckline,crew neck,hasCollarType,round,4
hasLength,short,hasCollarType,round,4
hasSilhouette,crew neck,hasCollarType,round,4
belongsToCategory,upperbody,hasCollarType,round,4
depicts,t-shirt,hasCollarType,round,4
hasCollarType,round,hasLength,short,4
hasNeckline,crew neck,hasWaistline,straight,4
hasCollarType,round,hasSilhouette,crew neck,4
hasCollarType,round,belongsToCategory,upperbody,4
hasCollarType,round,depicts,t-shirt,4
hasNeckline,round neckline,hasMaterialType,cotton,4
hasNeckline,round neckline,hasSleeveType,short-sleeve,4
hasMaterialType,cotton,hasNeckline,round neckline,4
hasSleeveType,short-sleeve,hasNeckline,round neckline,4
hasCollarType,crew-neck,hasNeckline,round neckline,4
hasSilhouette,crew neck,hasNeckline,round neckline,4
belongsToCategory,upperbody,hasNeckline,round neckline,4
depicts,t-shirt,hasNeckline,round neckline,4
hasNeckline,round neckline,hasCollarType,crew-neck,4
hasNeckline,round neckline,hasSilhouette,crew neck,4
hasNeckline,round neckline,belongsToCategory,upperbody,4
hasNeckline,round neckline,depicts,t-shirt,4
hasLength,short,hasOpeningType,round neck,4
hasOpeningType,round neck,hasLength,short,4
hasCollarType,crew-neck,hasPattern,solid color,4
hasSilhouette,crew neck,hasPattern,solid color,4
hasPattern,solid color,hasCollarType,crew-neck,4
hasSilhouette,crew neck,hasWaistline,fitted,4
hasPattern,solid color,hasSilhouette,crew neck,4
hasWaistline,fitted,hasSilhouette,crew neck,4
hasCollarType,round collar,hasMaterialType,cotton,4
hasCollarType,round collar,hasSleeveType,short-sleeve,4
hasCollarType,round collar,hasNeckline,crew neck,4
hasMaterialType,cotton,hasCollarType,round collar,4
hasSleeveType,short-sleeve,hasCollarType,round collar,4
hasNeckline,crew neck,hasCollarType,round collar,4
hasSilhouette,crew neck,hasCollarType,round collar,4
belongsToCategory,upperbody,hasCollarType,round collar,4
depicts,t-shirt,hasCollarType,round collar,4
hasCollarType,round collar,hasSilhouette,crew neck,4
hasCollarType,round collar,belongsToCategory,upperbody,4
hasCollarType,round collar,depicts,t-shirt,4
hasNeckline,crew neck,hasFabricTreatment,plain weave,4
hasCollarType,crew-neck,hasFabricTreatment,plain weave,4
hasFabricTreatment,plain weave,hasNeckline,crew neck,4
hasFabricTreatment,plain weave,hasCollarType,crew-neck,4
hasLength,short sleeve,hasMaterialType,cotton,4
hasLength,short sleeve,hasSleeveType,short-sleeve,4
hasMaterialType,cotton,hasLength,short sleeve,4
hasSleeveType,short-sleeve,hasLength,short sleeve,4
hasSilhouette,crew neck,hasLength,short sleeve,4
belongsToCategory,upperbody,hasLength,short sleeve,4
hasLength,short sleeve,hasSilhouette,crew neck,4
hasLength,short sleeve,belongsToCategory,upperbody,4
hasLength,short,hasOpeningType,crew neck,4
hasOpeningType,crew neck,hasLength,short,4
hasLength,short-sleeve,hasNeckline,crew neck,3
hasNeckline,crew neck,hasLength,short-sleeve,3
hasSilhouette,crew neck,hasLength,short-sleeve,3
hasLength,short-sleeve,hasSilhouette,crew neck,3
hasWaistline,straight,hasCollarType,round,3
hasCollarType,round,hasWaistline,straight,3
hasNeckline,round neckline,hasOpeningType,crew neck,3
hasOpeningType,crew neck,hasNeckline,round neckline,3
hasLength,regular,hasSleeveType,short-sleeve,3
hasLength,regular,hasNeckline,crew neck,3
hasLength,regular,hasCollarType,crew-neck,3
hasSleeveType,short-sleeve,hasLength,regular,3
hasNeckline,crew neck,hasLength,regular,3
hasCollarType,crew-neck,hasLength,regular,3
hasMaterialType,cotton,hasLength,regular,3
hasSilhouette,crew neck,hasLength,regular,3
belongsToCategory,upperbody,hasLength,regular,3
depicts,t-shirt,hasLength,regular,3
hasLength,regular,hasMaterialType,cotton,3
hasLength,regular,hasSilhouette,crew neck,3
hasLength,regular,belongsToCategory,upperbody,3
hasLength,regular,depicts,t-shirt,3
hasNeckline,crew neck,hasPattern,solid color,3
hasLength,short,hasOpeningType,round neckline,3
hasPattern,solid color,hasNeckline,crew neck,3
hasOpeningType,round neckline,hasLength,short,3
depicts,t-shirt,hasLength,short sleeve,3
hasLength,short sleeve,depicts,t-shirt,3
hasLength,short sleeve,hasNeckline,crew neck,3
hasNeckline,crew neck,hasLength,short sleeve,3
hasFabricTreatment,plain weave,hasPattern,solid color,3
hasPattern,solid color,hasFabricTreatment,plain weave,3
hasLength,short-sleeve,hasCollarType,crew-neck,3
hasCollarType,crew-neck,hasLength,short-sleeve,3
hasLength,regular length,hasMaterialType,cotton,2
hasLength,regular length,hasSleeveType,short-sleeve,2
hasLength,regular length,hasNeckline,crew neck,2
hasMaterialType,cotton,hasLength,regular length,2
hasSleeveType,short-sleeve,hasLength,regular length,2
hasNeckline,crew neck,hasLength,regular length,2
hasSilhouette,crew neck,hasLength,regular length,2
belongsToCategory,upperbody,hasLength,regular length,2
depicts,t-shirt,hasLength,regular length,2
hasLength,regular length,hasSilhouette,crew neck,2
hasLength,regular length,belongsToCategory,upperbody,2
hasLength,regular length,depicts,t-shirt,2
hasCollarType,round,hasPattern,graphic print,2
hasLength,short,hasPattern,graphic print,2
hasWaistline,straight,hasPattern,graphic print,2
hasPattern,graphic print,hasCollarType,round,2
hasPattern,graphic print,hasLength,short,2
hasPattern,graphic print,hasWaistline,straight,2
hasMaterialType,cotton,hasPattern,textured,2
hasSleeveType,short-sleeve,hasPattern,textured,2
hasCollarType,crew-neck,hasPattern,textured,2
hasSilhouette,crew neck,hasPattern,textured,2
belongsToCategory,upperbody,hasPattern,textured,2
depicts,t-shirt,hasPattern,textured,2
hasPattern,textured,hasMaterialType,cotton,2
hasLength,short-sleeved,hasMaterialType,cotton,2
hasNickname,blue t-shirt,hasMaterialType,cotton,2
hasNickname,blue t-shirt,hasOpeningType,crew neck,2
hasPattern,textured,hasSleeveType,short-sleeve,2
hasLength,short-sleeved,hasSleeveType,short-sleeve,2
hasNickname,blue t-shirt,hasSleeveType,short-sleeve,2
hasPattern,textured,hasCollarType,crew-neck,2
hasLength,short-sleeved,hasCollarType,crew-neck,2
hasNickname,blue t-shirt,hasCollarType,crew-neck,2
hasMaterialType,cotton,hasLength,short-sleeved,2
hasSleeveType,short-sleeve,hasLength,short-sleeved,2
hasCollarType,crew-neck,hasLength,short-sleeved,2
hasSilhouette,crew neck,hasLength,short-sleeved,2
belongsToCategory,upperbody,hasLength,short-sleeved,2
depicts,t-shirt,hasLength,short-sleeved,2
hasPattern,textured,hasSilhouette,crew neck,2
hasLength,short-sleeved,hasSilhouette,crew neck,2
hasNickname,blue t-shirt,hasSilhouette,crew neck,2
hasMaterialType,cotton,hasNickname,blue t-shirt,2
hasOpeningType,crew neck,hasNickname,blue t-shirt,2
hasSleeveType,short-sleeve,hasNickname,blue t-shirt,2
hasCollarType,crew-neck,hasNickname,blue t-shirt,2
hasSilhouette,crew neck,hasNickname,blue t-shirt,2
belongsToCategory,upperbody,hasNickname,blue t-shirt,2
depicts,t-shirt,hasNickname,blue t-shirt,2
hasPattern,textured,belongsToCategory,upperbody,2
hasLength,short-sleeved,belongsToCategory,upperbody,2
hasNickname,blue t-shirt,belongsToCategory,upperbody,2
hasPattern,textured,depicts,t-shirt,2
hasLength,short-sleeved,depicts,t-shirt,2
hasNickname,blue t-shirt,depicts,t-shirt,2
hasLength,regular,hasOpeningType,round neckline,2
hasOpeningType,round neckline,hasLength,regular,2
hasOpeningType,round neckline,hasPattern,solid color,2
hasLength,short,hasPattern,solid color,2
hasWaistline,fitted,hasPattern,solid color,2
hasPattern,solid color,hasOpeningType,round neckline,2
hasWaistline,fitted,hasOpeningType,round neckline,2
hasWaistline,fitted,hasCollarType,crew-neck,2
hasPattern,solid color,hasLength,short,2
hasWaistline,fitted,hasLength,short,2
hasPattern,solid color,hasWaistline,fitted,2
hasOpeningType,round neckline,hasWaistline,fitted,2
hasCollarType,crew-neck,hasWaistline,fitted,2
hasLength,short,hasWaistline,fitted,2
hasMaterialType,cotton,hasLeatherType,no leather,2
hasSleeveType,short-sleeve,hasLeatherType,no leather,2
hasNeckline,crew neck,hasLeatherType,no leather,2
hasSilhouette,crew neck,hasLeatherType,no leather,2
belongsToCategory,upperbody,hasLeatherType,no leather,2
depicts,t-shirt,hasLeatherType,no leather,2
hasLeatherType,no leather,hasMaterialType,cotton,2
hasLeatherType,no leather,hasSleeveType,short-sleeve,2
hasLeatherType,no leather,hasNeckline,crew neck,2
hasLeatherType,no leather,hasSilhouette,crew neck,2
hasLeatherType,no leather,belongsToCategory,upperbody,2
hasLeatherType,no leather,depicts,t-shirt,2
hasNickname,graphic tee,hasPattern,graphic print,2
hasCollarType,round collar,hasFabricTreatment,plain weave,2
hasLength,short-sleeve,hasFabricTreatment,plain weave,2
hasNickname,graphic tee,hasMaterialType,cotton,2
hasNickname,graphic tee,hasSleeveType,short-sleeve,2
hasNickname,graphic tee,hasNeckline,crew neck,2
hasFabricTreatment,plain weave,hasCollarType,round collar,2
hasFabricTreatment,plain weave,hasLength,short-sleeve,2
hasNickname,graphic tee,hasSilhouette,crew neck,2
hasPattern,graphic print,hasNickname,graphic tee,2
hasMaterialType,cotton,hasNickname,graphic tee,2
hasSleeveType,short-sleeve,hasNickname,graphic tee,2
hasNeckline,crew neck,hasNickname,graphic tee,2
hasSilhouette,crew neck,hasNickname,graphic tee,2
belongsToCategory,upperbody,hasNickname,graphic tee,2
depicts,t-shirt,hasNickname,graphic tee,2
hasNickname,graphic tee,belongsToCategory,upperbody,2
hasNickname,graphic tee,depicts,t-shirt,2
hasWaistline,natural-waist,hasMaterialType,cotton,2
hasWaistline,natural-waist,hasSleeveType,short-sleeve,2
hasLength,short sleeve,hasCollarType,crew-neck,2
hasCollarType,crew-neck,hasLength,short sleeve,2
hasMaterialType,cotton,hasWaistline,natural-waist,2
hasSleeveType,short-sleeve,hasWaistline,natural-waist,2
hasSilhouette,crew neck,hasWaistline,natural-waist,2
belongsToCategory,upperbody,hasWaistline,natural-waist,2
depicts,t-shirt,hasWaistline,natural-waist,2
hasWaistline,natural-waist,hasSilhouette,crew neck,2
hasWaistline,natural-waist,belongsToCategory,upperbody,2
hasWaistline,natural-waist,depicts,t-shirt,2
hasSilhouette,regular fit,hasMaterialType,cotton,2
hasSilhouette,regular fit,hasSleeveType,short-sleeve,2
hasSilhouette,regular fit,hasNeckline,crew neck,2
hasSilhouette,regular fit,hasCollarType,crew-neck,2
hasSilhouette,regular fit,hasLength,short,2
hasMaterialType,cotton,hasSilhouette,regular fit,2
hasSleeveType,short-sleeve,hasSilhouette,regular fit,2
hasNeckline,crew neck,hasSilhouette,regular fit,2
hasCollarType,crew-neck,hasSilhouette,regular fit,2
hasLength,short,hasSilhouette,regular fit,2
belongsToCategory,upperbody,hasSilhouette,regular fit,2
depicts,t-shirt,hasSilhouette,regular fit,2
hasSilhouette,regular fit,belongsToCategory,upperbody,2
hasSilhouette,regular fit,depicts,t-shirt,2
hasLength,short sleeve,hasOpeningType,round neck,2
hasOpeningType,round neck,hasLength,short sleeve,2
hasWaistline,fitted,hasLength,short sleeve,2
hasLength,short sleeve,hasWaistline,fitted,2
hasOpeningType,crew neck opening,hasMaterialType,cotton,2
hasMaterialType,cotton,hasOpeningType,crew neck opening,2
hasSleeveType,short-sleeve,hasOpeningType,crew neck opening,2
hasSilhouette,crew neck,hasOpeningType,crew neck opening,2
belongsToCategory,upperbody,hasOpeningType,crew neck opening,2
depicts,t-shirt,hasOpeningType,crew neck opening,2
hasOpeningType,crew neck opening,hasSleeveType,short-sleeve,2
hasOpeningType,crew neck opening,hasSilhouette,crew neck,2
hasOpeningType,crew neck opening,belongsToCategory,upperbody,2
hasOpeningType,crew neck opening,depicts,t-shirt,2
hasOpeningType,crew neck,hasFabricTreatment,plain weave,2
hasLength,short,hasFabricTreatment,plain weave,2
hasFabricTreatment,plain weave,hasOpeningType,crew neck,2
hasFabricTreatment,plain weave,hasLength,short,2
hasLength,short-sleeve,hasPattern,solid color,2
hasPattern,solid color,hasLength,short-sleeve,2
hasMaterialType,cotton,hasPattern,striped,2
hasSleeveType,short-sleeve,hasPattern,striped,2
hasNeckline,crew neck,hasPattern,striped,2
hasSilhouette,crew neck,hasPattern,striped,2
belongsToCategory,upperbody,hasPattern,striped,2
depicts,t-shirt,hasPattern,striped,2
hasPattern,striped,hasMaterialType,cotton,2
hasPattern,striped,hasSleeveType,short-sleeve,2
hasPattern,striped,hasNeckline,crew neck,2
hasPattern,striped,hasSilhouette,crew neck,2
hasPattern,striped,belongsToCategory,upperbody,2
hasPattern,striped,depicts,t-shirt,2
hasLength,short,hasNeckline,round neckline,2
hasNeckline,round neckline,hasLength,short,2
hasLength,regular length,hasPattern,graphic print,1
hasPattern,graphic print,hasLength,regular length,1
hasLapelType,lapel-less,hasMaterialType,cotton,1
hasLapelType,lapel-less,hasSleeveType,short-sleeve,1
hasLapelType,lapel-less,hasNeckline,crew neck,1
hasMaterialType,cotton,hasLapelType,lapel-less,1
hasSleeveType,short-sleeve,hasLapelType,lapel-less,1
hasNeckline,crew neck,hasLapelType,lapel-less,1
hasLength,short-sleeve,hasLapelType,lapel-less,1
hasSilhouette,crew neck,hasLapelType,lapel-less,1
belongsToCategory,upperbody,hasLapelType,lapel-less,1
depicts,t-shirt,hasLapelType,lapel-less,1
hasLapelType,lapel-less,hasLength,short-sleeve,1
hasLapelType,lapel-less,hasSilhouette,crew neck,1
hasLapelType,lapel-less,belongsToCategory,upperbody,1
hasLapelType,lapel-less,depicts,t-shirt,1
hasLength,short-length,hasMaterialType,cotton,1
hasLength,short-length,hasSleeveType,short-sleeve,1
hasLength,short-length,hasNeckline,crew neck,1
hasLength,short-length,hasCollarType,crew-neck,1
hasMaterialType,cotton,hasLength,short-length,1
hasSleeveType,short-sleeve,hasLength,short-length,1
hasNeckline,crew neck,hasLength,short-length,1
hasCollarType,crew-neck,hasLength,short-length,1
hasSilhouette,crew neck,hasLength,short-length,1
belongsToCategory,upperbody,hasLength,short-length,1
depicts,t-shirt,hasLength,short-length,1
hasLength,short-length,hasSilhouette,crew neck,1
hasLength,short-length,belongsToCategory,upperbody,1
hasLength,short-length,depicts,t-shirt,1
hasOpeningType,crew neck,hasPattern,textured,1
hasNeckline,round neckline,hasPattern,textured,1
hasLength,short-sleeved,hasPattern,textured,1
hasNickname,blue t-shirt,hasPattern,textured,1
hasPattern,textured,hasOpeningType,crew neck,1
hasLength,short-sleeved,hasOpeningType,crew neck,1
hasPattern,textured,hasNeckline,round neckline,1
hasLength,short-sleeved,hasNeckline,round neckline,1
hasNickname,blue t-shirt,hasNeckline,round neckline,1
hasPattern,textured,hasLength,short-sleeved,1
hasOpeningType,crew neck,hasLength,short-sleeved,1
hasNeckline,round neckline,hasLength,short-sleeved,1
hasNickname,blue t-shirt,hasLength,short-sleeved,1
hasPattern,textured,hasNickname,blue t-shirt,1
hasNeckline,round neckline,hasNickname,blue t-shirt,1
hasLength,short-sleeved,hasNickname,blue t-shirt,1
hasNickname,tan shirt,hasMaterialType,cotton,1
hasLength,short-sleeved,hasOpeningType,round neck,1
hasNickname,tan shirt,hasOpeningType,round neck,1
hasNickname,tan shirt,hasSleeveType,short-sleeve,1
hasLength,short-sleeved,hasNeckline,crew neck,1
hasNickname,tan shirt,hasNeckline,crew neck,1
hasNickname,tan shirt,hasCollarType,crew-neck,1
hasOpeningType,round neck,hasLength,short-sleeved,1
hasNeckline,crew neck,hasLength,short-sleeved,1
hasNickname,tan shirt,hasLength,short-sleeved,1
hasNickname,tan shirt,hasSilhouette,crew neck,1
hasMaterialType,cotton,hasNickname,tan shirt,1
hasOpeningType,round neck,hasNickname,tan shirt,1
hasSleeveType,short-sleeve,hasNickname,tan shirt,1
hasNeckline,crew neck,hasNickname,tan shirt,1
hasCollarType,crew-neck,hasNickname,tan shirt,1
hasLength,short-sleeved,hasNickname,tan shirt,1
hasSilhouette,crew neck,hasNickname,tan shirt,1
belongsToCategory,upperbody,hasNickname,tan shirt,1
depicts,t-shirt,hasNickname,tan shirt,1
hasNickname,tan shirt,belongsToCategory,upperbody,1
hasNickname,tan shirt,depicts,t-shirt,1
hasOpeningType,round neckline,hasPattern,textured,1
hasNeckline,crew neck,hasPattern,textured,1
hasLength,regular,hasPattern,textured,1
hasPattern,textured,hasOpeningType,round neckline,1
hasPattern,textured,hasNeckline,crew neck,1
hasPattern,textured,hasLength,regular,1
hasFabricTreatment,dyed,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,dyed,1
hasMaterialType,cotton,hasFabricTreatment,dyed,1
hasOpeningType,round neckline,hasFabricTreatment,dyed,1
hasSleeveType,short-sleeve,hasFabricTreatment,dyed,1
hasNeckline,crew neck,hasFabricTreatment,dyed,1
hasCollarType,crew-neck,hasFabricTreatment,dyed,1
hasLength,short,hasFabricTreatment,dyed,1
hasWaistline,fitted,hasFabricTreatment,dyed,1
hasSilhouette,crew neck,hasFabricTreatment,dyed,1
belongsToCategory,upperbody,hasFabricTreatment,dyed,1
depicts,t-shirt,hasFabricTreatment,dyed,1
hasFabricTreatment,dyed,hasMaterialType,cotton,1
hasFabricTreatment,dyed,hasOpeningType,round neckline,1
hasFabricTreatment,dyed,hasSleeveType,short-sleeve,1
hasFabricTreatment,dyed,hasNeckline,crew neck,1
hasFabricTreatment,dyed,hasCollarType,crew-neck,1
hasFabricTreatment,dyed,hasLength,short,1
hasFabricTreatment,dyed,hasWaistline,fitted,1
hasFabricTreatment,dyed,hasSilhouette,crew neck,1
hasFabricTreatment,dyed,belongsToCategory,upperbody,1
hasFabricTreatment,dyed,depicts,t-shirt,1
hasLeatherType,no leather,hasPattern,text pattern,1
hasMaterialType,cotton,hasPattern,text pattern,1
hasOpeningType,round neck opening,hasPattern,text pattern,1
hasSleeveType,short-sleeve,hasPattern,text pattern,1
hasNeckline,crew neck,hasPattern,text pattern,1
hasCollarType,round collar,hasPattern,text pattern,1
hasLength,above the knee,hasPattern,text pattern,1
hasSilhouette,crew neck,hasPattern,text pattern,1
hasNickname,man utd shirt,hasPattern,text pattern,1
belongsToCategory,upperbody,hasPattern,text pattern,1
depicts,t-shirt,hasPattern,text pattern,1
hasPattern,text pattern,hasLeatherType,no leather,1
hasOpeningType,round neck opening,hasLeatherType,no leather,1
hasCollarType,round collar,hasLeatherType,no leather,1
hasLength,above the knee,hasLeatherType,no leather,1
hasNickname,man utd shirt,hasLeatherType,no leather,1
hasPattern,text pattern,hasMaterialType,cotton,1
hasOpeningType,round neck opening,hasMaterialType,cotton,1
hasLength,above the knee,hasMaterialType,cotton,1
hasNickname,man utd shirt,hasMaterialType,cotton,1
hasPattern,text pattern,hasOpeningType,round neck opening,1
hasLeatherType,no leather,hasOpeningType,round neck opening,1
hasMaterialType,cotton,hasOpeningType,round neck opening,1
hasSleeveType,short-sleeve,hasOpeningType,round neck opening,1
hasNeckline,crew neck,hasOpeningType,round neck opening,1
hasCollarType,round collar,hasOpeningType,round neck opening,1
hasLength,above the knee,hasOpeningType,round neck opening,1
hasSilhouette,crew neck,hasOpeningType,round neck opening,1
hasNickname,man utd shirt,hasOpeningType,round neck opening,1
belongsToCategory,upperbody,hasOpeningType,round neck opening,1
depicts,t-shirt,hasOpeningType,round neck opening,1
hasPattern,text pattern,hasSleeveType,short-sleeve,1
hasOpeningType,round neck opening,hasSleeveType,short-sleeve,1
hasLength,above the knee,hasSleeveType,short-sleeve,1
hasNickname,man utd shirt,hasSleeveType,short-sleeve,1
hasPattern,text pattern,hasNeckline,crew neck,1
hasOpeningType,round neck opening,hasNeckline,crew neck,1
hasLength,above the knee,hasNeckline,crew neck,1
hasNickname,man utd shirt,hasNeckline,crew neck,1
hasPattern,text pattern,hasCollarType,round collar,1
