relation1,attribute1,relation2,attribute2,frequency
hasCollarType,crew-neck,hasLength,short,11
hasCollarType,round collar,hasMaterialType,cotton,9
hasCollarType,round collar,hasSleeveType,short-sleeve,9
hasCollarType,round collar,hasNeckline,crew neck,9
hasMaterialType,cotton,hasCollarType,round collar,9
hasSleeveType,short-sleeve,hasCollarType,round collar,9
hasNeckline,crew neck,hasCollarType,round collar,9
hasSilhouette,crew neck,hasCollarType,round collar,9
belongsToCategory,upperbody,hasCollarType,round collar,9
depicts,t-shirt,hasCollarType,round collar,9
hasCollarType,round collar,hasSilhouette,crew neck,9
hasCollarType,round collar,belongsToCategory,upperbody,9
hasCollarType,round collar,depicts,t-shirt,9
hasOpeningType,round neckline,hasMaterialType,cotton,9
hasMaterialType,cotton,hasOpeningType,round neckline,9
hasSleeveType,short-sleeve,hasOpeningType,round neckline,9
hasNeckline,crew neck,hasOpeningType,round neckline,9
hasSilhouette,crew neck,hasOpeningType,round neckline,9
belongsToCategory,upperbody,hasOpeningType,round neckline,9
depicts,t-shirt,hasOpeningType,round neckline,9
hasOpeningType,round neckline,hasSleeveType,short-sleeve,9
hasOpeningType,round neckline,hasNeckline,crew neck,9
hasOpeningType,round neckline,hasSilhouette,crew neck,9
hasOpeningType,round neckline,belongsToCategory,upperbody,9
hasOpeningType,round neckline,depicts,t-shirt,9
hasMaterialType,cotton,hasFabricTreatment,plain weave,8
hasSleeveType,short-sleeve,hasFabricTreatment,plain weave,8
belongsToCategory,upperbody,hasFabricTreatment,plain weave,8
depicts,t-shirt,hasFabricTreatment,plain weave,8
hasFabricTreatment,plain weave,hasMaterialType,cotton,8
hasFabricTreatment,plain weave,hasSleeveType,short-sleeve,8
hasFabricTreatment,plain weave,belongsToCategory,upperbody,8
hasFabricTreatment,plain weave,depicts,t-shirt,8
hasLength,short,hasOpeningType,round neckline,8
hasOpeningType,round neckline,hasLength,short,8
hasCollarType,crew-neck,hasNeckline,crew neck,8
hasNeckline,crew neck,hasCollarType,crew-neck,8
hasSilhouette,crew neck,hasFabricTreatment,plain weave,7
hasFabricTreatment,plain weave,hasSilhouette,crew neck,7
hasNeckline,round neckline,hasMaterialType,cotton,7
hasNeckline,round neckline,hasSleeveType,short-sleeve,7
hasMaterialType,cotton,hasNeckline,round neckline,7
hasSleeveType,short-sleeve,hasNeckline,round neckline,7
hasLength,short,hasNeckline,round neckline,7
hasSilhouette,crew neck,hasNeckline,round neckline,7
belongsToCategory,upperbody,hasNeckline,round neckline,7
depicts,t-shirt,hasNeckline,round neckline,7
hasNeckline,round neckline,hasLength,short,7
hasNeckline,round neckline,hasSilhouette,crew neck,7
hasNeckline,round neckline,belongsToCategory,upperbody,7
hasNeckline,round neckline,depicts,t-shirt,7
hasMaterialType,cotton,hasPattern,solid color,6
hasSleeveType,short-sleeve,hasPattern,solid color,6
hasSilhouette,crew neck,hasPattern,solid color,6
belongsToCategory,upperbody,hasPattern,solid color,6
depicts,t-shirt,hasPattern,solid color,6
hasNeckline,crew neck,hasFabricTreatment,plain weave,6
hasLength,short,hasFabricTreatment,plain weave,6
hasPattern,solid color,hasMaterialType,cotton,6
hasPattern,solid color,hasSleeveType,short-sleeve,6
hasFabricTreatment,plain weave,hasNeckline,crew neck,6
hasFabricTreatment,plain weave,hasLength,short,6
hasPattern,solid color,hasSilhouette,crew neck,6
hasPattern,solid color,belongsToCategory,upperbody,6
hasPattern,solid color,depicts,t-shirt,6
hasLength,short,hasPattern,solid color,5
hasPattern,solid color,hasLength,short,5
hasCollarType,round,hasMaterialType,cotton,5
hasCollarType,round,hasSleeveType,short-sleeve,5
hasCollarType,round,hasNeckline,crew neck,5
hasMaterialType,cotton,hasCollarType,round,5
hasSleeveType,short-sleeve,hasCollarType,round,5
hasNeckline,crew neck,hasCollarType,round,5
hasLength,short,hasCollarType,round,5
hasSilhouette,crew neck,hasCollarType,round,5
belongsToCategory,upperbody,hasCollarType,round,5
depicts,t-shirt,hasCollarType,round,5
hasCollarType,round,hasLength,short,5
hasCollarType,round,hasSilhouette,crew neck,5
hasCollarType,round,belongsToCategory,upperbody,5
hasCollarType,round,depicts,t-shirt,5
hasOpeningType,crew neck opening,hasMaterialType,cotton,5
hasMaterialType,cotton,hasOpeningType,crew neck opening,5
hasSleeveType,short-sleeve,hasOpeningType,crew neck opening,5
hasSilhouette,crew neck,hasOpeningType,crew neck opening,5
belongsToCategory,upperbody,hasOpeningType,crew neck opening,5
depicts,t-shirt,hasOpeningType,crew neck opening,5
hasOpeningType,crew neck opening,hasSleeveType,short-sleeve,5
hasOpeningType,crew neck opening,hasSilhouette,crew neck,5
hasOpeningType,crew neck opening,belongsToCategory,upperbody,5
hasOpeningType,crew neck opening,depicts,t-shirt,5
hasMaterialType,cotton,hasPattern,graphic print,5
hasSleeveType,short-sleeve,hasPattern,graphic print,5
hasNeckline,crew neck,hasPattern,graphic print,5
hasSilhouette,crew neck,hasPattern,graphic print,5
belongsToCategory,upperbody,hasPattern,graphic print,5
depicts,t-shirt,hasPattern,graphic print,5
hasPattern,graphic print,hasMaterialType,cotton,5
hasWaistline,straight,hasMaterialType,cotton,5
hasPattern,graphic print,hasSleeveType,short-sleeve,5
hasWaistline,straight,hasSleeveType,short-sleeve,5
hasPattern,graphic print,hasNeckline,crew neck,5
hasMaterialType,cotton,hasWaistline,straight,5
hasSleeveType,short-sleeve,hasWaistline,straight,5
hasSilhouette,crew neck,hasWaistline,straight,5
belongsToCategory,upperbody,hasWaistline,straight,5
depicts,t-shirt,hasWaistline,straight,5
hasPattern,graphic print,hasSilhouette,crew neck,5
hasWaistline,straight,hasSilhouette,crew neck,5
hasPattern,graphic print,belongsToCategory,upperbody,5
hasWaistline,straight,belongsToCategory,upperbody,5
hasPattern,graphic print,depicts,t-shirt,5
hasWaistline,straight,depicts,t-shirt,5
hasOpeningType,crew neck,hasMaterialType,cotton,5
hasMaterialType,cotton,hasOpeningType,crew neck,5
hasSleeveType,short-sleeve,hasOpeningType,crew neck,5
belongsToCategory,upperbody,hasOpeningType,crew neck,5
depicts,t-shirt,hasOpeningType,crew neck,5
hasOpeningType,crew neck,hasSleeveType,short-sleeve,5
hasOpeningType,crew neck,belongsToCategory,upperbody,5
hasOpeningType,crew neck,depicts,t-shirt,5
hasFabricTreatment,plain weave,hasPattern,solid color,4
hasNeckline,crew neck,hasPattern,solid color,4
hasPattern,solid color,hasFabricTreatment,plain weave,4
hasPattern,solid color,hasNeckline,crew neck,4
hasLength,short,hasCollarType,round collar,4
hasCollarType,round collar,hasLength,short,4
hasNeckline,crew neck,hasOpeningType,crew neck opening,4
hasOpeningType,crew neck opening,hasNeckline,crew neck,4
hasWaistline,straight,hasNeckline,crew neck,4
hasWaistline,straight,hasLength,short,4
hasNeckline,crew neck,hasWaistline,straight,4
hasLength,short,hasWaistline,straight,4
hasLength,short sleeve,hasMaterialType,cotton,4
hasLength,short sleeve,hasSleeveType,short-sleeve,4
hasLength,short sleeve,hasNeckline,crew neck,4
hasLength,short sleeve,hasCollarType,round collar,4
hasMaterialType,cotton,hasLength,short sleeve,4
hasSleeveType,short-sleeve,hasLength,short sleeve,4
hasNeckline,crew neck,hasLength,short sleeve,4
hasCollarType,round collar,hasLength,short sleeve,4
hasSilhouette,crew neck,hasLength,short sleeve,4
belongsToCategory,upperbody,hasLength,short sleeve,4
depicts,t-shirt,hasLength,short sleeve,4
hasLength,short sleeve,hasSilhouette,crew neck,4
hasLength,short sleeve,belongsToCategory,upperbody,4
hasLength,short sleeve,depicts,t-shirt,4
hasCollarType,crew-neck,hasOpeningType,round neckline,4
hasOpeningType,round neckline,hasCollarType,crew-neck,4
hasCollarType,crew neck collar,hasMaterialType,cotton,4
hasCollarType,crew neck collar,hasSleeveType,short-sleeve,4
hasCollarType,crew neck collar,hasNeckline,round neckline,4
hasMaterialType,cotton,hasCollarType,crew neck collar,4
hasSleeveType,short-sleeve,hasCollarType,crew neck collar,4
hasNeckline,round neckline,hasCollarType,crew neck collar,4
hasLength,short,hasCollarType,crew neck collar,4
hasSilhouette,crew neck,hasCollarType,crew neck collar,4
belongsToCategory,upperbody,hasCollarType,crew neck collar,4
depicts,t-shirt,hasCollarType,crew neck collar,4
hasCollarType,crew neck collar,hasLength,short,4
hasCollarType,crew neck collar,hasSilhouette,crew neck,4
hasCollarType,crew neck collar,belongsToCategory,upperbody,4
hasCollarType,crew neck collar,depicts,t-shirt,4
hasLength,short,hasOpeningType,crew neck,4
hasOpeningType,crew neck,hasLength,short,4
hasCollarType,round collar,hasFabricTreatment,plain weave,3
hasFabricTreatment,plain weave,hasCollarType,round collar,3
hasLength,short,hasOpeningType,crew neck opening,3
hasOpeningType,crew neck opening,hasLength,short,3
hasLength,short,hasPattern,graphic print,3
hasWaistline,straight,hasCollarType,round,3
hasPattern,graphic print,hasLength,short,3
hasCollarType,round,hasWaistline,straight,3
hasCollarType,round collar,hasPattern,graphic print,3
hasPattern,graphic print,hasCollarType,round collar,3
hasWaistline,no waist,hasMaterialType,cotton,3
hasWaistline,no waist,hasSleeveType,short-sleeve,3
hasMaterialType,cotton,hasWaistline,no waist,3
hasSleeveType,short-sleeve,hasWaistline,no waist,3
hasSilhouette,crew neck,hasWaistline,no waist,3
belongsToCategory,upperbody,hasWaistline,no waist,3
depicts,t-shirt,hasWaistline,no waist,3
hasWaistline,no waist,hasSilhouette,crew neck,3
hasWaistline,no waist,belongsToCategory,upperbody,3
hasWaistline,no waist,depicts,t-shirt,3
hasPocketType,no pocket,hasMaterialType,cotton,3
hasMaterialType,cotton,hasPocketType,no pocket,3
hasSleeveType,short-sleeve,hasPocketType,no pocket,3
hasLength,short,hasPocketType,no pocket,3
belongsToCategory,upperbody,hasPocketType,no pocket,3
depicts,t-shirt,hasPocketType,no pocket,3
hasPocketType,no pocket,hasSleeveType,short-sleeve,3
hasCollarType,crew-neck,hasNeckline,round neckline,3
hasNeckline,round neckline,hasCollarType,crew-neck,3
hasPocketType,no pocket,hasLength,short,3
hasPocketType,no pocket,belongsToCategory,upperbody,3
hasPocketType,no pocket,depicts,t-shirt,3
hasOpeningType,crew neck,hasFabricTreatment,plain weave,3
hasFabricTreatment,plain weave,hasOpeningType,crew neck,3
hasCollarType,crew-neck,hasOpeningType,crew neck,3
hasOpeningType,crew neck,hasCollarType,crew-neck,3
hasMaterialType,cotton,hasPattern,striped,3
hasSleeveType,short-sleeve,hasPattern,striped,3
hasNeckline,crew neck,hasPattern,striped,3
belongsToCategory,upperbody,hasPattern,striped,3
depicts,t-shirt,hasPattern,striped,3
hasPattern,striped,hasMaterialType,cotton,3
hasPattern,striped,hasSleeveType,short-sleeve,3
hasPattern,striped,hasNeckline,crew neck,3
hasPattern,striped,belongsToCategory,upperbody,3
hasPattern,striped,depicts,t-shirt,3
hasCollarType,round collar,hasPattern,solid color,2
hasPattern,solid color,hasCollarType,round collar,2
hasCollarType,round,hasOpeningType,crew neck opening,2
hasOpeningType,crew neck opening,hasCollarType,round,2
hasLength,short-sleeve,hasMaterialType,cotton,2
hasLength,short-sleeve,hasNeckline,crew neck,2
hasMaterialType,cotton,hasLength,short-sleeve,2
hasNeckline,crew neck,hasLength,short-sleeve,2
hasSilhouette,crew neck,hasLength,short-sleeve,2
belongsToCategory,upperbody,hasLength,short-sleeve,2
depicts,t-shirt,hasLength,short-sleeve,2
hasLength,short-sleeve,hasSilhouette,crew neck,2
hasLength,short-sleeve,belongsToCategory,upperbody,2
hasLength,short-sleeve,depicts,t-shirt,2
hasCollarType,round,hasPattern,graphic print,2
hasWaistline,straight,hasPattern,graphic print,2
hasPattern,graphic print,hasCollarType,round,2
hasPattern,graphic print,hasWaistline,straight,2
hasWaistline,natural-waist,hasMaterialType,cotton,2
hasCollarType,round collar,hasOpeningType,crew neck opening,2
hasLength,short sleeve,hasOpeningType,crew neck opening,2
hasWaistline,natural-waist,hasOpeningType,crew neck opening,2
hasWaistline,natural-waist,hasSleeveType,short-sleeve,2
hasWaistline,natural-waist,hasNeckline,crew neck,2
hasOpeningType,crew neck opening,hasCollarType,round collar,2
hasWaistline,natural-waist,hasCollarType,round collar,2
hasOpeningType,crew neck opening,hasLength,short sleeve,2
hasWaistline,natural-waist,hasLength,short sleeve,2
hasMaterialType,cotton,hasWaistline,natural-waist,2
hasOpeningType,crew neck opening,hasWaistline,natural-waist,2
hasSleeveType,short-sleeve,hasWaistline,natural-waist,2
hasNeckline,crew neck,hasWaistline,natural-waist,2
hasCollarType,round collar,hasWaistline,natural-waist,2
hasLength,short sleeve,hasWaistline,natural-waist,2
hasSilhouette,crew neck,hasWaistline,natural-waist,2
belongsToCategory,upperbody,hasWaistline,natural-waist,2
depicts,t-shirt,hasWaistline,natural-waist,2
hasWaistline,natural-waist,hasSilhouette,crew neck,2
hasWaistline,natural-waist,belongsToCategory,upperbody,2
hasWaistline,natural-waist,depicts,t-shirt,2
hasLength,regular,hasSleeveType,short-sleeve,2
hasLength,regular,hasNeckline,crew neck,2
hasSleeveType,short-sleeve,hasLength,regular,2
hasNeckline,crew neck,hasLength,regular,2
hasMaterialType,cotton,hasLength,regular,2
hasSilhouette,crew neck,hasLength,regular,2
belongsToCategory,upperbody,hasLength,regular,2
depicts,t-shirt,hasLength,regular,2
hasLength,regular,hasMaterialType,cotton,2
hasLength,regular,hasSilhouette,crew neck,2
hasLength,regular,belongsToCategory,upperbody,2
hasLength,regular,depicts,t-shirt,2
hasCollarType,crew-neck,hasPattern,solid color,2
hasWaistline,fitted,hasMaterialType,cotton,2
hasWaistline,fitted,hasSleeveType,short-sleeve,2
hasWaistline,fitted,hasNeckline,crew neck,2
hasPattern,solid color,hasCollarType,crew-neck,2
hasMaterialType,cotton,hasWaistline,fitted,2
hasSleeveType,short-sleeve,hasWaistline,fitted,2
hasNeckline,crew neck,hasWaistline,fitted,2
hasSilhouette,crew neck,hasWaistline,fitted,2
belongsToCategory,upperbody,hasWaistline,fitted,2
depicts,t-shirt,hasWaistline,fitted,2
hasWaistline,fitted,hasSilhouette,crew neck,2
hasWaistline,fitted,belongsToCategory,upperbody,2
hasWaistline,fitted,depicts,t-shirt,2
hasNickname,graphic tee,hasPattern,graphic print,2
hasOpeningType,round opening,hasMaterialType,cotton,2
hasNickname,graphic tee,hasMaterialType,cotton,2
hasMaterialType,cotton,hasOpeningType,round opening,2
hasSleeveType,short-sleeve,hasOpeningType,round opening,2
hasNeckline,crew neck,hasOpeningType,round opening,2
hasSilhouette,crew neck,hasOpeningType,round opening,2
belongsToCategory,upperbody,hasOpeningType,round opening,2
depicts,t-shirt,hasOpeningType,round opening,2
hasOpeningType,round opening,hasSleeveType,short-sleeve,2
hasNickname,graphic tee,hasSleeveType,short-sleeve,2
hasOpeningType,round opening,hasNeckline,crew neck,2
hasWaistline,no waist,hasNeckline,crew neck,2
hasNickname,graphic tee,hasNeckline,crew neck,2
hasNeckline,crew neck,hasWaistline,no waist,2
hasOpeningType,round opening,hasSilhouette,crew neck,2
hasNickname,graphic tee,hasSilhouette,crew neck,2
hasPattern,graphic print,hasNickname,graphic tee,2
hasMaterialType,cotton,hasNickname,graphic tee,2
hasSleeveType,short-sleeve,hasNickname,graphic tee,2
hasNeckline,crew neck,hasNickname,graphic tee,2
hasSilhouette,crew neck,hasNickname,graphic tee,2
belongsToCategory,upperbody,hasNickname,graphic tee,2
depicts,t-shirt,hasNickname,graphic tee,2
hasOpeningType,round opening,belongsToCategory,upperbody,2
hasNickname,graphic tee,belongsToCategory,upperbody,2
hasOpeningType,round opening,depicts,t-shirt,2
hasNickname,graphic tee,depicts,t-shirt,2
hasMaterialType,cotton,hasLeatherType,no leather,2
hasOpeningType,crew neck opening,hasLeatherType,no leather,2
hasSleeveType,short-sleeve,hasLeatherType,no leather,2
hasLength,short,hasLeatherType,no leather,2
hasSilhouette,crew neck,hasLeatherType,no leather,2
belongsToCategory,upperbody,hasLeatherType,no leather,2
depicts,t-shirt,hasLeatherType,no leather,2
hasLeatherType,no leather,hasMaterialType,cotton,2
hasLeatherType,no leather,hasOpeningType,crew neck opening,2
hasSilhouette,crew neck,hasPocketType,no pocket,2
hasLeatherType,no leather,hasSleeveType,short-sleeve,2
hasLeatherType,no leather,hasLength,short,2
hasLeatherType,no leather,hasSilhouette,crew neck,2
hasPocketType,no pocket,hasSilhouette,crew neck,2
hasLeatherType,no leather,belongsToCategory,upperbody,2
hasLeatherType,no leather,depicts,t-shirt,2
hasWaistline,no waist,hasLength,short,2
hasLength,short,hasWaistline,no waist,2
hasNeckline,round,hasMaterialType,cotton,2
hasNeckline,round,hasOpeningType,crew neck,2
hasNeckline,round,hasSleeveType,short-sleeve,2
hasMaterialType,cotton,hasNeckline,round,2
hasOpeningType,crew neck,hasNeckline,round,2
hasSleeveType,short-sleeve,hasNeckline,round,2
hasLength,short,hasNeckline,round,2
hasSilhouette,crew neck,hasNeckline,round,2
belongsToCategory,upperbody,hasNeckline,round,2
depicts,t-shirt,hasNeckline,round,2
hasNeckline,round,hasLength,short,2
hasNeckline,round,hasSilhouette,crew neck,2
hasNeckline,round,belongsToCategory,upperbody,2
hasNeckline,round,depicts,t-shirt,2
hasLapelType,lapelless,hasMaterialType,cotton,2
hasLapelType,lapelless,hasSleeveType,short-sleeve,2
hasLapelType,lapelless,hasNeckline,crew neck,2
hasMaterialType,cotton,hasLapelType,lapelless,2
hasSleeveType,short-sleeve,hasLapelType,lapelless,2
hasNeckline,crew neck,hasLapelType,lapelless,2
hasLength,short,hasLapelType,lapelless,2
belongsToCategory,upperbody,hasLapelType,lapelless,2
depicts,t-shirt,hasLapelType,lapelless,2
hasLapelType,lapelless,hasLength,short,2
hasLapelType,lapelless,belongsToCategory,upperbody,2
hasLapelType,lapelless,depicts,t-shirt,2
hasOpeningType,crew neck,hasPattern,solid color,2
hasWaistline,straight,hasPattern,solid color,2
hasCollarType,crew-neck,hasFabricTreatment,plain weave,2
hasWaistline,straight,hasFabricTreatment,plain weave,2
hasPattern,solid color,hasOpeningType,crew neck,2
hasWaistline,straight,hasOpeningType,crew neck,2
hasFabricTreatment,plain weave,hasCollarType,crew-neck,2
hasPattern,solid color,hasWaistline,straight,2
hasFabricTreatment,plain weave,hasWaistline,straight,2
hasOpeningType,crew neck,hasWaistline,straight,2
hasLength,short,hasPattern,striped,2
hasSilhouette,crew neck,hasPattern,striped,2
hasPattern,striped,hasLength,short,2
hasPattern,striped,hasSilhouette,crew neck,2
hasWaistline,high-waisted,hasFabricTreatment,plain weave,2
hasWaistline,high-waisted,hasMaterialType,cotton,2
hasNeckline,crew neck,hasPocketType,no pocket,2
hasWaistline,high-waisted,hasSleeveType,short-sleeve,2
hasPocketType,no pocket,hasNeckline,crew neck,2
hasWaistline,high-waisted,hasLength,short,2
hasFabricTreatment,plain weave,hasWaistline,high-waisted,2
hasMaterialType,cotton,hasWaistline,high-waisted,2
hasSleeveType,short-sleeve,hasWaistline,high-waisted,2
hasLength,short,hasWaistline,high-waisted,2
belongsToCategory,upperbody,hasWaistline,high-waisted,2
depicts,t-shirt,hasWaistline,high-waisted,2
hasWaistline,high-waisted,belongsToCategory,upperbody,2
hasWaistline,high-waisted,depicts,t-shirt,2
hasNeckline,round neckline,hasOpeningType,crew neck,2
hasOpeningType,crew neck,hasNeckline,round neckline,2
hasCollarType,round,hasOpeningType,round neckline,1
hasOpeningType,round neckline,hasCollarType,round,1
hasLapelType,lapel-less,hasMaterialType,cotton,1
hasLapelType,lapel-less,hasSleeveType,short-sleeve,1
hasLapelType,lapel-less,hasNeckline,crew neck,1
hasMaterialType,cotton,hasLapelType,lapel-less,1
hasSleeveType,short-sleeve,hasLapelType,lapel-less,1
hasNeckline,crew neck,hasLapelType,lapel-less,1
hasLength,short-sleeve,hasLapelType,lapel-less,1
hasSilhouette,crew neck,hasLapelType,lapel-less,1
belongsToCategory,upperbody,hasLapelType,lapel-less,1
depicts,t-shirt,hasLapelType,lapel-less,1
hasLapelType,lapel-less,hasLength,short-sleeve,1
hasLapelType,lapel-less,hasSilhouette,crew neck,1
hasLapelType,lapel-less,belongsToCategory,upperbody,1
hasLapelType,lapel-less,depicts,t-shirt,1
hasNickname,badman shirt,hasMaterialType,cotton,1
hasNickname,badman shirt,hasOpeningType,crew neck opening,1
hasNickname,badman shirt,hasSleeveType,short-sleeve,1
hasNickname,badman shirt,hasNeckline,crew neck,1
hasNickname,badman shirt,hasCollarType,round collar,1
hasNickname,badman shirt,hasLength,short sleeve,1
hasNickname,badman shirt,hasWaistline,natural-waist,1
hasNickname,badman shirt,hasSilhouette,crew neck,1
hasMaterialType,cotton,hasNickname,badman shirt,1
hasOpeningType,crew neck opening,hasNickname,badman shirt,1
hasSleeveType,short-sleeve,hasNickname,badman shirt,1
hasNeckline,crew neck,hasNickname,badman shirt,1
hasCollarType,round collar,hasNickname,badman shirt,1
hasLength,short sleeve,hasNickname,badman shirt,1
hasWaistline,natural-waist,hasNickname,badman shirt,1
hasSilhouette,crew neck,hasNickname,badman shirt,1
belongsToCategory,upperbody,hasNickname,badman shirt,1
depicts,t-shirt,hasNickname,badman shirt,1
hasNickname,badman shirt,belongsToCategory,upperbody,1
hasNickname,badman shirt,depicts,t-shirt,1
hasOpeningType,round neckline,hasPattern,graphic print,1
hasPattern,graphic print,hasOpeningType,round neckline,1
hasCollarType,round collar,hasOpeningType,round neckline,1
hasOpeningType,round neckline,hasCollarType,round collar,1
hasOpeningType,round neckline,hasPattern,textured,1
hasSleeveType,short-sleeve,hasPattern,textured,1
hasNeckline,crew neck,hasPattern,textured,1
hasCollarType,crew-neck,hasPattern,textured,1
hasLength,regular,hasPattern,textured,1
hasMaterialType,cotton,hasPattern,textured,1
hasSilhouette,crew neck,hasPattern,textured,1
belongsToCategory,upperbody,hasPattern,textured,1
depicts,t-shirt,hasPattern,textured,1
hasPattern,textured,hasOpeningType,round neckline,1
hasLength,regular,hasOpeningType,round neckline,1
hasPattern,textured,hasSleeveType,short-sleeve,1
hasPattern,textured,hasNeckline,crew neck,1
hasPattern,textured,hasCollarType,crew-neck,1
hasLength,regular,hasCollarType,crew-neck,1
hasPattern,textured,hasLength,regular,1
hasOpeningType,round neckline,hasLength,regular,1
hasCollarType,crew-neck,hasLength,regular,1
hasPattern,textured,hasMaterialType,cotton,1
hasPattern,textured,hasSilhouette,crew neck,1
hasPattern,textured,belongsToCategory,upperbody,1
hasPattern,textured,depicts,t-shirt,1
hasFabricTreatment,dyed,hasPattern,solid color,1
hasOpeningType,round neckline,hasPattern,solid color,1
hasWaistline,fitted,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,dyed,1
hasMaterialType,cotton,hasFabricTreatment,dyed,1
hasOpeningType,round neckline,hasFabricTreatment,dyed,1
hasSleeveType,short-sleeve,hasFabricTreatment,dyed,1
hasNeckline,crew neck,hasFabricTreatment,dyed,1
hasCollarType,crew-neck,hasFabricTreatment,dyed,1
hasLength,short,hasFabricTreatment,dyed,1
hasWaistline,fitted,hasFabricTreatment,dyed,1
hasSilhouette,crew neck,hasFabricTreatment,dyed,1
belongsToCategory,upperbody,hasFabricTreatment,dyed,1
depicts,t-shirt,hasFabricTreatment,dyed,1
hasFabricTreatment,dyed,hasMaterialType,cotton,1
hasPattern,solid color,hasOpeningType,round neckline,1
hasFabricTreatment,dyed,hasOpeningType,round neckline,1
hasWaistline,fitted,hasOpeningType,round neckline,1
hasFabricTreatment,dyed,hasSleeveType,short-sleeve,1
hasFabricTreatment,dyed,hasNeckline,crew neck,1
hasFabricTreatment,dyed,hasCollarType,crew-neck,1
hasWaistline,fitted,hasCollarType,crew-neck,1
hasFabricTreatment,dyed,hasLength,short,1
hasWaistline,fitted,hasLength,short,1
hasPattern,solid color,hasWaistline,fitted,1
hasFabricTreatment,dyed,hasWaistline,fitted,1
hasOpeningType,round neckline,hasWaistline,fitted,1
hasCollarType,crew-neck,hasWaistline,fitted,1
hasLength,short,hasWaistline,fitted,1
hasFabricTreatment,dyed,hasSilhouette,crew neck,1
hasFabricTreatment,dyed,belongsToCategory,upperbody,1
hasFabricTreatment,dyed,depicts,t-shirt,1
hasMaterialType,cotton,hasPattern,polka-dot,1
hasOpeningType,round neckline,hasPattern,polka-dot,1
hasSleeveType,short-sleeve,hasPattern,polka-dot,1
hasNeckline,crew neck,hasPattern,polka-dot,1
hasLength,short,hasPattern,polka-dot,1
hasSilhouette,crew neck,hasPattern,polka-dot,1
belongsToCategory,upperbody,hasPattern,polka-dot,1
depicts,t-shirt,hasPattern,polka-dot,1
hasPattern,polka-dot,hasMaterialType,cotton,1
hasPattern,polka-dot,hasOpeningType,round neckline,1
hasPattern,polka-dot,hasSleeveType,short-sleeve,1
hasPattern,polka-dot,hasNeckline,crew neck,1
hasPattern,polka-dot,hasLength,short,1
hasPattern,polka-dot,hasSilhouette,crew neck,1
hasPattern,polka-dot,belongsToCategory,upperbody,1
hasPattern,polka-dot,depicts,t-shirt,1
hasFabricTreatment,plain weave,hasPattern,graphic print,1
hasOpeningType,round opening,hasPattern,graphic print,1
hasLength,short-sleeve,hasPattern,graphic print,1
hasWaistline,no waist,hasPattern,graphic print,1
