relation1,attribute1,relation2,attribute2,frequency
hasSilhouette,straight,hasFabricTreatment,plain weave,7
belongsToCategory,lowerbody,hasFabricTreatment,plain weave,7
hasFabricTreatment,plain weave,hasMaterialType,cotton,7
hasFabricTreatment,plain weave,hasWaistline,high-waisted,7
hasFabricTreatment,plain weave,hasSilhouette,straight,7
hasFabricTreatment,plain weave,belongsToCategory,lowerbody,7
depicts,pants,hasNeckline,round neck,7
hasNeckline,round neck,depicts,pants,7
hasLength,ankle-length,hasSleeveType,short-sleeve,7
hasSleeveType,short-sleeve,hasLength,ankle-length,7
hasSleeveType,short-sleeve,hasPattern,striped,7
hasPattern,striped,hasSleeveType,short-sleeve,7
hasLength,ankle-length,hasPocketType,side pockets,6
hasPocketType,side pockets,hasLength,ankle-length,6
hasFabricTreatment,plain weave,hasPattern,striped,6
hasPattern,striped,hasFabricTreatment,plain weave,6
hasOpeningType,zipper,hasSleeveType,short-sleeve,6
hasSleeveType,short-sleeve,hasOpeningType,zipper,6
hasNeckline,round neck,hasSleeveType,short-sleeve,6
hasSleeveType,short-sleeve,hasNeckline,round neck,6
hasSleeveType,sleeveless,hasPattern,striped,5
hasSleeveType,sleeveless,hasMaterialType,cotton,5
hasPattern,striped,hasSleeveType,sleeveless,5
hasMaterialType,cotton,hasSleeveType,sleeveless,5
hasWaistline,high-waisted,hasSleeveType,sleeveless,5
hasSilhouette,straight,hasSleeveType,sleeveless,5
belongsToCategory,lowerbody,hasSleeveType,sleeveless,5
depicts,pants,hasSleeveType,sleeveless,5
hasSleeveType,sleeveless,hasWaistline,high-waisted,5
hasSleeveType,sleeveless,hasSilhouette,straight,5
hasSleeveType,sleeveless,belongsToCategory,lowerbody,5
hasSleeveType,sleeveless,depicts,pants,5
hasNeckline,round neck,hasOpeningType,zipper,5
hasOpeningType,zipper,hasNeckline,round neck,5
hasNeckline,round neck,hasFabricTreatment,plain weave,5
hasFabricTreatment,plain weave,hasNeckline,round neck,5
hasSleeveType,sleeveless,hasOpeningType,zipper,4
hasOpeningType,zipper,hasSleeveType,sleeveless,4
hasOpeningType,zipper,hasFabricTreatment,plain weave,4
depicts,pants,hasFabricTreatment,plain weave,4
hasFabricTreatment,plain weave,hasOpeningType,zipper,4
hasFabricTreatment,plain weave,depicts,pants,4
hasLength,ankle-length,hasFabricTreatment,plain weave,4
hasFabricTreatment,plain weave,hasLength,ankle-length,4
hasSleeveType,sleeveless,hasPocketType,side pockets,3
hasPocketType,side pockets,hasSleeveType,sleeveless,3
hasSleeveType,sleeveless,hasFabricTreatment,plain weave,3
hasFabricTreatment,plain weave,hasSleeveType,sleeveless,3
hasNeckline,round neck,hasPocketType,side pockets,3
hasNeckline,round neck,hasSleeveType,long-sleeve,3
hasPocketType,side pockets,hasNeckline,round neck,3
hasSleeveType,long-sleeve,hasNeckline,round neck,3
hasSleeveType,short-sleeve,hasFabricTreatment,plain weave,3
hasFabricTreatment,plain weave,hasSleeveType,short-sleeve,3
hasLength,ankle-length,hasNeckline,round neck,3
hasNeckline,round neck,hasLength,ankle-length,3
hasLength,ankle-length,hasSleeveType,long-sleeve,3
hasSleeveType,long-sleeve,hasLength,ankle-length,3
hasPocketType,slant pockets,hasPattern,striped,3
hasPocketType,slant pockets,hasMaterialType,cotton,3
hasPattern,striped,hasPocketType,slant pockets,3
hasMaterialType,cotton,hasPocketType,slant pockets,3
hasSleeveType,long-sleeve,hasPocketType,slant pockets,3
hasLength,full-length,hasPocketType,slant pockets,3
hasWaistline,high-waisted,hasPocketType,slant pockets,3
hasSilhouette,straight,hasPocketType,slant pockets,3
belongsToCategory,lowerbody,hasPocketType,slant pockets,3
depicts,pants,hasPocketType,slant pockets,3
hasPocketType,slant pockets,hasSleeveType,long-sleeve,3
hasPocketType,slant pockets,hasLength,full-length,3
hasPocketType,slant pockets,hasWaistline,high-waisted,3
hasPocketType,slant pockets,hasSilhouette,straight,3
hasPocketType,slant pockets,belongsToCategory,lowerbody,3
hasPocketType,slant pockets,depicts,pants,3
hasSleeveType,straight,hasOpeningType,zipper,2
hasOpeningType,zipper,hasSleeveType,straight,2
hasLength,full-length,hasSleeveType,straight,2
hasWaistline,high-waisted,hasSleeveType,straight,2
belongsToCategory,lowerbody,hasSleeveType,straight,2
depicts,pants,hasSleeveType,straight,2
hasSleeveType,straight,hasLength,full-length,2
hasSleeveType,straight,hasWaistline,high-waisted,2
hasSleeveType,straight,belongsToCategory,lowerbody,2
hasSleeveType,straight,depicts,pants,2
hasSleeveType,long,hasMaterialType,cotton,2
hasSleeveType,long,hasOpeningType,zipper,2
hasMaterialType,cotton,hasSleeveType,long,2
hasOpeningType,zipper,hasSleeveType,long,2
hasWaistline,high-waisted,hasSleeveType,long,2
hasSilhouette,straight,hasSleeveType,long,2
belongsToCategory,lowerbody,hasSleeveType,long,2
depicts,pants,hasSleeveType,long,2
hasSleeveType,long,hasWaistline,high-waisted,2
hasSleeveType,long,hasSilhouette,straight,2
hasSleeveType,long,belongsToCategory,lowerbody,2
hasSleeveType,long,depicts,pants,2
hasLength,ankle-length,hasSleeveType,sleeveless,2
hasSleeveType,sleeveless,hasLength,ankle-length,2
hasLength,full-length,hasSleeveType,sleeveless,2
hasSleeveType,sleeveless,hasLength,full-length,2
hasLength,ankle length,hasPattern,striped,2
hasLength,ankle length,hasMaterialType,cotton,2
hasLength,ankle length,hasOpeningType,zipper,2
hasLength,ankle length,hasPocketType,side pockets,2
hasLength,ankle length,hasNeckline,round neck,2
hasPattern,striped,hasLength,ankle length,2
hasMaterialType,cotton,hasLength,ankle length,2
hasOpeningType,zipper,hasLength,ankle length,2
hasPocketType,side pockets,hasLength,ankle length,2
hasNeckline,round neck,hasLength,ankle length,2
hasWaistline,high-waisted,hasLength,ankle length,2
hasSilhouette,straight,hasLength,ankle length,2
belongsToCategory,lowerbody,hasLength,ankle length,2
depicts,pants,hasLength,ankle length,2
hasLength,ankle length,hasWaistline,high-waisted,2
hasLength,ankle length,hasSilhouette,straight,2
hasLength,ankle length,belongsToCategory,lowerbody,2
hasLength,ankle length,depicts,pants,2
hasPocketType,single pockets,hasPattern,striped,2
hasPocketType,single pockets,hasMaterialType,cotton,2
hasPocketType,single pockets,hasOpeningType,zipper,2
hasPattern,striped,hasPocketType,single pockets,2
hasMaterialType,cotton,hasPocketType,single pockets,2
hasOpeningType,zipper,hasPocketType,single pockets,2
hasSleeveType,long-sleeve,hasPocketType,single pockets,2
hasLength,full-length,hasPocketType,single pockets,2
hasWaistline,high-waisted,hasPocketType,single pockets,2
hasSilhouette,straight,hasPocketType,single pockets,2
belongsToCategory,lowerbody,hasPocketType,single pockets,2
depicts,pants,hasPocketType,single pockets,2
hasPocketType,single pockets,hasSleeveType,long-sleeve,2
hasPocketType,single pockets,hasLength,full-length,2
hasPocketType,single pockets,hasWaistline,high-waisted,2
hasPocketType,single pockets,hasSilhouette,straight,2
hasPocketType,single pockets,belongsToCategory,lowerbody,2
hasPocketType,single pockets,depicts,pants,2
hasSleeveType,short-sleeve,hasPocketType,side pockets,2
hasPocketType,side pockets,hasSleeveType,short-sleeve,2
hasFabricTreatment,unfinished hem,hasPattern,striped,2
hasLength,full length,hasPattern,striped,2
hasPattern,striped,hasFabricTreatment,unfinished hem,2
hasMaterialType,cotton,hasFabricTreatment,unfinished hem,2
hasWaistline,high-waisted,hasFabricTreatment,unfinished hem,2
hasSilhouette,straight,hasFabricTreatment,unfinished hem,2
belongsToCategory,lowerbody,hasFabricTreatment,unfinished hem,2
depicts,pants,hasFabricTreatment,unfinished hem,2
hasFabricTreatment,unfinished hem,hasMaterialType,cotton,2
hasLength,full length,hasMaterialType,cotton,2
hasLength,full length,hasNeckline,round neck,2
hasPattern,striped,hasLength,full length,2
hasMaterialType,cotton,hasLength,full length,2
hasNeckline,round neck,hasLength,full length,2
hasWaistline,high-waisted,hasLength,full length,2
hasSilhouette,straight,hasLength,full length,2
belongsToCategory,lowerbody,hasLength,full length,2
depicts,pants,hasLength,full length,2
hasFabricTreatment,unfinished hem,hasWaistline,high-waisted,2
hasLength,full length,hasWaistline,high-waisted,2
hasFabricTreatment,unfinished hem,hasSilhouette,straight,2
hasLength,full length,hasSilhouette,straight,2
hasFabricTreatment,unfinished hem,belongsToCategory,lowerbody,2
hasLength,full length,belongsToCategory,lowerbody,2
hasFabricTreatment,unfinished hem,depicts,pants,2
hasLength,full length,depicts,pants,2
hasOpeningType,zipper closure,hasPattern,striped,2
hasPocketType,side pockets,hasFabricTreatment,plain weave,2
hasOpeningType,zipper closure,hasMaterialType,cotton,2
hasPattern,striped,hasOpeningType,zipper closure,2
hasMaterialType,cotton,hasOpeningType,zipper closure,2
hasPocketType,side pockets,hasOpeningType,zipper closure,2
hasWaistline,high-waisted,hasOpeningType,zipper closure,2
hasSilhouette,straight,hasOpeningType,zipper closure,2
belongsToCategory,lowerbody,hasOpeningType,zipper closure,2
depicts,pants,hasOpeningType,zipper closure,2
hasFabricTreatment,plain weave,hasPocketType,side pockets,2
hasOpeningType,zipper closure,hasPocketType,side pockets,2
hasOpeningType,zipper closure,hasWaistline,high-waisted,2
hasOpeningType,zipper closure,hasSilhouette,straight,2
hasOpeningType,zipper closure,belongsToCategory,lowerbody,2
hasOpeningType,zipper closure,depicts,pants,2
hasOpeningType,side opening,hasPattern,striped,2
hasOpeningType,side opening,hasMaterialType,cotton,2
hasPattern,striped,hasOpeningType,side opening,2
hasMaterialType,cotton,hasOpeningType,side opening,2
hasSleeveType,short-sleeve,hasOpeningType,side opening,2
hasLength,ankle-length,hasOpeningType,side opening,2
hasWaistline,high-waisted,hasOpeningType,side opening,2
hasSilhouette,straight,hasOpeningType,side opening,2
belongsToCategory,lowerbody,hasOpeningType,side opening,2
hasOpeningType,side opening,hasSleeveType,short-sleeve,2
hasOpeningType,side opening,hasLength,ankle-length,2
hasOpeningType,side opening,hasWaistline,high-waisted,2
hasOpeningType,side opening,hasSilhouette,straight,2
hasOpeningType,side opening,belongsToCategory,lowerbody,2
hasPocketType,slant pockets,hasOpeningType,zipper,2
hasOpeningType,zipper,hasPocketType,slant pockets,2
hasPocketType,side pocket,hasPattern,striped,2
hasPocketType,side pocket,hasMaterialType,cotton,2
hasPattern,striped,hasPocketType,side pocket,2
hasMaterialType,cotton,hasPocketType,side pocket,2
hasWaistline,high-waisted,hasPocketType,side pocket,2
hasSilhouette,straight,hasPocketType,side pocket,2
belongsToCategory,lowerbody,hasPocketType,side pocket,2
depicts,pants,hasPocketType,side pocket,2
hasPocketType,side pocket,hasWaistline,high-waisted,2
hasPocketType,side pocket,hasSilhouette,straight,2
hasPocketType,side pocket,belongsToCategory,lowerbody,2
hasPocketType,side pocket,depicts,pants,2
hasFabricTreatment,lightweight,hasPattern,solid-colored,1
hasMaterialType,stretchy,hasPattern,solid-colored,1
hasOpeningType,zipper,hasPattern,solid-colored,1
hasSleeveType,straight,hasPattern,solid-colored,1
hasLength,full-length,hasPattern,solid-colored,1
hasWaistline,high-waisted,hasPattern,solid-colored,1
hasSilhouette,straight,hasPattern,solid-colored,1
belongsToCategory,lowerbody,hasPattern,solid-colored,1
depicts,pants,hasPattern,solid-colored,1
hasPattern,solid-colored,hasFabricTreatment,lightweight,1
hasMaterialType,stretchy,hasFabricTreatment,lightweight,1
hasOpeningType,zipper,hasFabricTreatment,lightweight,1
hasSleeveType,straight,hasFabricTreatment,lightweight,1
hasLength,full-length,hasFabricTreatment,lightweight,1
hasWaistline,high-waisted,hasFabricTreatment,lightweight,1
hasSilhouette,straight,hasFabricTreatment,lightweight,1
belongsToCategory,lowerbody,hasFabricTreatment,lightweight,1
depicts,pants,hasFabricTreatment,lightweight,1
hasPattern,solid-colored,hasMaterialType,stretchy,1
hasFabricTreatment,lightweight,hasMaterialType,stretchy,1
hasOpeningType,zipper,hasMaterialType,stretchy,1
hasSleeveType,straight,hasMaterialType,stretchy,1
hasLength,full-length,hasMaterialType,stretchy,1
hasWaistline,high-waisted,hasMaterialType,stretchy,1
hasSilhouette,straight,hasMaterialType,stretchy,1
belongsToCategory,lowerbody,hasMaterialType,stretchy,1
depicts,pants,hasMaterialType,stretchy,1
hasPattern,solid-colored,hasOpeningType,zipper,1
hasFabricTreatment,lightweight,hasOpeningType,zipper,1
hasMaterialType,stretchy,hasOpeningType,zipper,1
hasPattern,solid-colored,hasSleeveType,straight,1
hasFabricTreatment,lightweight,hasSleeveType,straight,1
hasMaterialType,stretchy,hasSleeveType,straight,1
hasPattern,solid-colored,hasLength,full-length,1
hasFabricTreatment,lightweight,hasLength,full-length,1
hasMaterialType,stretchy,hasLength,full-length,1
hasPattern,solid-colored,hasWaistline,high-waisted,1
hasFabricTreatment,lightweight,hasWaistline,high-waisted,1
hasMaterialType,stretchy,hasWaistline,high-waisted,1
hasPattern,solid-colored,hasSilhouette,straight,1
hasFabricTreatment,lightweight,hasSilhouette,straight,1
hasMaterialType,stretchy,hasSilhouette,straight,1
hasPattern,solid-colored,belongsToCategory,lowerbody,1
hasFabricTreatment,lightweight,belongsToCategory,lowerbody,1
hasMaterialType,stretchy,belongsToCategory,lowerbody,1
hasPattern,solid-colored,depicts,pants,1
hasFabricTreatment,lightweight,depicts,pants,1
hasMaterialType,stretchy,depicts,pants,1
hasMaterialType,cotton,hasFabricTreatment,softened,1
hasOpeningType,zipper,hasFabricTreatment,softened,1
hasPocketType,side pockets,hasFabricTreatment,softened,1
hasSleeveType,long,hasFabricTreatment,softened,1
hasNeckline,straight,hasFabricTreatment,softened,1
hasLength,ankle-length,hasFabricTreatment,softened,1
hasWaistline,high-waisted,hasFabricTreatment,softened,1
hasSilhouette,straight,hasFabricTreatment,softened,1
belongsToCategory,lowerbody,hasFabricTreatment,softened,1
depicts,pants,hasFabricTreatment,softened,1
hasFabricTreatment,softened,hasMaterialType,cotton,1
hasNeckline,straight,hasMaterialType,cotton,1
hasFabricTreatment,softened,hasOpeningType,zipper,1
hasNeckline,straight,hasOpeningType,zipper,1
hasFabricTreatment,softened,hasPocketType,side pockets,1
hasSleeveType,long,hasPocketType,side pockets,1
hasNeckline,straight,hasPocketType,side pockets,1
hasFabricTreatment,softened,hasSleeveType,long,1
hasPocketType,side pockets,hasSleeveType,long,1
hasNeckline,straight,hasSleeveType,long,1
hasLength,ankle-length,hasSleeveType,long,1
hasFabricTreatment,softened,hasNeckline,straight,1
hasMaterialType,cotton,hasNeckline,straight,1
hasOpeningType,zipper,hasNeckline,straight,1
hasPocketType,side pockets,hasNeckline,straight,1
hasSleeveType,long,hasNeckline,straight,1
hasLength,ankle-length,hasNeckline,straight,1
hasWaistline,high-waisted,hasNeckline,straight,1
belongsToCategory,lowerbody,hasNeckline,straight,1
depicts,pants,hasNeckline,straight,1
hasFabricTreatment,softened,hasLength,ankle-length,1
hasSleeveType,long,hasLength,ankle-length,1
hasNeckline,straight,hasLength,ankle-length,1
hasFabricTreatment,softened,hasWaistline,high-waisted,1
hasNeckline,straight,hasWaistline,high-waisted,1
hasFabricTreatment,softened,hasSilhouette,straight,1
hasFabricTreatment,softened,belongsToCategory,lowerbody,1
hasNeckline,straight,belongsToCategory,lowerbody,1
hasFabricTreatment,softened,depicts,pants,1
hasNeckline,straight,depicts,pants,1
hasNeckline,round,hasPattern,striped,1
hasNeckline,round,hasMaterialType,cotton,1
hasNeckline,round,hasOpeningType,zipper,1
hasNeckline,round,hasPocketType,side pockets,1
hasNeckline,round,hasSleeveType,sleeveless,1
hasPattern,striped,hasNeckline,round,1
hasMaterialType,cotton,hasNeckline,round,1
hasOpeningType,zipper,hasNeckline,round,1
hasPocketType,side pockets,hasNeckline,round,1
hasSleeveType,sleeveless,hasNeckline,round,1
hasLength,ankle-length,hasNeckline,round,1
hasWaistline,high-waisted,hasNeckline,round,1
hasSilhouette,straight,hasNeckline,round,1
belongsToCategory,lowerbody,hasNeckline,round,1
depicts,pants,hasNeckline,round,1
hasNeckline,round,hasLength,ankle-length,1
hasNeckline,round,hasWaistline,high-waisted,1
hasNeckline,round,hasSilhouette,straight,1
hasNeckline,round,belongsToCategory,lowerbody,1
hasNeckline,round,depicts,pants,1
hasLength,full-length,hasFabricTreatment,plain weave,1
hasFabricTreatment,plain weave,hasLength,full-length,1
hasFabricTreatment,unfinished seams,hasPattern,striped,1
hasPattern,striped,hasFabricTreatment,unfinished seams,1
hasMaterialType,cotton,hasFabricTreatment,unfinished seams,1
hasOpeningType,zipper,hasFabricTreatment,unfinished seams,1
hasPocketType,side pockets,hasFabricTreatment,unfinished seams,1
hasSleeveType,long-sleeve,hasFabricTreatment,unfinished seams,1
hasLength,full-length,hasFabricTreatment,unfinished seams,1
hasWaistline,high-waisted,hasFabricTreatment,unfinished seams,1
hasSilhouette,straight,hasFabricTreatment,unfinished seams,1
belongsToCategory,lowerbody,hasFabricTreatment,unfinished seams,1
depicts,pants,hasFabricTreatment,unfinished seams,1
hasFabricTreatment,unfinished seams,hasMaterialType,cotton,1
hasFabricTreatment,unfinished seams,hasOpeningType,zipper,1
hasFabricTreatment,unfinished seams,hasPocketType,side pockets,1
hasFabricTreatment,unfinished seams,hasSleeveType,long-sleeve,1
hasFabricTreatment,unfinished seams,hasLength,full-length,1
hasFabricTreatment,unfinished seams,hasWaistline,high-waisted,1
hasFabricTreatment,unfinished seams,hasSilhouette,straight,1
hasFabricTreatment,unfinished seams,belongsToCategory,lowerbody,1
hasFabricTreatment,unfinished seams,depicts,pants,1
hasMaterialType,cotton,hasFabricTreatment,soft-touch,1
hasOpeningType,zipper,hasFabricTreatment,soft-touch,1
hasSleeveType,straight,hasFabricTreatment,soft-touch,1
hasLength,full-length,hasFabricTreatment,soft-touch,1
hasWaistline,high-waisted,hasFabricTreatment,soft-touch,1
hasSilhouette,straight,hasFabricTreatment,soft-touch,1
belongsToCategory,lowerbody,hasFabricTreatment,soft-touch,1
depicts,pants,hasFabricTreatment,soft-touch,1
hasFabricTreatment,soft-touch,hasMaterialType,cotton,1
hasSleeveType,straight,hasMaterialType,cotton,1
hasFabricTreatment,soft-touch,hasOpeningType,zipper,1
hasFabricTreatment,soft-touch,hasSleeveType,straight,1
hasMaterialType,cotton,hasSleeveType,straight,1
hasFabricTreatment,soft-touch,hasLength,full-length,1
hasFabricTreatment,soft-touch,hasWaistline,high-waisted,1
hasFabricTreatment,soft-touch,hasSilhouette,straight,1
hasFabricTreatment,soft-touch,belongsToCategory,lowerbody,1
hasFabricTreatment,soft-touch,depicts,pants,1
hasFabricTreatment,stretchable,hasPattern,striped,1
hasPattern,striped,hasFabricTreatment,stretchable,1
hasMaterialType,cotton,hasFabricTreatment,stretchable,1
hasOpeningType,zipper,hasFabricTreatment,stretchable,1
hasPocketType,side pockets,hasFabricTreatment,stretchable,1
hasSleeveType,long-sleeve,hasFabricTreatment,stretchable,1
hasNeckline,round neck,hasFabricTreatment,stretchable,1
hasLength,ankle length,hasFabricTreatment,stretchable,1
hasWaistline,high-waisted,hasFabricTreatment,stretchable,1
hasSilhouette,straight,hasFabricTreatment,stretchable,1
belongsToCategory,lowerbody,hasFabricTreatment,stretchable,1
depicts,pants,hasFabricTreatment,stretchable,1
hasFabricTreatment,stretchable,hasMaterialType,cotton,1
hasFabricTreatment,stretchable,hasOpeningType,zipper,1
hasFabricTreatment,stretchable,hasPocketType,side pockets,1
hasFabricTreatment,stretchable,hasSleeveType,long-sleeve,1
hasLength,ankle length,hasSleeveType,long-sleeve,1
hasFabricTreatment,stretchable,hasNeckline,round neck,1
hasFabricTreatment,stretchable,hasLength,ankle length,1
hasSleeveType,long-sleeve,hasLength,ankle length,1
hasFabricTreatment,stretchable,hasWaistline,high-waisted,1
hasFabricTreatment,stretchable,hasSilhouette,straight,1
hasFabricTreatment,stretchable,belongsToCategory,lowerbody,1
hasFabricTreatment,stretchable,depicts,pants,1
hasOpeningType,button front,hasPattern,plaid,1
hasSleeveType,short-sleeve,hasPattern,plaid,1
hasNeckline,crew neck,hasPattern,plaid,1
hasLength,short,hasPattern,plaid,1
hasWaistline,natural,hasPattern,plaid,1
belongsToCategory,upperbody,hasPattern,plaid,1
depicts,shirt,hasPattern,plaid,1
hasFabricTreatment,unfinished,hasPattern,plaid,1
hasMaterialType,cotton,hasPattern,plaid,1
hasOpeningType,zipper,hasPattern,plaid,1
hasPocketType,side-pockets,hasPattern,plaid,1
hasLength,full-length,hasPattern,plaid,1
hasWaistline,high-waisted,hasPattern,plaid,1
hasSilhouette,straight,hasPattern,plaid,1
belongsToCategory,lowerbody,hasPattern,plaid,1
depicts,pants,hasPattern,plaid,1
hasPattern,plaid,hasOpeningType,button front,1
hasSleeveType,short-sleeve,hasOpeningType,button front,1
hasNeckline,crew neck,hasOpeningType,button front,1
hasLength,short,hasOpeningType,button front,1
hasWaistline,natural,hasOpeningType,button front,1
belongsToCategory,upperbody,hasOpeningType,button front,1
depicts,shirt,hasOpeningType,button front,1
hasFabricTreatment,unfinished,hasOpeningType,button front,1
hasMaterialType,cotton,hasOpeningType,button front,1
hasOpeningType,zipper,hasOpeningType,button front,1
hasPocketType,side-pockets,hasOpeningType,button front,1
hasLength,full-length,hasOpeningType,button front,1
hasWaistline,high-waisted,hasOpeningType,button front,1
hasSilhouette,straight,hasOpeningType,button front,1
belongsToCategory,lowerbody,hasOpeningType,button front,1
depicts,pants,hasOpeningType,button front,1
hasPattern,plaid,hasSleeveType,short-sleeve,1
hasOpeningType,button front,hasSleeveType,short-sleeve,1
hasNeckline,crew neck,hasSleeveType,short-sleeve,1
