relation1,attribute1,relation2,attribute2,frequency
hasLength,ankle-length,belongsToCategory,lowerbody,10
hasLength,ankle-length,depicts,pants,10
hasMaterialType,cotton,hasPattern,striped,10
hasSilhouette,straight,hasPattern,striped,10
belongsToCategory,lowerbody,hasPattern,striped,10
depicts,pants,hasPattern,striped,10
hasPattern,striped,hasMaterialType,cotton,10
depicts,pants,hasPocketType,side-pockets,10
depicts,pants,hasLapelType,no-lapel,10
hasPattern,striped,hasSilhouette,straight,10
hasPattern,striped,belongsToCategory,lowerbody,10
hasPattern,striped,depicts,pants,10
hasPocketType,side-pockets,depicts,pants,10
hasLapelType,no-lapel,depicts,pants,10
hasSleeveType,sleeveless,hasOpeningType,zipper,10
hasOpeningType,zipper,hasSleeveType,sleeveless,10
hasWaistline,high-waisted,hasSleeveType,sleeveless,10
hasSleeveType,sleeveless,hasWaistline,high-waisted,10
hasPocketType,side pockets,hasOpeningType,zipper,9
hasOpeningType,zipper,hasPocketType,side pockets,9
belongsToCategory,lowerbody,hasSleeveType,straight,8
depicts,pants,hasSleeveType,straight,8
hasSleeveType,straight,belongsToCategory,lowerbody,8
hasSleeveType,straight,depicts,pants,8
hasLength,ankle-length,hasOpeningType,zipper,8
hasOpeningType,zipper,hasLength,ankle-length,8
hasOpeningType,zipper,hasPattern,striped,8
hasSleeveType,long-sleeves,hasMaterialType,cotton,8
hasPattern,striped,hasOpeningType,zipper,8
hasPocketType,side-pockets,hasOpeningType,zipper,8
hasOpeningType,zipper,hasPocketType,side-pockets,8
hasLapelType,no-lapel,hasPocketType,side-pockets,8
hasWaistline,high-waisted,hasPocketType,side-pockets,8
hasMaterialType,cotton,hasSleeveType,long-sleeves,8
hasSilhouette,straight,hasSleeveType,long-sleeves,8
belongsToCategory,lowerbody,hasSleeveType,long-sleeves,8
depicts,pants,hasSleeveType,long-sleeves,8
hasPocketType,side-pockets,hasLapelType,no-lapel,8
hasPocketType,side-pockets,hasWaistline,high-waisted,8
hasSleeveType,long-sleeves,hasSilhouette,straight,8
hasSleeveType,long-sleeves,belongsToCategory,lowerbody,8
hasSleeveType,long-sleeves,depicts,pants,8
hasSleeveType,straight,hasOpeningType,zipper,7
hasOpeningType,zipper,hasSleeveType,straight,7
hasWaistline,high-waisted,hasLength,ankle-length,7
hasLength,ankle-length,hasWaistline,high-waisted,7
hasWaistline,high-waisted,hasPattern,striped,7
hasLapelType,no-lapel,hasOpeningType,zipper,7
hasLapelType,no-lapel,hasSleeveType,long-sleeves,7
hasOpeningType,zipper,hasLapelType,no-lapel,7
hasSleeveType,long-sleeves,hasLapelType,no-lapel,7
hasWaistline,high-waisted,hasLapelType,no-lapel,7
hasPattern,striped,hasWaistline,high-waisted,7
hasLapelType,no-lapel,hasWaistline,high-waisted,7
hasLength,full-length,hasSleeveType,sleeveless,7
hasSleeveType,sleeveless,hasLength,full-length,7
hasSleeveType,straight,hasMaterialType,cotton,7
hasMaterialType,cotton,hasSleeveType,straight,7
hasWaistline,high-waisted,hasPocketType,side pockets,6
hasPocketType,side pockets,hasWaistline,high-waisted,6
hasSleeveType,long-sleeves,hasPocketType,side-pockets,6
hasPocketType,side-pockets,hasSleeveType,long-sleeves,6
hasPocketType,side pockets,hasPattern,striped,6
hasSleeveType,sleeveless,hasPattern,striped,6
hasPattern,striped,hasPocketType,side pockets,6
hasPattern,striped,hasSleeveType,sleeveless,6
hasLength,full-length,hasPattern,striped,6
hasPattern,striped,hasLength,full-length,6
hasWaistline,high,hasSleeveType,straight,6
hasSleeveType,straight,hasWaistline,high,6
hasMaterialType,cotton,hasLeatherType,no-leather,6
hasLapelType,no-lapel,hasLeatherType,no-leather,6
hasSilhouette,straight,hasLeatherType,no-leather,6
belongsToCategory,lowerbody,hasLeatherType,no-leather,6
hasLeatherType,no-leather,hasMaterialType,cotton,6
hasLeatherType,no-leather,hasLapelType,no-lapel,6
hasLeatherType,no-leather,hasSilhouette,straight,6
hasLeatherType,no-leather,belongsToCategory,lowerbody,6
hasWaistline,high,hasLength,full-length,6
hasLength,full-length,hasWaistline,high,6
hasLength,full-length,hasPocketType,side pockets,6
hasPocketType,side pockets,hasLength,full-length,6
hasLength,long,hasMaterialType,cotton,5
hasSleeveType,long-sleeves,hasOpeningType,zipper,5
hasLength,long,hasOpeningType,zipper,5
hasOpeningType,zipper,hasSleeveType,long-sleeves,5
hasWaistline,high-waisted,hasSleeveType,long-sleeves,5
hasMaterialType,cotton,hasLength,long,5
hasOpeningType,zipper,hasLength,long,5
hasSilhouette,straight,hasLength,long,5
belongsToCategory,lowerbody,hasLength,long,5
depicts,pants,hasLength,long,5
hasSleeveType,long-sleeves,hasWaistline,high-waisted,5
hasLength,long,hasSilhouette,straight,5
hasLength,long,belongsToCategory,lowerbody,5
hasLength,long,depicts,pants,5
hasSleeveType,sleeveless,hasPocketType,side pockets,5
hasPocketType,side pockets,hasSleeveType,sleeveless,5
hasLength,ankle-length,hasSleeveType,sleeveless,5
hasSleeveType,sleeveless,hasLength,ankle-length,5
hasLength,full-length,hasPocketType,side-pockets,5
hasPocketType,side-pockets,hasLength,full-length,5
hasNeckline,round-neck,hasMaterialType,cotton,5
hasMaterialType,cotton,hasNeckline,round-neck,5
hasSilhouette,straight,hasNeckline,round-neck,5
belongsToCategory,lowerbody,hasNeckline,round-neck,5
hasNeckline,round-neck,hasSilhouette,straight,5
hasNeckline,round-neck,belongsToCategory,lowerbody,5
hasLength,full-length,hasLapelType,no-lapel,5
hasLapelType,no-lapel,hasLength,full-length,5
hasWaistline,high,hasPocketType,side pockets,5
hasPocketType,side pockets,hasWaistline,high,5
hasSleeveType,long-sleeves,hasLeatherType,no-leather,5
depicts,pants,hasLeatherType,no-leather,5
hasLeatherType,no-leather,hasSleeveType,long-sleeves,5
hasLeatherType,no-leather,depicts,pants,5
hasLength,long,hasSleeveType,straight,4
hasSleeveType,straight,hasLength,long,4
hasWaistline,high,hasLength,long,4
hasLength,long,hasWaistline,high,4
hasOpeningType,zipper,hasLeatherType,no-leather,4
hasPocketType,side-pockets,hasLeatherType,no-leather,4
hasWaistline,high-waisted,hasLeatherType,no-leather,4
hasLeatherType,no-leather,hasOpeningType,zipper,4
hasNeckline,round-neck,hasOpeningType,zipper,4
hasLeatherType,no-leather,hasPocketType,side-pockets,4
hasNeckline,round-neck,hasPocketType,side-pockets,4
hasOpeningType,zipper,hasNeckline,round-neck,4
hasPocketType,side-pockets,hasNeckline,round-neck,4
hasWaistline,high-waisted,hasNeckline,round-neck,4
hasLeatherType,no-leather,hasWaistline,high-waisted,4
hasNeckline,round-neck,hasWaistline,high-waisted,4
hasWaistline,high,hasLapelType,no-lapel,4
hasLapelType,no-lapel,hasWaistline,high,4
hasMaterialType,cotton,hasFabricTreatment,no-treatment,4
hasSleeveType,long-sleeves,hasFabricTreatment,no-treatment,4
hasLapelType,no-lapel,hasFabricTreatment,no-treatment,4
hasSilhouette,straight,hasFabricTreatment,no-treatment,4
belongsToCategory,lowerbody,hasFabricTreatment,no-treatment,4
depicts,pants,hasFabricTreatment,no-treatment,4
hasFabricTreatment,no-treatment,hasMaterialType,cotton,4
hasFabricTreatment,no-treatment,hasSleeveType,long-sleeves,4
hasLength,full-length,hasSleeveType,long-sleeves,4
hasFabricTreatment,no-treatment,hasLapelType,no-lapel,4
hasSleeveType,long-sleeves,hasLength,full-length,4
hasFabricTreatment,no-treatment,hasSilhouette,straight,4
hasFabricTreatment,no-treatment,belongsToCategory,lowerbody,4
hasFabricTreatment,no-treatment,depicts,pants,4
hasWaistline,high,hasSleeveType,sleeveless,4
hasSleeveType,sleeveless,hasWaistline,high,4
depicts,pants,hasNeckline,round-neck,4
hasNeckline,round-neck,depicts,pants,4
hasLength,ankle-length,hasPocketType,side pockets,3
hasPocketType,side pockets,hasLength,ankle-length,3
hasNeckline,no-neckline,hasMaterialType,cotton,3
hasNeckline,no-neckline,hasOpeningType,zipper,3
hasMaterialType,cotton,hasNeckline,no-neckline,3
hasOpeningType,zipper,hasNeckline,no-neckline,3
hasLapelType,no-lapel,hasNeckline,no-neckline,3
hasSilhouette,straight,hasNeckline,no-neckline,3
belongsToCategory,lowerbody,hasNeckline,no-neckline,3
depicts,pants,hasNeckline,no-neckline,3
hasNeckline,no-neckline,hasLapelType,no-lapel,3
hasNeckline,no-neckline,hasSilhouette,straight,3
hasNeckline,no-neckline,belongsToCategory,lowerbody,3
hasNeckline,no-neckline,depicts,pants,3
hasMaterialType,cotton,hasPattern,plaid,3
hasOpeningType,zipper,hasPattern,plaid,3
hasSilhouette,straight,hasPattern,plaid,3
belongsToCategory,lowerbody,hasPattern,plaid,3
hasPattern,plaid,hasMaterialType,cotton,3
hasPattern,plaid,hasOpeningType,zipper,3
hasPattern,plaid,hasSilhouette,straight,3
hasPattern,plaid,belongsToCategory,lowerbody,3
hasNeckline,round-neck,hasLeatherType,no-leather,3
hasLeatherType,no-leather,hasNeckline,round-neck,3
hasLapelType,no-lapel,hasNeckline,round-neck,3
hasNeckline,round-neck,hasLapelType,no-lapel,3
hasSleeveType,long-sleeve,hasMaterialType,cotton,3
hasSleeveType,long-sleeve,hasOpeningType,zipper,3
hasMaterialType,cotton,hasSleeveType,long-sleeve,3
hasOpeningType,zipper,hasSleeveType,long-sleeve,3
hasLength,full-length,hasSleeveType,long-sleeve,3
hasSilhouette,straight,hasSleeveType,long-sleeve,3
belongsToCategory,lowerbody,hasSleeveType,long-sleeve,3
depicts,pants,hasSleeveType,long-sleeve,3
hasSleeveType,long-sleeve,hasLength,full-length,3
hasSleeveType,long-sleeve,hasSilhouette,straight,3
hasSleeveType,long-sleeve,belongsToCategory,lowerbody,3
hasSleeveType,long-sleeve,depicts,pants,3
hasOpeningType,zipper closure,hasMaterialType,cotton,3
hasMaterialType,cotton,hasOpeningType,zipper closure,3
hasLength,full-length,hasOpeningType,zipper closure,3
hasSilhouette,straight,hasOpeningType,zipper closure,3
belongsToCategory,lowerbody,hasOpeningType,zipper closure,3
depicts,pants,hasOpeningType,zipper closure,3
hasOpeningType,zipper closure,hasLength,full-length,3
hasOpeningType,zipper closure,hasSilhouette,straight,3
hasOpeningType,zipper closure,belongsToCategory,lowerbody,3
hasOpeningType,zipper closure,depicts,pants,3
hasLeatherType,no-leather,hasFabricTreatment,no-treatment,3
hasLength,full-length,hasFabricTreatment,no-treatment,3
hasFabricTreatment,no-treatment,hasLeatherType,no-leather,3
hasLength,full-length,hasLeatherType,no-leather,3
hasNeckline,crew-neck,hasMaterialType,cotton,3
hasNeckline,crew-neck,hasSleeveType,long-sleeves,3
hasMaterialType,cotton,hasNeckline,crew-neck,3
hasSleeveType,long-sleeves,hasNeckline,crew-neck,3
hasLapelType,no-lapel,hasNeckline,crew-neck,3
hasLength,full-length,hasNeckline,crew-neck,3
hasSilhouette,straight,hasNeckline,crew-neck,3
belongsToCategory,lowerbody,hasNeckline,crew-neck,3
depicts,pants,hasNeckline,crew-neck,3
hasNeckline,crew-neck,hasLapelType,no-lapel,3
hasFabricTreatment,no-treatment,hasLength,full-length,3
hasLeatherType,no-leather,hasLength,full-length,3
hasNeckline,crew-neck,hasLength,full-length,3
hasNeckline,crew-neck,hasSilhouette,straight,3
hasNeckline,crew-neck,belongsToCategory,lowerbody,3
hasNeckline,crew-neck,depicts,pants,3
hasWaistline,high,hasLength,ankle-length,3
hasLength,ankle-length,hasWaistline,high,3
hasMaterialType,cotton,hasPattern,solid-color,3
hasPocketType,side-pockets,hasPattern,solid-color,3
hasLapelType,no-lapel,hasPattern,solid-color,3
hasSilhouette,straight,hasPattern,solid-color,3
belongsToCategory,lowerbody,hasPattern,solid-color,3
depicts,pants,hasPattern,solid-color,3
hasPattern,solid-color,hasMaterialType,cotton,3
hasPattern,solid-color,hasPocketType,side-pockets,3
hasPattern,solid-color,hasLapelType,no-lapel,3
hasPattern,solid-color,hasSilhouette,straight,3
hasPattern,solid-color,belongsToCategory,lowerbody,3
hasPattern,solid-color,depicts,pants,3
hasNeckline,round-neck,hasSleeveType,long-sleeves,3
hasSleeveType,long-sleeves,hasNeckline,round-neck,3
hasOpeningType,zipper,hasPattern,solid-colored,2
hasLength,full-length,hasPattern,solid-colored,2
hasSilhouette,straight,hasPattern,solid-colored,2
belongsToCategory,lowerbody,hasPattern,solid-colored,2
depicts,pants,hasPattern,solid-colored,2
hasPattern,solid-colored,hasOpeningType,zipper,2
hasLength,full-length,hasSleeveType,straight,2
hasWaistline,high-waisted,hasSleeveType,straight,2
hasPattern,solid-colored,hasLength,full-length,2
hasSleeveType,straight,hasLength,full-length,2
hasSleeveType,straight,hasWaistline,high-waisted,2
hasPattern,solid-colored,hasSilhouette,straight,2
hasPattern,solid-colored,belongsToCategory,lowerbody,2
hasPattern,solid-colored,depicts,pants,2
hasSleeveType,long,hasMaterialType,cotton,2
hasSleeveType,long,hasOpeningType,zipper,2
hasSleeveType,long,hasPocketType,side pockets,2
hasMaterialType,cotton,hasSleeveType,long,2
hasOpeningType,zipper,hasSleeveType,long,2
hasPocketType,side pockets,hasSleeveType,long,2
hasLength,ankle-length,hasSleeveType,long,2
hasWaistline,high-waisted,hasSleeveType,long,2
hasSilhouette,straight,hasSleeveType,long,2
belongsToCategory,lowerbody,hasSleeveType,long,2
depicts,pants,hasSleeveType,long,2
hasSleeveType,long,hasLength,ankle-length,2
hasSleeveType,long,hasWaistline,high-waisted,2
hasSleeveType,long,hasSilhouette,straight,2
hasSleeveType,long,belongsToCategory,lowerbody,2
hasSleeveType,long,depicts,pants,2
hasPocketType,side-pockets,hasPattern,striped,2
hasSleeveType,long-sleeves,hasPattern,striped,2
hasMaterialType,cotton,hasFabricTreatment,washed,2
hasOpeningType,zipper,hasFabricTreatment,washed,2
hasWaistline,high-waisted,hasFabricTreatment,washed,2
hasSilhouette,straight,hasFabricTreatment,washed,2
belongsToCategory,lowerbody,hasFabricTreatment,washed,2
depicts,pants,hasFabricTreatment,washed,2
hasFabricTreatment,washed,hasMaterialType,cotton,2
hasFabricTreatment,washed,hasOpeningType,zipper,2
hasPattern,striped,hasPocketType,side-pockets,2
hasNeckline,no-neckline,hasPocketType,side-pockets,2
hasPattern,striped,hasSleeveType,long-sleeves,2
hasNeckline,no-neckline,hasSleeveType,long-sleeves,2
hasPocketType,side-pockets,hasNeckline,no-neckline,2
hasSleeveType,long-sleeves,hasNeckline,no-neckline,2
hasFabricTreatment,washed,hasWaistline,high-waisted,2
hasFabricTreatment,washed,hasSilhouette,straight,2
hasFabricTreatment,washed,belongsToCategory,lowerbody,2
hasFabricTreatment,washed,depicts,pants,2
hasMaterialType,cotton,hasPattern,floral,2
hasOpeningType,zipper,hasPattern,floral,2
hasWaistline,high-waisted,hasPattern,floral,2
hasSilhouette,straight,hasPattern,floral,2
belongsToCategory,lowerbody,hasPattern,floral,2
depicts,pants,hasPattern,floral,2
hasMaterialType,cotton,hasFabricTreatment,stretchy,2
hasOpeningType,zipper,hasFabricTreatment,stretchy,2
hasSilhouette,straight,hasFabricTreatment,stretchy,2
belongsToCategory,lowerbody,hasFabricTreatment,stretchy,2
depicts,pants,hasFabricTreatment,stretchy,2
hasPattern,floral,hasMaterialType,cotton,2
hasFabricTreatment,stretchy,hasMaterialType,cotton,2
hasLength,capri-length,hasMaterialType,cotton,2
hasPattern,floral,hasOpeningType,zipper,2
hasFabricTreatment,stretchy,hasOpeningType,zipper,2
hasMaterialType,cotton,hasLength,capri-length,2
hasWaistline,high-waisted,hasLength,capri-length,2
hasSilhouette,straight,hasLength,capri-length,2
belongsToCategory,lowerbody,hasLength,capri-length,2
depicts,pants,hasLength,capri-length,2
hasPattern,floral,hasWaistline,high-waisted,2
hasLength,capri-length,hasWaistline,high-waisted,2
hasPattern,floral,hasSilhouette,straight,2
hasFabricTreatment,stretchy,hasSilhouette,straight,2
hasLength,capri-length,hasSilhouette,straight,2
hasPattern,floral,belongsToCategory,lowerbody,2
hasFabricTreatment,stretchy,belongsToCategory,lowerbody,2
hasLength,capri-length,belongsToCategory,lowerbody,2
hasPattern,floral,depicts,pants,2
hasFabricTreatment,stretchy,depicts,pants,2
hasLength,capri-length,depicts,pants,2
hasMaterialType,cotton,hasFabricTreatment,plain weave,2
hasOpeningType,zipper,hasFabricTreatment,plain weave,2
hasSleeveType,sleeveless,hasFabricTreatment,plain weave,2
hasSilhouette,straight,hasFabricTreatment,plain weave,2
belongsToCategory,lowerbody,hasFabricTreatment,plain weave,2
depicts,pants,hasFabricTreatment,plain weave,2
hasFabricTreatment,plain weave,hasMaterialType,cotton,2
hasFabricTreatment,plain weave,hasOpeningType,zipper,2
hasFabricTreatment,plain weave,hasSleeveType,sleeveless,2
hasFabricTreatment,plain weave,hasSilhouette,straight,2
hasFabricTreatment,plain weave,belongsToCategory,lowerbody,2
hasFabricTreatment,plain weave,depicts,pants,2
hasMaterialType,cotton,hasPattern,solid color,2
hasSleeveType,sleeveless,hasPattern,solid color,2
hasWaistline,high-waisted,hasPattern,solid color,2
hasSilhouette,straight,hasPattern,solid color,2
belongsToCategory,lowerbody,hasPattern,solid color,2
depicts,pants,hasPattern,solid color,2
hasPattern,solid color,hasMaterialType,cotton,2
hasPocketType,no-pockets,hasMaterialType,cotton,2
hasMaterialType,cotton,hasPocketType,no-pockets,2
hasLapelType,no-lapel,hasPocketType,no-pockets,2
hasSilhouette,straight,hasPocketType,no-pockets,2
belongsToCategory,lowerbody,hasPocketType,no-pockets,2
depicts,pants,hasPocketType,no-pockets,2
hasPattern,solid color,hasSleeveType,sleeveless,2
hasPocketType,no-pockets,hasLapelType,no-lapel,2
hasPattern,solid color,hasWaistline,high-waisted,2
hasPattern,solid color,hasSilhouette,straight,2
hasPocketType,no-pockets,hasSilhouette,straight,2
hasPattern,solid color,belongsToCategory,lowerbody,2
hasPocketType,no-pockets,belongsToCategory,lowerbody,2
hasPattern,solid color,depicts,pants,2
hasPocketType,no-pockets,depicts,pants,2
hasPocketType,side-pockets,hasPattern,plaid,2
hasLength,full-length,hasPattern,plaid,2
hasWaistline,high-waisted,hasPattern,plaid,2
depicts,pants,hasPattern,plaid,2
hasMaterialType,cotton,hasWaistline,natural,2
hasOpeningType,zipper,hasWaistline,natural,2
hasLength,full-length,hasWaistline,natural,2
hasSilhouette,straight,hasWaistline,natural,2
belongsToCategory,lowerbody,hasWaistline,natural,2
depicts,pants,hasWaistline,natural,2
hasWaistline,natural,hasMaterialType,cotton,2
hasWaistline,natural,hasOpeningType,zipper,2
hasPattern,plaid,hasPocketType,side-pockets,2
hasPattern,plaid,hasLength,full-length,2
hasWaistline,natural,hasLength,full-length,2
hasPattern,plaid,hasWaistline,high-waisted,2
hasWaistline,natural,hasSilhouette,straight,2
hasWaistline,natural,belongsToCategory,lowerbody,2
hasPattern,plaid,depicts,pants,2
hasWaistline,natural,depicts,pants,2
hasLeatherType,no-leather,hasPattern,plaid,2
hasLapelType,no-lapel,hasPattern,plaid,2
hasPattern,plaid,hasLeatherType,no-leather,2
hasSleeveType,short-sleeves,hasMaterialType,cotton,2
hasSleeveType,short-sleeves,hasOpeningType,zipper,2
hasSleeveType,short-sleeves,hasPocketType,side-pockets,2
hasMaterialType,cotton,hasSleeveType,short-sleeves,2
hasOpeningType,zipper,hasSleeveType,short-sleeves,2
hasPocketType,side-pockets,hasSleeveType,short-sleeves,2
hasLapelType,no-lapel,hasSleeveType,short-sleeves,2
hasSilhouette,straight,hasSleeveType,short-sleeves,2
belongsToCategory,lowerbody,hasSleeveType,short-sleeves,2
hasPattern,plaid,hasLapelType,no-lapel,2
hasSleeveType,short-sleeves,hasLapelType,no-lapel,2
hasSleeveType,short-sleeves,hasSilhouette,straight,2
hasSleeveType,short-sleeves,belongsToCategory,lowerbody,2
hasMaterialType,cotton,hasFabricTreatment,plain-weave,2
hasOpeningType,zipper,hasFabricTreatment,plain-weave,2
hasPocketType,side-pockets,hasFabricTreatment,plain-weave,2
hasLapelType,no-lapel,hasFabricTreatment,plain-weave,2
hasWaistline,high,hasFabricTreatment,plain-weave,2
hasSilhouette,straight,hasFabricTreatment,plain-weave,2
belongsToCategory,lowerbody,hasFabricTreatment,plain-weave,2
depicts,pants,hasFabricTreatment,plain-weave,2
hasFabricTreatment,plain-weave,hasMaterialType,cotton,2
hasFabricTreatment,plain-weave,hasOpeningType,zipper,2
hasFabricTreatment,plain-weave,hasPocketType,side-pockets,2
hasWaistline,high,hasPocketType,side-pockets,2
hasWaistline,high,hasSleeveType,long-sleeve,2
hasFabricTreatment,plain-weave,hasLapelType,no-lapel,2
hasFabricTreatment,plain-weave,hasWaistline,high,2
hasPocketType,side-pockets,hasWaistline,high,2
hasSleeveType,long-sleeve,hasWaistline,high,2
hasFabricTreatment,plain-weave,hasSilhouette,straight,2
hasFabricTreatment,plain-weave,belongsToCategory,lowerbody,2
hasFabricTreatment,plain-weave,depicts,pants,2
hasOpeningType,zipper closure,hasPattern,striped,2
hasNeckline,round neckline,hasMaterialType,cotton,2
hasPattern,striped,hasOpeningType,zipper closure,2
hasPocketType,side pockets,hasOpeningType,zipper closure,2
hasSleeveType,sleeveless,hasOpeningType,zipper closure,2
hasWaistline,high-waisted,hasOpeningType,zipper closure,2
hasOpeningType,zipper closure,hasPocketType,side pockets,2
hasOpeningType,zipper closure,hasSleeveType,sleeveless,2
hasNeckline,round neckline,hasSleeveType,sleeveless,2
hasMaterialType,cotton,hasNeckline,round neckline,2
hasSleeveType,sleeveless,hasNeckline,round neckline,2
hasWaistline,high-waisted,hasNeckline,round neckline,2
hasSilhouette,straight,hasNeckline,round neckline,2
belongsToCategory,lowerbody,hasNeckline,round neckline,2
depicts,pants,hasNeckline,round neckline,2
hasOpeningType,zipper closure,hasWaistline,high-waisted,2
hasNeckline,round neckline,hasWaistline,high-waisted,2
hasNeckline,round neckline,hasSilhouette,straight,2
hasNeckline,round neckline,belongsToCategory,lowerbody,2
hasNeckline,round neckline,depicts,pants,2
hasMaterialType,cotton,hasLeatherType,no leather,2
hasNeckline,no neckline,hasLeatherType,no leather,2
hasSilhouette,straight,hasLeatherType,no leather,2
belongsToCategory,lowerbody,hasLeatherType,no leather,2
depicts,pants,hasLeatherType,no leather,2
hasLeatherType,no leather,hasMaterialType,cotton,2
hasNeckline,no neckline,hasMaterialType,cotton,2
hasSleeveType,straight,hasPocketType,side pockets,2
hasPocketType,side pockets,hasSleeveType,straight,2
hasLeatherType,no leather,hasNeckline,no neckline,2
hasMaterialType,cotton,hasNeckline,no neckline,2
hasSilhouette,straight,hasNeckline,no neckline,2
belongsToCategory,lowerbody,hasNeckline,no neckline,2
depicts,pants,hasNeckline,no neckline,2
hasLeatherType,no leather,hasSilhouette,straight,2
hasNeckline,no neckline,hasSilhouette,straight,2
hasLeatherType,no leather,belongsToCategory,lowerbody,2
hasNeckline,no neckline,belongsToCategory,lowerbody,2
hasLeatherType,no leather,depicts,pants,2
hasNeckline,no neckline,depicts,pants,2
hasOpeningType,zipper,hasFabricTreatment,no-treatment,2
hasNeckline,crew-neck,hasFabricTreatment,no-treatment,2
hasWaistline,high,hasFabricTreatment,no-treatment,2
hasNeckline,crew-neck,hasLeatherType,no-leather,2
hasWaistline,high,hasLeatherType,no-leather,2
hasFabricTreatment,no-treatment,hasOpeningType,zipper,2
hasWaistline,high,hasSleeveType,long-sleeves,2
hasFabricTreatment,no-treatment,hasNeckline,crew-neck,2
hasLeatherType,no-leather,hasNeckline,crew-neck,2
hasFabricTreatment,no-treatment,hasWaistline,high,2
hasLeatherType,no-leather,hasWaistline,high,2
