relation1,attribute1,relation2,attribute2,frequency
hasNeckline,round,hasLeatherType,full-grain leather,3
hasSleeveType,slip-on,hasLeatherType,full-grain,3
hasLeatherType,full-grain,hasSleeveType,slip-on,3
hasLength,low-top,hasSleeveType,slip-on,3
hasSleeveType,slip-on,hasLength,low-top,3
hasMaterialType,fabric,hasFabricTreatment,plain weave,3
hasOpeningType,slip-on,hasFabricTreatment,plain weave,3
hasSleeveType,sleeveless,hasFabricTreatment,plain weave,3
hasNeckline,round,hasFabricTreatment,plain weave,3
hasLength,short,hasFabricTreatment,plain weave,3
belongsToCategory,lowerbody,hasFabricTreatment,plain weave,3
depicts,shoes,hasFabricTreatment,plain weave,3
hasFabricTreatment,plain weave,hasMaterialType,fabric,3
hasFabricTreatment,plain weave,hasOpeningType,slip-on,3
hasFabricTreatment,plain weave,hasSleeveType,sleeveless,3
hasFabricTreatment,plain weave,hasNeckline,round,3
hasFabricTreatment,plain weave,hasLength,short,3
hasFabricTreatment,plain weave,belongsToCategory,lowerbody,3
hasFabricTreatment,plain weave,depicts,shoes,3
hasSleeveType,short,hasFabricTreatment,suede,3
hasSleeveType,short,hasLeatherType,full-grain,3
hasFabricTreatment,suede,hasSleeveType,short,3
hasLeatherType,full-grain,hasSleeveType,short,3
hasSilhouette,slip-on,hasNeckline,round,3
hasNeckline,round,hasSilhouette,slip-on,3
hasLeatherType,nubuck,depicts,shoes,3
hasLeatherType,nubuck,belongsToCategory,lowerbody,3
hasLeatherType,nubuck,hasMaterialType,leather,3
depicts,shoes,hasLeatherType,nubuck,3
belongsToCategory,lowerbody,hasLeatherType,nubuck,3
hasMaterialType,leather,hasLeatherType,nubuck,3
hasSilhouette,round,hasPattern,solid color,3
hasPattern,solid color,hasSilhouette,round,3
hasSleeveType,sleeveless,hasMaterialType,leather,3
hasMaterialType,leather,hasSleeveType,sleeveless,3
hasLength,ankle-length,hasFabricTreatment,suede,3
hasFabricTreatment,suede,hasLength,ankle-length,3
hasLeatherType,full-grain leather,hasLength,short,2
hasLength,short,hasLeatherType,full-grain leather,2
hasLength,low-top,hasMaterialType,fabric,2
hasSilhouette,round,hasMaterialType,fabric,2
hasLapelType,no-lapel,hasOpeningType,slip-on,2
hasLapelType,no-lapel,hasSleeveType,sleeveless,2
hasOpeningType,slip-on,hasLapelType,no-lapel,2
hasSleeveType,sleeveless,hasLapelType,no-lapel,2
hasLength,low-top,hasLapelType,no-lapel,2
hasMaterialType,fabric,hasLength,low-top,2
hasLapelType,no-lapel,hasLength,low-top,2
hasMaterialType,fabric,hasSilhouette,round,2
hasLeatherType,full-grain leather,hasFabricTreatment,suede,2
hasSilhouette,pointed toe,hasFabricTreatment,suede,2
hasFabricTreatment,suede,hasLeatherType,full-grain leather,2
hasSleeveType,closed,hasLeatherType,full-grain leather,2
hasSleeveType,closed,hasMaterialType,leather,2
hasSleeveType,closed,hasOpeningType,slip-on,2
hasLeatherType,full-grain leather,hasSleeveType,closed,2
hasMaterialType,leather,hasSleeveType,closed,2
hasOpeningType,slip-on,hasSleeveType,closed,2
belongsToCategory,lowerbody,hasSleeveType,closed,2
depicts,shoes,hasSleeveType,closed,2
hasFabricTreatment,suede,hasSilhouette,pointed toe,2
hasSleeveType,closed,belongsToCategory,lowerbody,2
hasSleeveType,closed,depicts,shoes,2
hasLeatherType,full-grain leather,hasSilhouette,round,2
hasOpeningType,lace-up,hasLength,ankle-length,2
hasLeatherType,full-grain leather,hasLength,ankle-length,2
hasLength,ankle-length,hasOpeningType,lace-up,2
hasSilhouette,round,hasLeatherType,full-grain leather,2
hasLength,ankle-length,hasLeatherType,full-grain leather,2
hasMaterialType,leather,hasFabricTreatment,smooth,2
hasOpeningType,slip-on,hasFabricTreatment,smooth,2
belongsToCategory,lowerbody,hasFabricTreatment,smooth,2
depicts,shoes,hasFabricTreatment,smooth,2
hasFabricTreatment,smooth,hasMaterialType,leather,2
hasFabricTreatment,smooth,hasOpeningType,slip-on,2
hasFabricTreatment,smooth,belongsToCategory,lowerbody,2
hasFabricTreatment,smooth,depicts,shoes,2
hasLength,midi,hasMaterialType,leather,2
hasLength,midi,hasOpeningType,slip-on,2
hasMaterialType,leather,hasLength,midi,2
hasOpeningType,slip-on,hasLength,midi,2
belongsToCategory,lowerbody,hasLength,midi,2
depicts,shoes,hasLength,midi,2
hasLength,midi,belongsToCategory,lowerbody,2
hasLength,midi,depicts,shoes,2
hasLength,low-top,hasLeatherType,full-grain,2
hasLapelType,no-lapel,hasMaterialType,leather,2
hasSilhouette,round,hasSleeveType,slip-on,2
hasMaterialType,leather,hasLapelType,no-lapel,2
hasLeatherType,full-grain,hasLength,low-top,2
hasSleeveType,slip-on,hasSilhouette,round,2
hasFabricTreatment,plain weave,hasPattern,solid color,2
hasSilhouette,flat,hasPattern,solid color,2
hasPattern,solid color,hasFabricTreatment,plain weave,2
hasSilhouette,flat,hasFabricTreatment,plain weave,2
hasPattern,solid color,hasSilhouette,flat,2
hasFabricTreatment,plain weave,hasSilhouette,flat,2
hasMaterialType,leather,hasPattern,striped,2
hasOpeningType,slip-on,hasPattern,striped,2
belongsToCategory,lowerbody,hasPattern,striped,2
depicts,shoes,hasPattern,striped,2
hasNeckline,round,hasLeatherType,full-grain,2
hasPattern,striped,hasMaterialType,leather,2
hasLength,flat,hasMaterialType,leather,2
hasPattern,striped,hasOpeningType,slip-on,2
hasLength,flat,hasOpeningType,slip-on,2
hasLeatherType,full-grain,hasNeckline,round,2
hasMaterialType,leather,hasLength,flat,2
hasOpeningType,slip-on,hasLength,flat,2
belongsToCategory,lowerbody,hasLength,flat,2
depicts,shoes,hasLength,flat,2
hasPattern,striped,belongsToCategory,lowerbody,2
hasLength,flat,belongsToCategory,lowerbody,2
hasPattern,striped,depicts,shoes,2
hasLength,flat,depicts,shoes,2
hasSilhouette,slip-on,hasSleeveType,short,2
hasSleeveType,short,hasSilhouette,slip-on,2
hasLeatherType,full-grain leather,hasSleeveType,short,2
hasFabricTreatment,suede finish,depicts,shoes,2
hasFabricTreatment,suede finish,belongsToCategory,lowerbody,2
hasFabricTreatment,suede finish,hasOpeningType,slip-on,2
hasFabricTreatment,suede finish,hasMaterialType,leather,2
hasSleeveType,short,hasLeatherType,full-grain leather,2
depicts,shoes,hasFabricTreatment,suede finish,2
belongsToCategory,lowerbody,hasFabricTreatment,suede finish,2
hasOpeningType,slip-on,hasFabricTreatment,suede finish,2
hasMaterialType,leather,hasFabricTreatment,suede finish,2
hasLeatherType,nubuck,hasSilhouette,round,2
hasOpeningType,lace-up,hasLength,low-top,2
hasLeatherType,nubuck,hasLength,low-top,2
hasLeatherType,nubuck,hasNeckline,round,2
hasLength,low-top,hasOpeningType,lace-up,2
hasFabricTreatment,suede,hasOpeningType,lace-up,2
hasSilhouette,round,hasLeatherType,nubuck,2
hasLength,low-top,hasLeatherType,nubuck,2
hasNeckline,round,hasLeatherType,nubuck,2
hasOpeningType,lace-up,hasFabricTreatment,suede,2
hasLength,ankle-high,hasOpeningType,slip-on,2
hasOpeningType,slip-on,hasLength,ankle-high,2
hasSilhouette,slip-on,hasLength,ankle-high,2
belongsToCategory,lowerbody,hasLength,ankle-high,2
depicts,shoes,hasLength,ankle-high,2
hasLength,ankle-high,hasSilhouette,slip-on,2
hasLength,ankle-high,belongsToCategory,lowerbody,2
hasLength,ankle-high,depicts,shoes,2
hasLength,short,hasFabricTreatment,suede,2
hasFabricTreatment,suede,hasLength,short,2
hasLength,low-top,hasPattern,solid color,2
hasPattern,solid color,hasLength,low-top,2
hasOpeningType,slip-on,hasMaterialType,rubber,2
hasNeckline,round,hasMaterialType,rubber,2
belongsToCategory,lowerbody,hasMaterialType,rubber,2
depicts,shoes,hasMaterialType,rubber,2
hasMaterialType,rubber,hasOpeningType,slip-on,2
hasMaterialType,rubber,hasNeckline,round,2
hasMaterialType,rubber,belongsToCategory,lowerbody,2
hasMaterialType,rubber,depicts,shoes,2
hasSilhouette,slip-on,hasLength,low-top,2
hasLength,low-top,hasSilhouette,slip-on,2
hasSleeveType,slip-on,hasFabricTreatment,suede,2
hasSleeveType,slip-on,hasMaterialType,fabric,2
hasFabricTreatment,suede,hasSleeveType,slip-on,2
hasMaterialType,fabric,hasSleeveType,slip-on,2
hasMaterialType,leather,hasPattern,solid color,2
hasPattern,solid color,hasMaterialType,leather,2
hasSleeveType,slip-on,hasOpeningType,lace-up,2
hasOpeningType,lace-up,hasSleeveType,slip-on,2
hasMaterialType,leather,hasLeatherType,smooth,1
hasSleeveType,slip-on,hasLeatherType,smooth,1
hasLength,ankle-length,hasLeatherType,smooth,1
hasSilhouette,slip-on,hasLeatherType,smooth,1
belongsToCategory,lowerbody,hasLeatherType,smooth,1
depicts,shoes,hasLeatherType,smooth,1
hasLeatherType,smooth,hasMaterialType,leather,1
hasLeatherType,smooth,hasSleeveType,slip-on,1
hasLeatherType,smooth,hasLength,ankle-length,1
hasLeatherType,smooth,hasSilhouette,slip-on,1
hasLeatherType,smooth,belongsToCategory,lowerbody,1
hasLeatherType,smooth,depicts,shoes,1
hasSilhouette,slip-on,hasPattern,solid color,1
belongsToCategory,shoes,hasPattern,solid color,1
belongsToCategory,shoes,hasMaterialType,fabric,1
belongsToCategory,shoes,hasOpeningType,slip-on,1
belongsToCategory,shoes,hasLength,short,1
hasPattern,solid color,hasSilhouette,slip-on,1
belongsToCategory,shoes,hasSilhouette,slip-on,1
hasPattern,solid color,belongsToCategory,shoes,1
hasMaterialType,fabric,belongsToCategory,shoes,1
hasOpeningType,slip-on,belongsToCategory,shoes,1
hasLength,short,belongsToCategory,shoes,1
hasSilhouette,slip-on,belongsToCategory,shoes,1
hasOpeningType,shoes,hasSilhouette,slip-on,1
hasLeatherType,full-grain leather,hasSilhouette,slip-on,1
hasLength,short,hasSleeveType,slip-on,1
hasOpeningType,shoes,hasSleeveType,slip-on,1
hasLeatherType,full-grain leather,hasSleeveType,slip-on,1
hasOpeningType,shoes,belongsToCategory,lowerbody,1
hasSleeveType,slip-on,hasLength,short,1
hasOpeningType,shoes,hasLength,short,1
hasSilhouette,slip-on,hasOpeningType,shoes,1
hasSleeveType,slip-on,hasOpeningType,shoes,1
belongsToCategory,lowerbody,hasOpeningType,shoes,1
hasLength,short,hasOpeningType,shoes,1
hasMaterialType,leather,hasOpeningType,shoes,1
hasLeatherType,full-grain leather,hasOpeningType,shoes,1
hasOpeningType,shoes,hasMaterialType,leather,1
hasSilhouette,slip-on,hasLeatherType,full-grain leather,1
hasSleeveType,slip-on,hasLeatherType,full-grain leather,1
hasOpeningType,shoes,hasLeatherType,full-grain leather,1
hasLapelType,no-lapel,hasMaterialType,fabric,1
hasLength,low-top,hasSleeveType,sleeveless,1
hasLapelType,no-lapel,hasNeckline,round,1
hasMaterialType,fabric,hasLapelType,no-lapel,1
hasNeckline,round,hasLapelType,no-lapel,1
hasSleeveType,sleeveless,hasLength,low-top,1
hasSleeveType,closed,hasFabricTreatment,suede,1
hasLength,slip-on,hasFabricTreatment,suede,1
hasLength,slip-on,hasLeatherType,full-grain leather,1
hasSilhouette,pointed toe,hasLeatherType,full-grain leather,1
hasFabricTreatment,suede,hasSleeveType,closed,1
hasLength,slip-on,hasSleeveType,closed,1
hasSilhouette,pointed toe,hasSleeveType,closed,1
hasFabricTreatment,suede,hasLength,slip-on,1
hasLeatherType,full-grain leather,hasLength,slip-on,1
hasSleeveType,closed,hasLength,slip-on,1
hasSilhouette,pointed toe,hasLength,slip-on,1
hasLeatherType,full-grain leather,hasSilhouette,pointed toe,1
hasSleeveType,closed,hasSilhouette,pointed toe,1
hasLength,slip-on,hasSilhouette,pointed toe,1
hasLeatherType,full-grain leather,hasOpeningType,lace-up,1
hasOpeningType,lace-up,hasLeatherType,full-grain leather,1
hasLength,low-top,hasFabricTreatment,smooth,1
hasSilhouette,round,hasFabricTreatment,smooth,1
hasFabricTreatment,smooth,hasLength,low-top,1
hasFabricTreatment,smooth,hasSilhouette,round,1
hasLeatherType,calfskin,hasFabricTreatment,suede,1
hasLength,midi,hasFabricTreatment,suede,1
hasFabricTreatment,suede,hasLeatherType,calfskin,1
hasMaterialType,leather,hasLeatherType,calfskin,1
hasOpeningType,slip-on,hasLeatherType,calfskin,1
hasLength,midi,hasLeatherType,calfskin,1
hasSilhouette,slip-on,hasLeatherType,calfskin,1
belongsToCategory,lowerbody,hasLeatherType,calfskin,1
depicts,shoes,hasLeatherType,calfskin,1
hasLeatherType,calfskin,hasMaterialType,leather,1
hasLeatherType,calfskin,hasOpeningType,slip-on,1
hasFabricTreatment,suede,hasLength,midi,1
hasLeatherType,calfskin,hasLength,midi,1
hasSilhouette,slip-on,hasLength,midi,1
hasLeatherType,calfskin,hasSilhouette,slip-on,1
hasLength,midi,hasSilhouette,slip-on,1
hasLeatherType,calfskin,belongsToCategory,lowerbody,1
hasLeatherType,calfskin,depicts,shoes,1
hasLeatherType,full-grain,hasFabricTreatment,unfinished,1
hasMaterialType,leather,hasFabricTreatment,unfinished,1
hasSleeveType,slip-on,hasFabricTreatment,unfinished,1
hasLapelType,no-lapel,hasFabricTreatment,unfinished,1
hasLength,low-top,hasFabricTreatment,unfinished,1
hasSilhouette,round,hasFabricTreatment,unfinished,1
belongsToCategory,lowerbody,hasFabricTreatment,unfinished,1
depicts,shoes,hasFabricTreatment,unfinished,1
hasFabricTreatment,unfinished,hasLeatherType,full-grain,1
hasLapelType,no-lapel,hasLeatherType,full-grain,1
hasSilhouette,round,hasLeatherType,full-grain,1
hasFabricTreatment,unfinished,hasMaterialType,leather,1
hasFabricTreatment,unfinished,hasSleeveType,slip-on,1
hasLapelType,no-lapel,hasSleeveType,slip-on,1
hasFabricTreatment,unfinished,hasLapelType,no-lapel,1
hasLeatherType,full-grain,hasLapelType,no-lapel,1
hasSleeveType,slip-on,hasLapelType,no-lapel,1
hasFabricTreatment,unfinished,hasLength,low-top,1
hasFabricTreatment,unfinished,hasSilhouette,round,1
hasLeatherType,full-grain,hasSilhouette,round,1
hasFabricTreatment,unfinished,belongsToCategory,lowerbody,1
hasFabricTreatment,unfinished,depicts,shoes,1
hasFabricTreatment,suede,hasPattern,striped,1
hasLeatherType,full-grain,hasPattern,striped,1
hasSleeveType,short,hasPattern,striped,1
hasNeckline,round,hasPattern,striped,1
hasLength,flat,hasPattern,striped,1
hasSilhouette,sandal,hasPattern,striped,1
hasPattern,striped,hasFabricTreatment,suede,1
hasLength,flat,hasFabricTreatment,suede,1
hasSilhouette,sandal,hasFabricTreatment,suede,1
hasPattern,striped,hasLeatherType,full-grain,1
hasLength,flat,hasLeatherType,full-grain,1
hasSilhouette,sandal,hasLeatherType,full-grain,1
hasSilhouette,sandal,hasMaterialType,leather,1
hasSilhouette,sandal,hasOpeningType,slip-on,1
hasPattern,striped,hasSleeveType,short,1
hasLength,flat,hasSleeveType,short,1
hasSilhouette,sandal,hasSleeveType,short,1
hasPattern,striped,hasNeckline,round,1
hasLength,flat,hasNeckline,round,1
hasSilhouette,sandal,hasNeckline,round,1
hasPattern,striped,hasLength,flat,1
hasFabricTreatment,suede,hasLength,flat,1
hasLeatherType,full-grain,hasLength,flat,1
hasSleeveType,short,hasLength,flat,1
hasNeckline,round,hasLength,flat,1
hasSilhouette,sandal,hasLength,flat,1
hasPattern,striped,hasSilhouette,sandal,1
hasFabricTreatment,suede,hasSilhouette,sandal,1
hasLeatherType,full-grain,hasSilhouette,sandal,1
hasMaterialType,leather,hasSilhouette,sandal,1
hasOpeningType,slip-on,hasSilhouette,sandal,1
hasSleeveType,short,hasSilhouette,sandal,1
hasNeckline,round,hasSilhouette,sandal,1
hasLength,flat,hasSilhouette,sandal,1
belongsToCategory,lowerbody,hasSilhouette,sandal,1
depicts,shoes,hasSilhouette,sandal,1
hasSilhouette,sandal,belongsToCategory,lowerbody,1
hasSilhouette,sandal,depicts,shoes,1
hasLength,full,hasMaterialType,leather,1
hasLength,full,hasOpeningType,slip-on,1
hasLength,full,hasSleeveType,short,1
hasLength,full,hasNeckline,round,1
hasMaterialType,leather,hasLength,full,1
hasOpeningType,slip-on,hasLength,full,1
hasSleeveType,short,hasLength,full,1
hasNeckline,round,hasLength,full,1
hasSilhouette,slip-on,hasLength,full,1
belongsToCategory,lowerbody,hasLength,full,1
depicts,shoes,hasLength,full,1
hasLength,full,hasSilhouette,slip-on,1
hasLength,full,belongsToCategory,lowerbody,1
hasLength,full,depicts,shoes,1
hasSleeveType,short,hasSilhouette,flat,1
hasMaterialType,leather,hasSilhouette,flat,1
hasLeatherType,full-grain leather,hasSilhouette,flat,1
hasFabricTreatment,suede finish,hasSilhouette,flat,1
hasSilhouette,flat,hasSleeveType,short,1
hasFabricTreatment,suede finish,hasSleeveType,short,1
hasFabricTreatment,suede finish,hasLength,short,1
hasFabricTreatment,suede finish,hasNeckline,round,1
hasSilhouette,flat,hasMaterialType,leather,1
hasSilhouette,flat,hasLeatherType,full-grain leather,1
hasFabricTreatment,suede finish,hasLeatherType,full-grain leather,1
hasSilhouette,flat,hasFabricTreatment,suede finish,1
hasSleeveType,short,hasFabricTreatment,suede finish,1
hasLength,short,hasFabricTreatment,suede finish,1
hasNeckline,round,hasFabricTreatment,suede finish,1
hasLeatherType,full-grain leather,hasFabricTreatment,suede finish,1
hasFabricTreatment,suede,hasSilhouette,round,1
hasFabricTreatment,suede,hasLength,low-top,1
hasLeatherType,nubuck,hasOpeningType,lace-up,1
hasOpeningType,lace-up,hasLeatherType,nubuck,1
hasFabricTreatment,suede,hasLeatherType,nubuck,1
hasSilhouette,round,hasFabricTreatment,suede,1
hasLength,low-top,hasFabricTreatment,suede,1
