relation1,attribute1,relation2,attribute2,frequency
depicts,bag,hasSleeveType,short,3
hasSleeveType,short,hasLength,long,3
hasSleeveType,short,hasWaistline,natural,3
hasPattern,floral,hasSilhouette,straight,3
hasSleeveType,short,belongsToCategory,upperbody,3
hasSleeveType,short,depicts,bag,3
hasMaterialType,fabric,hasPattern,solid color,3
hasOpeningType,zipper closure,hasPattern,solid color,3
hasSleeveType,sleeveless,hasPattern,solid color,3
belongsToCategory,upperbody,hasFabricTreatment,plain weave,3
depicts,bag,hasFabricTreatment,plain weave,3
hasPattern,solid color,hasMaterialType,fabric,3
hasSleeveType,sleeveless,hasMaterialType,fabric,3
hasNeckline,round neckline,hasMaterialType,fabric,3
hasPattern,solid color,hasOpeningType,zipper closure,3
hasPattern,solid color,hasSleeveType,sleeveless,3
hasMaterialType,fabric,hasSleeveType,sleeveless,3
hasSilhouette,straight,hasSleeveType,sleeveless,3
hasMaterialType,fabric,hasNeckline,round neckline,3
hasSilhouette,straight,hasWaistline,high-waisted,3
hasSleeveType,sleeveless,hasSilhouette,straight,3
hasWaistline,high-waisted,hasSilhouette,straight,3
hasFabricTreatment,plain weave,belongsToCategory,upperbody,3
hasFabricTreatment,plain weave,depicts,bag,3
hasSleeveType,sleeveless,hasPattern,floral,3
hasLength,long,hasMaterialType,cotton,3
hasWaistline,high-waisted,hasMaterialType,cotton,3
hasSilhouette,a-line,hasMaterialType,cotton,3
hasPattern,floral,hasSleeveType,sleeveless,3
hasSilhouette,a-line,hasSleeveType,sleeveless,3
hasMaterialType,cotton,hasLength,long,3
hasMaterialType,cotton,hasWaistline,high-waisted,3
hasMaterialType,cotton,hasSilhouette,a-line,3
hasSleeveType,sleeveless,hasSilhouette,a-line,3
belongsToCategory,bag,hasMaterialType,fabric,3
belongsToCategory,bag,hasLength,long,3
hasMaterialType,fabric,belongsToCategory,bag,3
hasLength,long,belongsToCategory,bag,3
hasSleeveType,long,hasMaterialType,fabric,3
hasMaterialType,fabric,hasSleeveType,long,3
hasLength,short,hasSleeveType,long,3
hasSleeveType,long,hasLength,short,3
belongsToCategory,upperbody,hasLength,short,3
hasLength,short,belongsToCategory,upperbody,3
hasSleeveType,long,hasPattern,floral,3
hasPattern,floral,hasSleeveType,long,3
hasWaistline,natural,hasSleeveType,long,3
hasSleeveType,long,hasWaistline,natural,3
hasLength,medium,hasOpeningType,zipper,3
hasOpeningType,zipper,hasLength,medium,3
hasSilhouette,rectangular,hasLength,medium,3
hasLength,medium,hasSilhouette,rectangular,3
hasSilhouette,a-line,hasPocketType,side pockets,3
belongsToCategory,upperbody,hasPocketType,side pockets,3
depicts,bag,hasPocketType,side pockets,3
hasPocketType,side pockets,hasSilhouette,a-line,3
hasPocketType,side pockets,belongsToCategory,upperbody,3
hasPocketType,side pockets,depicts,bag,3
hasMaterialType,synthetic,hasPattern,striped,3
hasSilhouette,rectangular,hasPattern,striped,3
hasPattern,striped,hasMaterialType,synthetic,3
hasPattern,striped,hasSilhouette,rectangular,3
hasSleeveType,long-sleeve,hasPattern,floral,3
hasWaistline,natural,hasMaterialType,fabric,3
hasPattern,floral,hasSleeveType,long-sleeve,3
belongsToCategory,upperbody,hasSleeveType,long-sleeve,3
depicts,bag,hasSleeveType,long-sleeve,3
hasMaterialType,fabric,hasWaistline,natural,3
hasSilhouette,rectangular,hasWaistline,natural,3
hasWaistline,natural,hasSilhouette,rectangular,3
hasSleeveType,long-sleeve,belongsToCategory,upperbody,3
hasSleeveType,long-sleeve,depicts,bag,3
hasLength,long,hasNeckline,round,3
hasWaistline,natural,hasNeckline,round,3
hasSilhouette,rectangular,hasNeckline,round,3
hasNeckline,round,hasLength,long,3
hasNeckline,round,hasWaistline,natural,3
hasNeckline,round,hasSilhouette,rectangular,3
hasNeckline,round,hasMaterialType,fabric,3
hasMaterialType,fabric,hasNeckline,round,3
hasSilhouette,a-line,hasWaistline,natural,3
hasWaistline,natural,hasSilhouette,a-line,3
depicts,bag,hasLeatherType,no leather,3
hasOpeningType,zipper closure,hasLeatherType,no leather,3
hasLength,long,hasLeatherType,no leather,3
belongsToCategory,upperbody,hasLeatherType,no leather,3
hasLeatherType,no leather,depicts,bag,3
hasLeatherType,no leather,hasOpeningType,zipper closure,3
hasLeatherType,no leather,hasLength,long,3
hasLeatherType,no leather,belongsToCategory,upperbody,3
hasSleeveType,short-sleeve,hasMaterialType,fabric,3
hasMaterialType,fabric,hasSleeveType,short-sleeve,3
hasSleeveType,short,hasPattern,floral,2
hasSilhouette,straight,hasMaterialType,synthetic,2
hasPattern,floral,hasSleeveType,short,2
hasSilhouette,straight,hasWaistline,natural,2
hasMaterialType,synthetic,hasSilhouette,straight,2
hasWaistline,natural,hasSilhouette,straight,2
belongsToCategory,bag,hasOpeningType,zipper,2
hasOpeningType,zipper,belongsToCategory,bag,2
hasNeckline,round neckline,hasPattern,solid color,2
hasWaistline,high-waisted,hasPattern,solid color,2
hasMaterialType,fabric,hasFabricTreatment,plain weave,2
hasLength,long,hasFabricTreatment,plain weave,2
hasWaistline,high-waisted,hasFabricTreatment,plain weave,2
hasFabricTreatment,plain weave,hasMaterialType,fabric,2
hasSilhouette,straight,hasMaterialType,fabric,2
hasSilhouette,straight,hasOpeningType,zipper closure,2
hasPattern,solid color,hasNeckline,round neckline,2
hasSilhouette,straight,hasNeckline,round neckline,2
hasFabricTreatment,plain weave,hasLength,long,2
hasPattern,solid color,hasWaistline,high-waisted,2
hasFabricTreatment,plain weave,hasWaistline,high-waisted,2
hasMaterialType,fabric,hasSilhouette,straight,2
hasOpeningType,zipper closure,hasSilhouette,straight,2
hasNeckline,round neckline,hasSilhouette,straight,2
hasOpeningType,zipper closure,hasMaterialType,cotton,2
hasMaterialType,cotton,hasOpeningType,zipper closure,2
hasSilhouette,a-line,hasNeckline,round neckline,2
hasNeckline,round neckline,hasSilhouette,a-line,2
hasOpeningType,zipper,hasPattern,solid color,2
hasLength,short,hasPattern,solid color,2
hasLength,short,hasMaterialType,fabric,2
hasPattern,solid color,hasOpeningType,zipper,2
hasLength,short,hasOpeningType,zipper,2
hasSilhouette,rectangular,hasSleeveType,long,2
hasPattern,solid color,hasLength,short,2
hasMaterialType,fabric,hasLength,short,2
hasOpeningType,zipper,hasLength,short,2
hasSilhouette,rectangular,hasLength,short,2
hasSleeveType,long,hasSilhouette,rectangular,2
hasLength,short,hasSilhouette,rectangular,2
hasFabricTreatment,embroidery,hasPattern,floral,2
hasPattern,floral,hasFabricTreatment,embroidery,2
hasSilhouette,straight,hasFabricTreatment,embroidery,2
belongsToCategory,upperbody,hasFabricTreatment,embroidery,2
depicts,bag,hasFabricTreatment,embroidery,2
hasSleeveType,long,hasOpeningType,zipper closure,2
hasOpeningType,zipper closure,hasSleeveType,long,2
hasSilhouette,straight,hasSleeveType,long,2
hasSilhouette,straight,hasLength,short,2
hasFabricTreatment,embroidery,hasSilhouette,straight,2
hasSleeveType,long,hasSilhouette,straight,2
hasLength,short,hasSilhouette,straight,2
hasFabricTreatment,embroidery,belongsToCategory,upperbody,2
hasFabricTreatment,embroidery,depicts,bag,2
hasSleeveType,sleeveless,hasMaterialType,leather,2
hasMaterialType,leather,hasSleeveType,sleeveless,2
hasSleeveType,long,hasMaterialType,synthetic,2
hasMaterialType,synthetic,hasSleeveType,long,2
hasOpeningType,zipper closure,hasMaterialType,synthetic,2
hasSleeveType,sleeveless,hasMaterialType,synthetic,2
hasMaterialType,synthetic,hasOpeningType,zipper closure,2
hasMaterialType,synthetic,hasSleeveType,sleeveless,2
hasWaistline,natural-waist,hasSleeveType,sleeveless,2
hasSleeveType,sleeveless,hasWaistline,natural-waist,2
hasSilhouette,rectangular,hasWaistline,natural-waist,2
depicts,bag,hasWaistline,natural-waist,2
hasWaistline,natural-waist,hasSilhouette,rectangular,2
hasWaistline,natural-waist,depicts,bag,2
hasSleeveType,sleeveless,hasMaterialType,synthetic material,2
hasLength,long,hasMaterialType,synthetic material,2
belongsToCategory,upperbody,hasMaterialType,synthetic material,2
depicts,bag,hasMaterialType,synthetic material,2
hasNeckline,round neckline,hasOpeningType,zipper,2
hasMaterialType,synthetic material,hasSleeveType,sleeveless,2
hasOpeningType,zipper,hasNeckline,round neckline,2
hasMaterialType,synthetic material,hasLength,long,2
hasMaterialType,synthetic material,belongsToCategory,upperbody,2
hasMaterialType,synthetic material,depicts,bag,2
hasMaterialType,leather,hasLeatherType,cowhide,2
hasOpeningType,zipper,hasLeatherType,cowhide,2
hasLength,long,hasLeatherType,cowhide,2
hasSilhouette,rectangular,hasLeatherType,cowhide,2
belongsToCategory,upperbody,hasLeatherType,cowhide,2
depicts,bag,hasLeatherType,cowhide,2
hasLeatherType,cowhide,hasMaterialType,leather,2
hasLeatherType,cowhide,hasOpeningType,zipper,2
hasLeatherType,cowhide,hasLength,long,2
hasLeatherType,cowhide,hasSilhouette,rectangular,2
hasLeatherType,cowhide,belongsToCategory,upperbody,2
hasLeatherType,cowhide,depicts,bag,2
hasLength,medium,hasPattern,floral,2
hasSilhouette,rectangular,hasPattern,floral,2
hasOpeningType,zipper,hasMaterialType,cotton,2
hasMaterialType,cotton,hasOpeningType,zipper,2
hasPattern,floral,hasLength,medium,2
belongsToCategory,upperbody,hasLength,medium,2
hasPattern,floral,hasSilhouette,rectangular,2
hasLength,medium,belongsToCategory,upperbody,2
hasPocketType,side pockets,hasPattern,floral,2
hasPocketType,side pockets,hasOpeningType,zipper closure,2
hasPattern,floral,hasPocketType,side pockets,2
hasOpeningType,zipper closure,hasPocketType,side pockets,2
hasLength,long,hasPocketType,side pockets,2
hasSilhouette,a-line,hasSleeveType,short-sleeve,2
hasPocketType,side pockets,hasLength,long,2
hasSleeveType,short-sleeve,hasSilhouette,a-line,2
hasOpeningType,zipper,hasPattern,striped,2
hasSleeveType,sleeveless,hasPattern,striped,2
hasPattern,striped,hasOpeningType,zipper,2
hasPattern,striped,hasSleeveType,sleeveless,2
belongsToCategory,bag,hasMaterialType,leather,2
hasMaterialType,leather,belongsToCategory,bag,2
hasSleeveType,long-sleeve,hasMaterialType,fabric,2
hasWaistline,natural,hasOpeningType,zipper closure,2
hasMaterialType,fabric,hasSleeveType,long-sleeve,2
hasLength,long,hasSleeveType,long-sleeve,2
hasSleeveType,long-sleeve,hasLength,long,2
hasOpeningType,zipper closure,hasWaistline,natural,2
hasWaistline,natural,hasPattern,striped,2
hasPattern,striped,hasWaistline,natural,2
hasNeckline,round,hasSleeveType,short,2
hasSleeveType,short,hasNeckline,round,2
hasNeckline,round,hasPattern,floral,2
hasPattern,floral,hasNeckline,round,2
hasSilhouette,a-line,hasNeckline,round,2
hasNeckline,round,hasSilhouette,a-line,2
depicts,bag,hasFabricTreatment,no treatment,2
hasLength,long,hasFabricTreatment,no treatment,2
belongsToCategory,upperbody,hasFabricTreatment,no treatment,2
hasMaterialType,fabric,hasLeatherType,no leather,2
hasNeckline,round neckline,hasLeatherType,no leather,2
hasWaistline,high-waisted,hasLeatherType,no leather,2
hasLeatherType,no leather,hasMaterialType,fabric,2
hasFabricTreatment,no treatment,depicts,bag,2
hasLeatherType,no leather,hasNeckline,round neckline,2
hasFabricTreatment,no treatment,hasLength,long,2
hasLeatherType,no leather,hasWaistline,high-waisted,2
hasFabricTreatment,no treatment,belongsToCategory,upperbody,2
hasOpeningType,zipper closure,hasPattern,striped,2
hasSilhouette,a-line,hasPattern,striped,2
hasPattern,striped,hasOpeningType,zipper closure,2
hasSleeveType,long,hasPocketType,side pockets,2
hasWaistline,natural,hasPocketType,side pockets,2
hasPocketType,side pockets,hasSleeveType,long,2
hasSilhouette,a-line,hasSleeveType,long,2
hasPocketType,side pockets,hasWaistline,natural,2
hasPattern,striped,hasSilhouette,a-line,2
hasSleeveType,long,hasSilhouette,a-line,2
hasSleeveType,short-sleeve,hasOpeningType,zipper,2
hasOpeningType,zipper,hasSleeveType,short-sleeve,2
hasLeatherType,no leather,hasFabricTreatment,no finishing or techniques,2
hasOpeningType,zipper closure,hasFabricTreatment,no finishing or techniques,2
hasSleeveType,short-sleeve,hasFabricTreatment,no finishing or techniques,2
hasLength,long,hasFabricTreatment,no finishing or techniques,2
hasSilhouette,rectangular,hasFabricTreatment,no finishing or techniques,2
belongsToCategory,upperbody,hasFabricTreatment,no finishing or techniques,2
depicts,bag,hasFabricTreatment,no finishing or techniques,2
hasFabricTreatment,no finishing or techniques,hasLeatherType,no leather,2
hasSleeveType,short-sleeve,hasLeatherType,no leather,2
hasSilhouette,rectangular,hasLeatherType,no leather,2
hasFabricTreatment,no finishing or techniques,hasOpeningType,zipper closure,2
hasFabricTreatment,no finishing or techniques,hasSleeveType,short-sleeve,2
hasLeatherType,no leather,hasSleeveType,short-sleeve,2
hasNeckline,round neckline,hasSleeveType,short-sleeve,2
hasSleeveType,short-sleeve,hasNeckline,round neckline,2
hasSilhouette,rectangular,hasNeckline,round neckline,2
hasFabricTreatment,no finishing or techniques,hasLength,long,2
hasSilhouette,rectangular,hasWaistline,high-waisted,2
hasFabricTreatment,no finishing or techniques,hasSilhouette,rectangular,2
hasLeatherType,no leather,hasSilhouette,rectangular,2
hasNeckline,round neckline,hasSilhouette,rectangular,2
hasWaistline,high-waisted,hasSilhouette,rectangular,2
hasFabricTreatment,no finishing or techniques,belongsToCategory,upperbody,2
hasFabricTreatment,no finishing or techniques,depicts,bag,2
hasLength,medium,hasMaterialType,fabric,2
hasSleeveType,long-sleeve,hasOpeningType,zipper,2
hasOpeningType,zipper,hasSleeveType,long-sleeve,2
hasSilhouette,a-line,hasSleeveType,long-sleeve,2
hasMaterialType,fabric,hasLength,medium,2
hasSleeveType,long-sleeve,hasSilhouette,a-line,2
hasFabricTreatment,plain weave,hasPattern,floral,2
hasPattern,floral,hasFabricTreatment,plain weave,2
hasOpeningType,zipper,hasFabricTreatment,plain weave,2
hasSilhouette,a-line,hasFabricTreatment,plain weave,2
hasFabricTreatment,plain weave,hasOpeningType,zipper,2
hasFabricTreatment,plain weave,hasSilhouette,a-line,2
belongsToCategory,bag,hasLength,medium,2
hasLength,medium,belongsToCategory,bag,2
hasFabricTreatment,coated,hasPattern,floral,1
hasMaterialType,synthetic,hasPattern,floral,1
hasPattern,floral,hasFabricTreatment,coated,1
hasMaterialType,synthetic,hasFabricTreatment,coated,1
hasOpeningType,zipper,hasFabricTreatment,coated,1
hasSleeveType,short,hasFabricTreatment,coated,1
hasLength,long,hasFabricTreatment,coated,1
hasWaistline,natural,hasFabricTreatment,coated,1
hasSilhouette,straight,hasFabricTreatment,coated,1
belongsToCategory,upperbody,hasFabricTreatment,coated,1
depicts,bag,hasFabricTreatment,coated,1
hasPattern,floral,hasMaterialType,synthetic,1
hasFabricTreatment,coated,hasMaterialType,synthetic,1
hasSleeveType,short,hasMaterialType,synthetic,1
hasFabricTreatment,coated,hasOpeningType,zipper,1
hasFabricTreatment,coated,hasSleeveType,short,1
hasMaterialType,synthetic,hasSleeveType,short,1
hasSilhouette,straight,hasSleeveType,short,1
hasFabricTreatment,coated,hasLength,long,1
hasFabricTreatment,coated,hasWaistline,natural,1
hasFabricTreatment,coated,hasSilhouette,straight,1
hasSleeveType,short,hasSilhouette,straight,1
hasFabricTreatment,coated,belongsToCategory,upperbody,1
hasFabricTreatment,coated,depicts,bag,1
hasOpeningType,zipper,hasMaterialType,polyester,1
hasSilhouette,rectangular,hasMaterialType,polyester,1
belongsToCategory,bag,hasMaterialType,polyester,1
depicts,bag,hasMaterialType,polyester,1
hasMaterialType,polyester,hasOpeningType,zipper,1
hasMaterialType,polyester,hasSilhouette,rectangular,1
hasMaterialType,polyester,belongsToCategory,bag,1
hasMaterialType,polyester,depicts,bag,1
hasFabricTreatment,plain weave,hasPattern,solid color,1
hasPocketType,pockets on sides,hasPattern,solid color,1
hasSilhouette,straight,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,plain weave,1
hasOpeningType,zipper closure,hasFabricTreatment,plain weave,1
hasPocketType,pockets on sides,hasFabricTreatment,plain weave,1
hasSleeveType,sleeveless,hasFabricTreatment,plain weave,1
hasNeckline,round neckline,hasFabricTreatment,plain weave,1
hasSilhouette,straight,hasFabricTreatment,plain weave,1
hasPocketType,pockets on sides,hasMaterialType,fabric,1
hasFabricTreatment,plain weave,hasOpeningType,zipper closure,1
hasPocketType,pockets on sides,hasOpeningType,zipper closure,1
hasPattern,solid color,hasPocketType,pockets on sides,1
hasFabricTreatment,plain weave,hasPocketType,pockets on sides,1
hasMaterialType,fabric,hasPocketType,pockets on sides,1
hasOpeningType,zipper closure,hasPocketType,pockets on sides,1
hasSleeveType,sleeveless,hasPocketType,pockets on sides,1
hasNeckline,round neckline,hasPocketType,pockets on sides,1
hasLength,long,hasPocketType,pockets on sides,1
hasWaistline,high-waisted,hasPocketType,pockets on sides,1
hasSilhouette,straight,hasPocketType,pockets on sides,1
belongsToCategory,upperbody,hasPocketType,pockets on sides,1
depicts,bag,hasPocketType,pockets on sides,1
hasFabricTreatment,plain weave,hasSleeveType,sleeveless,1
hasPocketType,pockets on sides,hasSleeveType,sleeveless,1
hasFabricTreatment,plain weave,hasNeckline,round neckline,1
hasPocketType,pockets on sides,hasNeckline,round neckline,1
hasPocketType,pockets on sides,hasLength,long,1
hasPocketType,pockets on sides,hasWaistline,high-waisted,1
hasPattern,solid color,hasSilhouette,straight,1
hasFabricTreatment,plain weave,hasSilhouette,straight,1
hasPocketType,pockets on sides,hasSilhouette,straight,1
hasPocketType,pockets on sides,belongsToCategory,upperbody,1
hasPocketType,pockets on sides,depicts,bag,1
hasNeckline,round neckline,hasPattern,floral,1
hasSleeveType,sleeveless,hasMaterialType,cotton,1
hasNeckline,round neckline,hasMaterialType,cotton,1
hasMaterialType,cotton,hasSleeveType,sleeveless,1
hasPattern,floral,hasNeckline,round neckline,1
hasMaterialType,cotton,hasNeckline,round neckline,1
hasSleeveType,long,hasPattern,solid color,1
hasPattern,solid color,hasSleeveType,long,1
hasPattern,floral,hasAnimalPattern,rabbit,1
