relation1,attribute1,relation2,attribute2,frequency
hasNeckline,v-neck,hasOpeningType,zipper,13
hasOpeningType,zipper,hasNeckline,v-neck,13
hasCollarType,v-neck,hasOpeningType,zipper,12
hasOpeningType,zipper,hasCollarType,v-neck,12
hasWaistline,natural,hasOpeningType,zipper,11
hasOpeningType,zipper,hasWaistline,natural,11
hasSleeveType,sleeveless,hasPattern,floral,11
hasSleeveType,sleeveless,hasMaterialType,cotton,11
hasPattern,floral,hasSleeveType,sleeveless,11
hasMaterialType,cotton,hasSleeveType,sleeveless,11
hasLength,knee-length,hasSleeveType,sleeveless,11
hasSilhouette,a-line,hasSleeveType,sleeveless,11
belongsToCategory,upperbody,hasSleeveType,sleeveless,11
depicts,dress,hasSleeveType,sleeveless,11
hasSleeveType,sleeveless,hasLength,knee-length,11
hasSleeveType,sleeveless,hasSilhouette,a-line,11
hasSleeveType,sleeveless,belongsToCategory,upperbody,11
hasSleeveType,sleeveless,depicts,dress,11
hasFabricTreatment,plain weave,hasPattern,floral,10
hasPattern,floral,hasFabricTreatment,plain weave,10
hasMaterialType,cotton,hasFabricTreatment,plain weave,10
hasLength,knee-length,hasFabricTreatment,plain weave,10
hasSilhouette,a-line,hasFabricTreatment,plain weave,10
belongsToCategory,upperbody,hasFabricTreatment,plain weave,10
depicts,dress,hasFabricTreatment,plain weave,10
hasFabricTreatment,plain weave,hasMaterialType,cotton,10
hasFabricTreatment,plain weave,hasLength,knee-length,10
hasFabricTreatment,plain weave,hasSilhouette,a-line,10
hasFabricTreatment,plain weave,belongsToCategory,upperbody,10
hasFabricTreatment,plain weave,depicts,dress,10
hasNeckline,v-neck,hasFabricTreatment,plain weave,9
hasFabricTreatment,plain weave,hasNeckline,v-neck,9
hasSleeveType,short-sleeve,hasOpeningType,zipper,9
hasOpeningType,zipper,hasSleeveType,short-sleeve,9
hasNeckline,v-neck,hasSleeveType,sleeveless,9
hasWaistline,natural,hasSleeveType,sleeveless,9
hasSleeveType,sleeveless,hasNeckline,v-neck,9
hasSleeveType,sleeveless,hasWaistline,natural,9
hasCollarType,v-neck,hasFabricTreatment,plain weave,8
hasFabricTreatment,plain weave,hasCollarType,v-neck,8
hasOpeningType,front opening,hasPattern,floral,8
hasWaistline,natural,hasFabricTreatment,plain weave,8
hasOpeningType,front opening,hasMaterialType,cotton,8
hasPattern,floral,hasOpeningType,front opening,8
hasMaterialType,cotton,hasOpeningType,front opening,8
hasLength,knee-length,hasOpeningType,front opening,8
hasWaistline,natural,hasOpeningType,front opening,8
belongsToCategory,upperbody,hasOpeningType,front opening,8
depicts,dress,hasOpeningType,front opening,8
hasOpeningType,front opening,hasLength,knee-length,8
hasFabricTreatment,plain weave,hasWaistline,natural,8
hasOpeningType,front opening,hasWaistline,natural,8
hasOpeningType,front opening,belongsToCategory,upperbody,8
hasOpeningType,front opening,depicts,dress,8
hasSilhouette,a-line,hasOpeningType,front opening,7
hasOpeningType,front opening,hasSilhouette,a-line,7
hasNeckline,v-neck,hasOpeningType,front opening,6
hasOpeningType,front opening,hasNeckline,v-neck,6
hasSleeveType,short-sleeve,hasFabricTreatment,plain weave,5
hasFabricTreatment,plain weave,hasSleeveType,short-sleeve,5
hasOpeningType,zipper,hasFabricTreatment,plain weave,5
hasFabricTreatment,plain weave,hasOpeningType,zipper,5
hasCollarType,v-neck,hasOpeningType,front opening,5
hasOpeningType,front opening,hasCollarType,v-neck,5
hasWaistline,natural-waist,hasPattern,floral,4
hasWaistline,natural-waist,hasMaterialType,cotton,4
hasWaistline,natural-waist,hasSleeveType,short-sleeve,4
hasWaistline,natural-waist,hasNeckline,v-neck,4
hasWaistline,natural-waist,hasCollarType,v-neck,4
hasWaistline,natural-waist,hasLength,knee-length,4
hasPattern,floral,hasWaistline,natural-waist,4
hasMaterialType,cotton,hasWaistline,natural-waist,4
hasSleeveType,short-sleeve,hasWaistline,natural-waist,4
hasNeckline,v-neck,hasWaistline,natural-waist,4
hasCollarType,v-neck,hasWaistline,natural-waist,4
hasLength,knee-length,hasWaistline,natural-waist,4
hasSilhouette,a-line,hasWaistline,natural-waist,4
belongsToCategory,upperbody,hasWaistline,natural-waist,4
depicts,dress,hasWaistline,natural-waist,4
hasWaistline,natural-waist,hasSilhouette,a-line,4
hasWaistline,natural-waist,belongsToCategory,upperbody,4
hasWaistline,natural-waist,depicts,dress,4
hasSleeveType,sleeveless,hasOpeningType,zipper,4
hasOpeningType,zipper,hasSleeveType,sleeveless,4
hasNeckline,round,hasPattern,floral,4
hasNeckline,round,hasMaterialType,cotton,4
hasPattern,floral,hasNeckline,round,4
hasMaterialType,cotton,hasNeckline,round,4
hasLength,knee-length,hasNeckline,round,4
hasWaistline,natural,hasNeckline,round,4
hasSilhouette,a-line,hasNeckline,round,4
belongsToCategory,upperbody,hasNeckline,round,4
depicts,dress,hasNeckline,round,4
hasNeckline,round,hasLength,knee-length,4
hasNeckline,round,hasWaistline,natural,4
hasNeckline,round,hasSilhouette,a-line,4
hasNeckline,round,belongsToCategory,upperbody,4
hasNeckline,round,depicts,dress,4
hasSleeveType,short-sleeve,hasOpeningType,front opening,4
hasOpeningType,front opening,hasSleeveType,short-sleeve,4
hasWaistline,high-waisted,hasPattern,floral,3
hasWaistline,high-waisted,hasMaterialType,cotton,3
hasWaistline,high-waisted,hasOpeningType,zipper,3
hasWaistline,high-waisted,hasNeckline,v-neck,3
hasWaistline,high-waisted,hasLength,knee-length,3
hasPattern,floral,hasWaistline,high-waisted,3
hasMaterialType,cotton,hasWaistline,high-waisted,3
hasOpeningType,zipper,hasWaistline,high-waisted,3
hasNeckline,v-neck,hasWaistline,high-waisted,3
hasLength,knee-length,hasWaistline,high-waisted,3
hasSilhouette,a-line,hasWaistline,high-waisted,3
belongsToCategory,upperbody,hasWaistline,high-waisted,3
depicts,dress,hasWaistline,high-waisted,3
hasWaistline,high-waisted,hasSilhouette,a-line,3
hasWaistline,high-waisted,belongsToCategory,upperbody,3
hasWaistline,high-waisted,depicts,dress,3
hasSleeveType,sleeveless,hasFabricTreatment,plain weave,3
hasSleeveType,sleeveless,hasOpeningType,front opening,3
hasFabricTreatment,plain weave,hasSleeveType,sleeveless,3
hasOpeningType,front opening,hasSleeveType,sleeveless,3
hasOpeningType,button,hasPattern,floral,3
hasOpeningType,button,hasMaterialType,cotton,3
hasPattern,floral,hasOpeningType,button,3
hasMaterialType,cotton,hasOpeningType,button,3
hasNeckline,v-neck,hasOpeningType,button,3
hasCollarType,v-neck,hasOpeningType,button,3
hasLength,knee-length,hasOpeningType,button,3
hasWaistline,natural,hasOpeningType,button,3
hasSilhouette,a-line,hasOpeningType,button,3
belongsToCategory,upperbody,hasOpeningType,button,3
depicts,dress,hasOpeningType,button,3
hasOpeningType,button,hasNeckline,v-neck,3
hasOpeningType,button,hasCollarType,v-neck,3
hasOpeningType,button,hasLength,knee-length,3
hasOpeningType,button,hasWaistline,natural,3
hasOpeningType,button,hasSilhouette,a-line,3
hasOpeningType,button,belongsToCategory,upperbody,3
hasOpeningType,button,depicts,dress,3
hasOpeningType,zipper closure,hasPattern,floral,2
hasOpeningType,zipper closure,hasMaterialType,cotton,2
hasPattern,floral,hasOpeningType,zipper closure,2
hasMaterialType,cotton,hasOpeningType,zipper closure,2
hasSleeveType,short-sleeve,hasOpeningType,zipper closure,2
hasNeckline,v-neck,hasOpeningType,zipper closure,2
hasCollarType,v-neck,hasOpeningType,zipper closure,2
hasLength,knee-length,hasOpeningType,zipper closure,2
hasSilhouette,a-line,hasOpeningType,zipper closure,2
belongsToCategory,upperbody,hasOpeningType,zipper closure,2
depicts,dress,hasOpeningType,zipper closure,2
hasOpeningType,zipper closure,hasSleeveType,short-sleeve,2
hasOpeningType,zipper closure,hasNeckline,v-neck,2
hasOpeningType,zipper closure,hasCollarType,v-neck,2
hasOpeningType,zipper closure,hasLength,knee-length,2
hasOpeningType,zipper closure,hasSilhouette,a-line,2
hasOpeningType,zipper closure,belongsToCategory,upperbody,2
hasOpeningType,zipper closure,depicts,dress,2
hasWaistline,high-waisted,hasSleeveType,sleeveless,2
hasSleeveType,sleeveless,hasWaistline,high-waisted,2
hasOpeningType,front opening,hasFabricTreatment,plain weave,2
hasFabricTreatment,plain weave,hasOpeningType,front opening,2
hasWaistline,high-waisted,hasCollarType,v-neck,2
hasCollarType,v-neck,hasWaistline,high-waisted,2
hasPattern,floral,hasAnimalPattern,no,2
hasMaterialType,cotton,hasAnimalPattern,no,2
hasNeckline,v-neck,hasAnimalPattern,no,2
hasLength,knee-length,hasAnimalPattern,no,2
hasWaistline,natural,hasAnimalPattern,no,2
hasSilhouette,a-line,hasAnimalPattern,no,2
belongsToCategory,upperbody,hasAnimalPattern,no,2
depicts,dress,hasAnimalPattern,no,2
hasAnimalPattern,no,hasPattern,floral,2
hasAnimalPattern,no,hasMaterialType,cotton,2
hasAnimalPattern,no,hasNeckline,v-neck,2
hasAnimalPattern,no,hasLength,knee-length,2
hasAnimalPattern,no,hasWaistline,natural,2
hasAnimalPattern,no,hasSilhouette,a-line,2
hasAnimalPattern,no,belongsToCategory,upperbody,2
hasAnimalPattern,no,depicts,dress,2
hasNeckline,round,hasOpeningType,zipper,2
hasOpeningType,zipper,hasNeckline,round,2
hasCollarType,v-neck,hasNeckline,round,2
hasNeckline,round,hasCollarType,v-neck,2
hasSleeveType,short-sleeve,hasOpeningType,button,2
hasOpeningType,button,hasSleeveType,short-sleeve,2
hasNeckline,round,hasSleeveType,sleeveless,2
hasSleeveType,sleeveless,hasNeckline,round,2
hasFabricTreatment,unfinished seams,hasPattern,floral,2
hasPattern,floral,hasFabricTreatment,unfinished seams,2
hasMaterialType,cotton,hasFabricTreatment,unfinished seams,2
hasCollarType,v-neck,hasFabricTreatment,unfinished seams,2
hasLength,knee-length,hasFabricTreatment,unfinished seams,2
hasWaistline,natural,hasFabricTreatment,unfinished seams,2
hasSilhouette,a-line,hasFabricTreatment,unfinished seams,2
belongsToCategory,upperbody,hasFabricTreatment,unfinished seams,2
depicts,dress,hasFabricTreatment,unfinished seams,2
hasFabricTreatment,unfinished seams,hasMaterialType,cotton,2
hasFabricTreatment,unfinished seams,hasCollarType,v-neck,2
hasFabricTreatment,unfinished seams,hasLength,knee-length,2
hasFabricTreatment,unfinished seams,hasWaistline,natural,2
hasFabricTreatment,unfinished seams,hasSilhouette,a-line,2
hasFabricTreatment,unfinished seams,belongsToCategory,upperbody,2
hasFabricTreatment,unfinished seams,depicts,dress,2
hasSilhouette,straight,hasPattern,floral,2
hasSilhouette,straight,hasMaterialType,cotton,2
hasSilhouette,straight,hasOpeningType,front opening,2
hasSilhouette,straight,hasCollarType,v-neck,2
hasSilhouette,straight,hasLength,knee-length,2
hasSilhouette,straight,hasWaistline,natural,2
hasPattern,floral,hasSilhouette,straight,2
hasMaterialType,cotton,hasSilhouette,straight,2
hasOpeningType,front opening,hasSilhouette,straight,2
hasCollarType,v-neck,hasSilhouette,straight,2
hasLength,knee-length,hasSilhouette,straight,2
hasWaistline,natural,hasSilhouette,straight,2
belongsToCategory,upperbody,hasSilhouette,straight,2
depicts,dress,hasSilhouette,straight,2
hasSilhouette,straight,belongsToCategory,upperbody,2
hasSilhouette,straight,depicts,dress,2
hasCollarType,round,hasPattern,floral,2
hasCollarType,round,hasMaterialType,cotton,2
hasPattern,floral,hasCollarType,round,2
hasMaterialType,cotton,hasCollarType,round,2
hasLength,knee-length,hasCollarType,round,2
hasWaistline,natural,hasCollarType,round,2
hasSilhouette,a-line,hasCollarType,round,2
belongsToCategory,upperbody,hasCollarType,round,2
depicts,dress,hasCollarType,round,2
hasCollarType,round,hasLength,knee-length,2
hasCollarType,round,hasWaistline,natural,2
hasCollarType,round,hasSilhouette,a-line,2
hasCollarType,round,belongsToCategory,upperbody,2
hasCollarType,round,depicts,dress,2
hasNeckline,round,hasOpeningType,front opening,2
hasOpeningType,front opening,hasNeckline,round,2
hasWaistline,natural,hasOpeningType,zipper closure,1
hasOpeningType,zipper closure,hasWaistline,natural,1
hasOpeningType,zipper closure,hasFabricTreatment,plain weave,1
hasWaistline,natural-waist,hasFabricTreatment,plain weave,1
hasFabricTreatment,plain weave,hasOpeningType,zipper closure,1
hasWaistline,natural-waist,hasOpeningType,zipper closure,1
hasFabricTreatment,plain weave,hasWaistline,natural-waist,1
hasOpeningType,zipper closure,hasWaistline,natural-waist,1
hasOpeningType,round neckline,hasPattern,floral,1
hasOpeningType,round neckline,hasMaterialType,cotton,1
hasPattern,floral,hasOpeningType,round neckline,1
hasMaterialType,cotton,hasOpeningType,round neckline,1
hasSleeveType,short-sleeve,hasOpeningType,round neckline,1
hasNeckline,v-neck,hasOpeningType,round neckline,1
hasCollarType,v-neck,hasOpeningType,round neckline,1
hasWaistline,natural-waist,hasOpeningType,round neckline,1
hasLength,knee-length,hasOpeningType,round neckline,1
hasSilhouette,a-line,hasOpeningType,round neckline,1
belongsToCategory,upperbody,hasOpeningType,round neckline,1
depicts,dress,hasOpeningType,round neckline,1
hasOpeningType,round neckline,hasSleeveType,short-sleeve,1
hasOpeningType,round neckline,hasNeckline,v-neck,1
hasOpeningType,round neckline,hasCollarType,v-neck,1
hasOpeningType,round neckline,hasWaistline,natural-waist,1
hasOpeningType,round neckline,hasLength,knee-length,1
hasOpeningType,round neckline,hasSilhouette,a-line,1
hasOpeningType,round neckline,belongsToCategory,upperbody,1
hasOpeningType,round neckline,depicts,dress,1
hasCollarType,scoop,hasPattern,floral,1
hasCollarType,scoop,hasMaterialType,cotton,1
hasCollarType,scoop,hasOpeningType,zipper,1
hasCollarType,scoop,hasSleeveType,sleeveless,1
hasCollarType,scoop,hasNeckline,v-neck,1
hasPattern,floral,hasCollarType,scoop,1
hasMaterialType,cotton,hasCollarType,scoop,1
hasOpeningType,zipper,hasCollarType,scoop,1
hasSleeveType,sleeveless,hasCollarType,scoop,1
hasNeckline,v-neck,hasCollarType,scoop,1
hasLength,knee-length,hasCollarType,scoop,1
hasWaistline,high-waisted,hasCollarType,scoop,1
hasSilhouette,a-line,hasCollarType,scoop,1
belongsToCategory,upperbody,hasCollarType,scoop,1
depicts,dress,hasCollarType,scoop,1
hasCollarType,scoop,hasLength,knee-length,1
hasCollarType,scoop,hasWaistline,high-waisted,1
hasCollarType,scoop,hasSilhouette,a-line,1
hasCollarType,scoop,belongsToCategory,upperbody,1
hasCollarType,scoop,depicts,dress,1
hasPattern,floral,hasAnimalPattern,no animal patterns,1
hasFabricTreatment,plain weave,hasAnimalPattern,no animal patterns,1
hasMaterialType,cotton,hasAnimalPattern,no animal patterns,1
hasOpeningType,front opening,hasAnimalPattern,no animal patterns,1
hasSleeveType,sleeveless,hasAnimalPattern,no animal patterns,1
hasNeckline,v-neck,hasAnimalPattern,no animal patterns,1
hasLength,knee-length,hasAnimalPattern,no animal patterns,1
hasWaistline,natural,hasAnimalPattern,no animal patterns,1
hasSilhouette,a-line,hasAnimalPattern,no animal patterns,1
belongsToCategory,upperbody,hasAnimalPattern,no animal patterns,1
depicts,dress,hasAnimalPattern,no animal patterns,1
hasAnimalPattern,no animal patterns,hasPattern,floral,1
hasAnimalPattern,no animal patterns,hasFabricTreatment,plain weave,1
hasAnimalPattern,no animal patterns,hasMaterialType,cotton,1
hasAnimalPattern,no animal patterns,hasOpeningType,front opening,1
hasAnimalPattern,no animal patterns,hasSleeveType,sleeveless,1
hasAnimalPattern,no animal patterns,hasNeckline,v-neck,1
hasAnimalPattern,no animal patterns,hasLength,knee-length,1
hasAnimalPattern,no animal patterns,hasWaistline,natural,1
hasAnimalPattern,no animal patterns,hasSilhouette,a-line,1
hasAnimalPattern,no animal patterns,belongsToCategory,upperbody,1
hasAnimalPattern,no animal patterns,depicts,dress,1
hasOpeningType,hidden opening,hasPattern,floral,1
hasOpeningType,hidden opening,hasMaterialType,cotton,1
hasPattern,floral,hasOpeningType,hidden opening,1
hasMaterialType,cotton,hasOpeningType,hidden opening,1
hasSleeveType,sleeveless,hasOpeningType,hidden opening,1
hasNeckline,v-neck,hasOpeningType,hidden opening,1
hasLength,knee-length,hasOpeningType,hidden opening,1
hasWaistline,natural,hasOpeningType,hidden opening,1
hasSilhouette,a-line,hasOpeningType,hidden opening,1
belongsToCategory,upperbody,hasOpeningType,hidden opening,1
depicts,dress,hasOpeningType,hidden opening,1
hasOpeningType,hidden opening,hasSleeveType,sleeveless,1
hasOpeningType,hidden opening,hasNeckline,v-neck,1
hasOpeningType,hidden opening,hasLength,knee-length,1
hasOpeningType,hidden opening,hasWaistline,natural,1
hasOpeningType,hidden opening,hasSilhouette,a-line,1
hasOpeningType,hidden opening,belongsToCategory,upperbody,1
hasOpeningType,hidden opening,depicts,dress,1
hasWaistline,high-waisted,hasFabricTreatment,plain weave,1
hasCollarType,v-neck,hasSleeveType,sleeveless,1
hasSleeveType,sleeveless,hasCollarType,v-neck,1
hasFabricTreatment,plain weave,hasWaistline,high-waisted,1
hasFabricTreatment,plain weave,hasAnimalPattern,no,1
hasOpeningType,zipper,hasAnimalPattern,no,1
hasSleeveType,sleeveless,hasAnimalPattern,no,1
hasCollarType,notch-collar,hasAnimalPattern,no,1
hasCollarType,notch-collar,hasPattern,floral,1
hasAnimalPattern,no,hasFabricTreatment,plain weave,1
hasCollarType,notch-collar,hasFabricTreatment,plain weave,1
hasCollarType,notch-collar,hasMaterialType,cotton,1
hasAnimalPattern,no,hasOpeningType,zipper,1
hasCollarType,notch-collar,hasOpeningType,zipper,1
hasAnimalPattern,no,hasSleeveType,sleeveless,1
hasCollarType,notch-collar,hasSleeveType,sleeveless,1
hasCollarType,notch-collar,hasNeckline,v-neck,1
hasAnimalPattern,no,hasCollarType,notch-collar,1
hasPattern,floral,hasCollarType,notch-collar,1
hasFabricTreatment,plain weave,hasCollarType,notch-collar,1
hasMaterialType,cotton,hasCollarType,notch-collar,1
hasOpeningType,zipper,hasCollarType,notch-collar,1
hasSleeveType,sleeveless,hasCollarType,notch-collar,1
hasNeckline,v-neck,hasCollarType,notch-collar,1
hasLength,knee-length,hasCollarType,notch-collar,1
hasWaistline,natural,hasCollarType,notch-collar,1
hasSilhouette,a-line,hasCollarType,notch-collar,1
belongsToCategory,upperbody,hasCollarType,notch-collar,1
depicts,dress,hasCollarType,notch-collar,1
hasCollarType,notch-collar,hasLength,knee-length,1
hasCollarType,notch-collar,hasWaistline,natural,1
hasCollarType,notch-collar,hasSilhouette,a-line,1
hasCollarType,notch-collar,belongsToCategory,upperbody,1
hasCollarType,notch-collar,depicts,dress,1
hasSleeveType,long,hasPattern,floral,1
hasSleeveType,long,hasFabricTreatment,plain weave,1
hasSleeveType,long,hasMaterialType,cotton,1
hasSleeveType,long,hasOpeningType,zipper,1
hasPattern,floral,hasSleeveType,long,1
hasFabricTreatment,plain weave,hasSleeveType,long,1
hasMaterialType,cotton,hasSleeveType,long,1
hasOpeningType,zipper,hasSleeveType,long,1
hasNeckline,v-neck,hasSleeveType,long,1
hasCollarType,v-neck,hasSleeveType,long,1
hasLength,knee-length,hasSleeveType,long,1
hasWaistline,natural,hasSleeveType,long,1
hasSilhouette,a-line,hasSleeveType,long,1
belongsToCategory,upperbody,hasSleeveType,long,1
depicts,dress,hasSleeveType,long,1
hasSleeveType,long,hasNeckline,v-neck,1
hasSleeveType,long,hasCollarType,v-neck,1
hasSleeveType,long,hasLength,knee-length,1
hasSleeveType,long,hasWaistline,natural,1
hasSleeveType,long,hasSilhouette,a-line,1
hasSleeveType,long,belongsToCategory,upperbody,1
hasSleeveType,long,depicts,dress,1
hasWaistline,high-waisted,hasSleeveType,short-sleeve,1
hasSleeveType,short-sleeve,hasWaistline,high-waisted,1
hasNeckline,round,hasFabricTreatment,plain weave,1
hasNeckline,round,hasSleeveType,short-sleeve,1
hasFabricTreatment,plain weave,hasNeckline,round,1
hasSleeveType,short-sleeve,hasNeckline,round,1
hasFabricTreatment,solid,hasPattern,floral,1
hasSleeveType,short,hasPattern,floral,1
hasPattern,floral,hasFabricTreatment,solid,1
hasMaterialType,cotton,hasFabricTreatment,solid,1
hasOpeningType,button,hasFabricTreatment,solid,1
hasSleeveType,short,hasFabricTreatment,solid,1
hasNeckline,v-neck,hasFabricTreatment,solid,1
hasCollarType,v-neck,hasFabricTreatment,solid,1
hasLength,knee-length,hasFabricTreatment,solid,1
hasWaistline,natural,hasFabricTreatment,solid,1
hasSilhouette,a-line,hasFabricTreatment,solid,1
belongsToCategory,upperbody,hasFabricTreatment,solid,1
depicts,dress,hasFabricTreatment,solid,1
hasFabricTreatment,solid,hasMaterialType,cotton,1
hasSleeveType,short,hasMaterialType,cotton,1
hasFabricTreatment,solid,hasOpeningType,button,1
hasSleeveType,short,hasOpeningType,button,1
hasPattern,floral,hasSleeveType,short,1
hasFabricTreatment,solid,hasSleeveType,short,1
hasMaterialType,cotton,hasSleeveType,short,1
hasOpeningType,button,hasSleeveType,short,1
hasNeckline,v-neck,hasSleeveType,short,1
hasCollarType,v-neck,hasSleeveType,short,1
hasLength,knee-length,hasSleeveType,short,1
hasWaistline,natural,hasSleeveType,short,1
hasSilhouette,a-line,hasSleeveType,short,1
belongsToCategory,upperbody,hasSleeveType,short,1
depicts,dress,hasSleeveType,short,1
hasFabricTreatment,solid,hasNeckline,v-neck,1
hasSleeveType,short,hasNeckline,v-neck,1
hasFabricTreatment,solid,hasCollarType,v-neck,1
hasSleeveType,short,hasCollarType,v-neck,1
hasFabricTreatment,solid,hasLength,knee-length,1
hasSleeveType,short,hasLength,knee-length,1
hasFabricTreatment,solid,hasWaistline,natural,1
hasSleeveType,short,hasWaistline,natural,1
hasFabricTreatment,solid,hasSilhouette,a-line,1
hasSleeveType,short,hasSilhouette,a-line,1
hasFabricTreatment,solid,belongsToCategory,upperbody,1
hasSleeveType,short,belongsToCategory,upperbody,1
hasFabricTreatment,solid,depicts,dress,1
hasSleeveType,short,depicts,dress,1
hasOpeningType,zip,hasPattern,floral,1
hasOpeningType,zip,hasFabricTreatment,plain weave,1
hasOpeningType,zip,hasMaterialType,cotton,1
hasPattern,floral,hasOpeningType,zip,1
hasFabricTreatment,plain weave,hasOpeningType,zip,1
hasMaterialType,cotton,hasOpeningType,zip,1
hasSleeveType,short-sleeve,hasOpeningType,zip,1
hasNeckline,v-neck,hasOpeningType,zip,1
hasCollarType,v-neck,hasOpeningType,zip,1
hasLength,knee-length,hasOpeningType,zip,1
hasWaistline,natural,hasOpeningType,zip,1
hasSilhouette,a-line,hasOpeningType,zip,1
belongsToCategory,upperbody,hasOpeningType,zip,1
depicts,dress,hasOpeningType,zip,1
hasOpeningType,zip,hasSleeveType,short-sleeve,1
hasOpeningType,zip,hasNeckline,v-neck,1
hasOpeningType,zip,hasCollarType,v-neck,1
hasOpeningType,zip,hasLength,knee-length,1
hasOpeningType,zip,hasWaistline,natural,1
hasOpeningType,zip,hasSilhouette,a-line,1
