relation1,attribute1,relation2,attribute2,frequency
hasFabricTreatment,smooth,hasMaterialType,leather,3
hasFabricTreatment,smooth,belongsToCategory,lowerbody,3
hasMaterialType,leather,hasLeatherType,full-grain leather,3
hasOpeningType,zipper,hasLeatherType,full-grain leather,3
hasLength,short,hasLeatherType,full-grain leather,3
hasSilhouette,rectangular,hasLeatherType,full-grain leather,3
belongsToCategory,lowerbody,hasLeatherType,full-grain leather,3
depicts,wallet,hasLeatherType,full-grain leather,3
hasLeatherType,full-grain leather,hasMaterialType,leather,3
hasLeatherType,full-grain leather,hasOpeningType,zipper,3
hasLeatherType,full-grain leather,hasLength,short,3
hasLeatherType,full-grain leather,hasSilhouette,rectangular,3
hasLeatherType,full-grain leather,belongsToCategory,lowerbody,3
hasLeatherType,full-grain leather,depicts,wallet,3
belongsToCategory,upperbody,hasMaterialType,fabric,3
hasMaterialType,fabric,belongsToCategory,upperbody,3
hasMaterialType,leather,hasPattern,striped,2
hasMaterialType,leather,hasFabricTreatment,embossed,2
hasOpeningType,zipper,hasFabricTreatment,embossed,2
hasSilhouette,rectangular,hasFabricTreatment,embossed,2
depicts,wallet,hasFabricTreatment,embossed,2
hasPattern,striped,hasMaterialType,leather,2
hasFabricTreatment,embossed,hasMaterialType,leather,2
hasFabricTreatment,embossed,hasOpeningType,zipper,2
hasFabricTreatment,embossed,hasSilhouette,rectangular,2
hasFabricTreatment,embossed,depicts,wallet,2
belongsToCategory,accessories,hasMaterialType,leather,2
belongsToCategory,accessories,hasSilhouette,rectangular,2
hasMaterialType,leather,belongsToCategory,accessories,2
hasSilhouette,rectangular,belongsToCategory,accessories,2
depicts,wallet,belongsToCategory,accessories,2
belongsToCategory,accessories,depicts,wallet,2
hasOpeningType,zipper,hasFabricTreatment,no treatment,2
hasLength,short,hasFabricTreatment,no treatment,2
hasSilhouette,rectangular,hasFabricTreatment,no treatment,2
depicts,wallet,hasFabricTreatment,no treatment,2
hasFabricTreatment,no treatment,hasOpeningType,zipper,2
hasFabricTreatment,no treatment,hasLength,short,2
hasFabricTreatment,no treatment,hasSilhouette,rectangular,2
hasFabricTreatment,no treatment,depicts,wallet,2
hasWaistline,high-waisted,hasOpeningType,zipper,2
hasWaistline,high-waisted,hasLength,short,2
hasOpeningType,zipper,hasWaistline,high-waisted,2
hasLength,short,hasWaistline,high-waisted,2
hasSilhouette,rectangular,hasWaistline,high-waisted,2
depicts,wallet,hasWaistline,high-waisted,2
hasWaistline,high-waisted,hasSilhouette,rectangular,2
hasWaistline,high-waisted,depicts,wallet,2
hasMaterialType,fabric,hasFabricTreatment,plain weave,2
hasOpeningType,zipper,hasFabricTreatment,plain weave,2
hasLength,short,hasFabricTreatment,plain weave,2
hasSilhouette,rectangular,hasFabricTreatment,plain weave,2
depicts,wallet,hasFabricTreatment,plain weave,2
hasFabricTreatment,plain weave,hasMaterialType,fabric,2
hasFabricTreatment,plain weave,hasOpeningType,zipper,2
hasSleeveType,short,hasOpeningType,zipper,2
hasWaistline,high,hasOpeningType,zipper,2
hasOpeningType,zipper,hasSleeveType,short,2
hasSilhouette,rectangular,hasSleeveType,short,2
belongsToCategory,lowerbody,hasSleeveType,short,2
depicts,wallet,hasSleeveType,short,2
hasFabricTreatment,plain weave,hasLength,short,2
hasWaistline,high,hasLength,short,2
hasOpeningType,zipper,hasWaistline,high,2
hasLength,short,hasWaistline,high,2
hasSilhouette,rectangular,hasWaistline,high,2
belongsToCategory,lowerbody,hasWaistline,high,2
depicts,wallet,hasWaistline,high,2
hasFabricTreatment,plain weave,hasSilhouette,rectangular,2
hasSleeveType,short,hasSilhouette,rectangular,2
hasWaistline,high,hasSilhouette,rectangular,2
hasSleeveType,short,belongsToCategory,lowerbody,2
hasWaistline,high,belongsToCategory,lowerbody,2
hasFabricTreatment,plain weave,depicts,wallet,2
hasSleeveType,short,depicts,wallet,2
hasWaistline,high,depicts,wallet,2
hasPattern,solid color,hasAnimalPattern,non-existent,2
hasLeatherType,full-grain leather,hasAnimalPattern,non-existent,2
hasMaterialType,leather,hasAnimalPattern,non-existent,2
hasOpeningType,zipper,hasAnimalPattern,non-existent,2
hasLength,short,hasAnimalPattern,non-existent,2
hasSilhouette,rectangular,hasAnimalPattern,non-existent,2
belongsToCategory,lowerbody,hasAnimalPattern,non-existent,2
depicts,wallet,hasAnimalPattern,non-existent,2
hasAnimalPattern,non-existent,hasPattern,solid color,2
hasLeatherType,full-grain leather,hasPattern,solid color,2
hasSleeveType,non-existent,hasPattern,solid color,2
hasNeckline,non-existent,hasPattern,solid color,2
hasLapelType,non-existent,hasPattern,solid color,2
hasCollarType,non-existent,hasPattern,solid color,2
hasAnimalPattern,non-existent,hasLeatherType,full-grain leather,2
hasPattern,solid color,hasLeatherType,full-grain leather,2
hasSleeveType,non-existent,hasLeatherType,full-grain leather,2
hasNeckline,non-existent,hasLeatherType,full-grain leather,2
hasLapelType,non-existent,hasLeatherType,full-grain leather,2
hasCollarType,non-existent,hasLeatherType,full-grain leather,2
hasAnimalPattern,non-existent,hasMaterialType,leather,2
hasSleeveType,non-existent,hasMaterialType,leather,2
hasNeckline,non-existent,hasMaterialType,leather,2
hasLapelType,non-existent,hasMaterialType,leather,2
hasCollarType,non-existent,hasMaterialType,leather,2
hasAnimalPattern,non-existent,hasOpeningType,zipper,2
hasSleeveType,non-existent,hasOpeningType,zipper,2
hasNeckline,non-existent,hasOpeningType,zipper,2
hasLapelType,non-existent,hasOpeningType,zipper,2
hasCollarType,non-existent,hasOpeningType,zipper,2
hasPattern,solid color,hasSleeveType,non-existent,2
hasLeatherType,full-grain leather,hasSleeveType,non-existent,2
hasMaterialType,leather,hasSleeveType,non-existent,2
hasOpeningType,zipper,hasSleeveType,non-existent,2
hasLength,short,hasSleeveType,non-existent,2
hasSilhouette,rectangular,hasSleeveType,non-existent,2
belongsToCategory,lowerbody,hasSleeveType,non-existent,2
depicts,wallet,hasSleeveType,non-existent,2
hasPattern,solid color,hasNeckline,non-existent,2
hasLeatherType,full-grain leather,hasNeckline,non-existent,2
hasMaterialType,leather,hasNeckline,non-existent,2
hasOpeningType,zipper,hasNeckline,non-existent,2
hasLength,short,hasNeckline,non-existent,2
hasSilhouette,rectangular,hasNeckline,non-existent,2
belongsToCategory,lowerbody,hasNeckline,non-existent,2
depicts,wallet,hasNeckline,non-existent,2
hasPattern,solid color,hasLapelType,non-existent,2
hasLeatherType,full-grain leather,hasLapelType,non-existent,2
hasMaterialType,leather,hasLapelType,non-existent,2
hasOpeningType,zipper,hasLapelType,non-existent,2
hasLength,short,hasLapelType,non-existent,2
hasSilhouette,rectangular,hasLapelType,non-existent,2
belongsToCategory,lowerbody,hasLapelType,non-existent,2
depicts,wallet,hasLapelType,non-existent,2
hasPattern,solid color,hasCollarType,non-existent,2
hasLeatherType,full-grain leather,hasCollarType,non-existent,2
hasMaterialType,leather,hasCollarType,non-existent,2
hasOpeningType,zipper,hasCollarType,non-existent,2
hasLength,short,hasCollarType,non-existent,2
hasSilhouette,rectangular,hasCollarType,non-existent,2
belongsToCategory,lowerbody,hasCollarType,non-existent,2
depicts,wallet,hasCollarType,non-existent,2
hasAnimalPattern,non-existent,hasLength,short,2
hasSleeveType,non-existent,hasLength,short,2
hasNeckline,non-existent,hasLength,short,2
hasLapelType,non-existent,hasLength,short,2
hasCollarType,non-existent,hasLength,short,2
hasAnimalPattern,non-existent,hasSilhouette,rectangular,2
hasSleeveType,non-existent,hasSilhouette,rectangular,2
hasNeckline,non-existent,hasSilhouette,rectangular,2
hasLapelType,non-existent,hasSilhouette,rectangular,2
hasCollarType,non-existent,hasSilhouette,rectangular,2
hasAnimalPattern,non-existent,belongsToCategory,lowerbody,2
hasSleeveType,non-existent,belongsToCategory,lowerbody,2
hasNeckline,non-existent,belongsToCategory,lowerbody,2
hasLapelType,non-existent,belongsToCategory,lowerbody,2
hasCollarType,non-existent,belongsToCategory,lowerbody,2
hasAnimalPattern,non-existent,depicts,wallet,2
hasSleeveType,non-existent,depicts,wallet,2
hasNeckline,non-existent,depicts,wallet,2
hasLapelType,non-existent,depicts,wallet,2
hasCollarType,non-existent,depicts,wallet,2
hasPocketType,front pocket,hasMaterialType,leather,2
hasWaistline,natural,hasMaterialType,leather,2
hasPocketType,front pocket,hasOpeningType,zipper,2
hasWaistline,natural,hasOpeningType,zipper,2
hasMaterialType,leather,hasPocketType,front pocket,2
hasOpeningType,zipper,hasPocketType,front pocket,2
hasSilhouette,rectangular,hasPocketType,front pocket,2
belongsToCategory,lowerbody,hasPocketType,front pocket,2
depicts,wallet,hasPocketType,front pocket,2
hasMaterialType,leather,hasWaistline,natural,2
hasOpeningType,zipper,hasWaistline,natural,2
hasSilhouette,rectangular,hasWaistline,natural,2
belongsToCategory,lowerbody,hasWaistline,natural,2
depicts,wallet,hasWaistline,natural,2
hasPocketType,front pocket,hasSilhouette,rectangular,2
hasWaistline,natural,hasSilhouette,rectangular,2
hasPocketType,front pocket,belongsToCategory,lowerbody,2
hasWaistline,natural,belongsToCategory,lowerbody,2
hasPocketType,front pocket,depicts,wallet,2
hasWaistline,natural,depicts,wallet,2
belongsToCategory,bag,hasMaterialType,leather,2
belongsToCategory,bag,hasOpeningType,zipper,2
belongsToCategory,bag,hasLength,short,2
belongsToCategory,bag,hasSilhouette,rectangular,2
hasMaterialType,leather,belongsToCategory,bag,2
hasOpeningType,zipper,belongsToCategory,bag,2
hasLength,short,belongsToCategory,bag,2
hasSilhouette,rectangular,belongsToCategory,bag,2
depicts,wallet,belongsToCategory,bag,2
belongsToCategory,bag,depicts,wallet,2
hasLength,long,hasMaterialType,leather,2
hasLength,long,hasOpeningType,zipper,2
hasMaterialType,leather,hasLength,long,2
hasOpeningType,zipper,hasLength,long,2
hasSilhouette,rectangular,hasLength,long,2
depicts,wallet,hasLength,long,2
hasLength,long,hasSilhouette,rectangular,2
hasLength,long,depicts,wallet,2
hasFabricTreatment,embossed,hasPattern,striped,1
belongsToCategory,wholebody,hasPattern,striped,1
hasPattern,striped,hasFabricTreatment,embossed,1
hasLength,short,hasFabricTreatment,embossed,1
belongsToCategory,wholebody,hasFabricTreatment,embossed,1
belongsToCategory,wholebody,hasMaterialType,leather,1
belongsToCategory,wholebody,hasOpeningType,zipper,1
hasFabricTreatment,embossed,hasLength,short,1
belongsToCategory,wholebody,hasLength,short,1
belongsToCategory,wholebody,hasSilhouette,rectangular,1
hasPattern,striped,belongsToCategory,wholebody,1
hasFabricTreatment,embossed,belongsToCategory,wholebody,1
hasMaterialType,leather,belongsToCategory,wholebody,1
hasOpeningType,zipper,belongsToCategory,wholebody,1
hasLength,short,belongsToCategory,wholebody,1
hasSilhouette,rectangular,belongsToCategory,wholebody,1
depicts,wallet,belongsToCategory,wholebody,1
belongsToCategory,wholebody,depicts,wallet,1
belongsToCategory,accessories,hasLength,short,1
hasLength,short,belongsToCategory,accessories,1
hasPattern,solid color,hasAnimalPattern,no pattern,1
hasFabricTreatment,no treatment,hasAnimalPattern,no pattern,1
hasMaterialType,leather,hasAnimalPattern,no pattern,1
hasOpeningType,zipper,hasAnimalPattern,no pattern,1
hasPocketType,pocket,hasAnimalPattern,no pattern,1
hasSleeveType,sleeveless,hasAnimalPattern,no pattern,1
hasNeckline,open neckline,hasAnimalPattern,no pattern,1
hasLength,short,hasAnimalPattern,no pattern,1
hasSilhouette,rectangular,hasAnimalPattern,no pattern,1
belongsToCategory,lowerbody,hasAnimalPattern,no pattern,1
depicts,wallet,hasAnimalPattern,no pattern,1
hasAnimalPattern,no pattern,hasPattern,solid color,1
hasFabricTreatment,no treatment,hasPattern,solid color,1
hasPocketType,pocket,hasPattern,solid color,1
hasSleeveType,sleeveless,hasPattern,solid color,1
hasNeckline,open neckline,hasPattern,solid color,1
hasAnimalPattern,no pattern,hasFabricTreatment,no treatment,1
hasPattern,solid color,hasFabricTreatment,no treatment,1
hasMaterialType,leather,hasFabricTreatment,no treatment,1
hasPocketType,pocket,hasFabricTreatment,no treatment,1
hasSleeveType,sleeveless,hasFabricTreatment,no treatment,1
hasNeckline,open neckline,hasFabricTreatment,no treatment,1
belongsToCategory,lowerbody,hasFabricTreatment,no treatment,1
hasAnimalPattern,no pattern,hasMaterialType,leather,1
hasFabricTreatment,no treatment,hasMaterialType,leather,1
hasPocketType,pocket,hasMaterialType,leather,1
hasNeckline,open neckline,hasMaterialType,leather,1
hasAnimalPattern,no pattern,hasOpeningType,zipper,1
hasPocketType,pocket,hasOpeningType,zipper,1
hasNeckline,open neckline,hasOpeningType,zipper,1
hasAnimalPattern,no pattern,hasPocketType,pocket,1
hasPattern,solid color,hasPocketType,pocket,1
hasFabricTreatment,no treatment,hasPocketType,pocket,1
hasMaterialType,leather,hasPocketType,pocket,1
hasOpeningType,zipper,hasPocketType,pocket,1
hasSleeveType,sleeveless,hasPocketType,pocket,1
hasNeckline,open neckline,hasPocketType,pocket,1
hasLength,short,hasPocketType,pocket,1
hasSilhouette,rectangular,hasPocketType,pocket,1
belongsToCategory,lowerbody,hasPocketType,pocket,1
depicts,wallet,hasPocketType,pocket,1
hasAnimalPattern,no pattern,hasSleeveType,sleeveless,1
hasPattern,solid color,hasSleeveType,sleeveless,1
hasFabricTreatment,no treatment,hasSleeveType,sleeveless,1
hasPocketType,pocket,hasSleeveType,sleeveless,1
hasNeckline,open neckline,hasSleeveType,sleeveless,1
hasAnimalPattern,no pattern,hasNeckline,open neckline,1
hasPattern,solid color,hasNeckline,open neckline,1
hasFabricTreatment,no treatment,hasNeckline,open neckline,1
hasMaterialType,leather,hasNeckline,open neckline,1
hasOpeningType,zipper,hasNeckline,open neckline,1
hasPocketType,pocket,hasNeckline,open neckline,1
hasSleeveType,sleeveless,hasNeckline,open neckline,1
hasLength,short,hasNeckline,open neckline,1
hasSilhouette,rectangular,hasNeckline,open neckline,1
belongsToCategory,lowerbody,hasNeckline,open neckline,1
depicts,wallet,hasNeckline,open neckline,1
hasAnimalPattern,no pattern,hasLength,short,1
hasPocketType,pocket,hasLength,short,1
hasNeckline,open neckline,hasLength,short,1
hasAnimalPattern,no pattern,hasSilhouette,rectangular,1
hasPocketType,pocket,hasSilhouette,rectangular,1
hasNeckline,open neckline,hasSilhouette,rectangular,1
hasAnimalPattern,no pattern,belongsToCategory,lowerbody,1
hasFabricTreatment,no treatment,belongsToCategory,lowerbody,1
hasPocketType,pocket,belongsToCategory,lowerbody,1
hasNeckline,open neckline,belongsToCategory,lowerbody,1
hasAnimalPattern,no pattern,depicts,wallet,1
hasPocketType,pocket,depicts,wallet,1
hasNeckline,open neckline,depicts,wallet,1
hasLeatherType,cow leather,hasPattern,solid color,1
hasPocketType,no pocket,hasPattern,solid color,1
hasPattern,solid color,hasLeatherType,cow leather,1
hasMaterialType,leather,hasLeatherType,cow leather,1
hasOpeningType,zipper,hasLeatherType,cow leather,1
hasPocketType,no pocket,hasLeatherType,cow leather,1
hasLength,short,hasLeatherType,cow leather,1
hasSilhouette,rectangular,hasLeatherType,cow leather,1
belongsToCategory,lowerbody,hasLeatherType,cow leather,1
depicts,wallet,hasLeatherType,cow leather,1
hasLeatherType,cow leather,hasMaterialType,leather,1
hasPocketType,no pocket,hasMaterialType,leather,1
hasLeatherType,cow leather,hasOpeningType,zipper,1
hasPocketType,no pocket,hasOpeningType,zipper,1
hasPattern,solid color,hasPocketType,no pocket,1
hasLeatherType,cow leather,hasPocketType,no pocket,1
hasMaterialType,leather,hasPocketType,no pocket,1
hasOpeningType,zipper,hasPocketType,no pocket,1
hasLength,short,hasPocketType,no pocket,1
hasSilhouette,rectangular,hasPocketType,no pocket,1
belongsToCategory,lowerbody,hasPocketType,no pocket,1
depicts,wallet,hasPocketType,no pocket,1
hasLeatherType,cow leather,hasLength,short,1
hasPocketType,no pocket,hasLength,short,1
hasLeatherType,cow leather,hasSilhouette,rectangular,1
hasPocketType,no pocket,hasSilhouette,rectangular,1
hasLeatherType,cow leather,belongsToCategory,lowerbody,1
hasPocketType,no pocket,belongsToCategory,lowerbody,1
hasLeatherType,cow leather,depicts,wallet,1
hasPocketType,no pocket,depicts,wallet,1
hasOpeningType,zipper,hasMaterialType,synthetic,1
hasPocketType,pockets,hasMaterialType,synthetic,1
hasSleeveType,sleeveless,hasMaterialType,synthetic,1
hasLength,short,hasMaterialType,synthetic,1
hasWaistline,high-waisted,hasMaterialType,synthetic,1
hasSilhouette,rectangular,hasMaterialType,synthetic,1
belongsToCategory,upperbody,hasMaterialType,synthetic,1
depicts,wallet,hasMaterialType,synthetic,1
hasMaterialType,synthetic,hasOpeningType,zipper,1
hasPocketType,pockets,hasOpeningType,zipper,1
hasMaterialType,synthetic,hasPocketType,pockets,1
hasOpeningType,zipper,hasPocketType,pockets,1
hasSleeveType,sleeveless,hasPocketType,pockets,1
hasLength,short,hasPocketType,pockets,1
hasWaistline,high-waisted,hasPocketType,pockets,1
hasSilhouette,rectangular,hasPocketType,pockets,1
belongsToCategory,upperbody,hasPocketType,pockets,1
depicts,wallet,hasPocketType,pockets,1
hasMaterialType,synthetic,hasSleeveType,sleeveless,1
hasPocketType,pockets,hasSleeveType,sleeveless,1
hasWaistline,high-waisted,hasSleeveType,sleeveless,1
belongsToCategory,upperbody,hasSleeveType,sleeveless,1
hasMaterialType,synthetic,hasLength,short,1
hasPocketType,pockets,hasLength,short,1
hasMaterialType,synthetic,hasWaistline,high-waisted,1
hasPocketType,pockets,hasWaistline,high-waisted,1
hasSleeveType,sleeveless,hasWaistline,high-waisted,1
belongsToCategory,upperbody,hasWaistline,high-waisted,1
hasMaterialType,synthetic,hasSilhouette,rectangular,1
hasPocketType,pockets,hasSilhouette,rectangular,1
hasMaterialType,synthetic,belongsToCategory,upperbody,1
hasPocketType,pockets,belongsToCategory,upperbody,1
hasSleeveType,sleeveless,belongsToCategory,upperbody,1
hasWaistline,high-waisted,belongsToCategory,upperbody,1
hasMaterialType,synthetic,depicts,wallet,1
hasPocketType,pockets,depicts,wallet,1
hasPocketType,outside,hasMaterialType,leather,1
hasPocketType,outside,hasOpeningType,zipper,1
hasMaterialType,leather,hasPocketType,outside,1
hasOpeningType,zipper,hasPocketType,outside,1
hasLength,short,hasPocketType,outside,1
hasSilhouette,rectangular,hasPocketType,outside,1
belongsToCategory,upperbody,hasPocketType,outside,1
depicts,wallet,hasPocketType,outside,1
hasPocketType,outside,hasLength,short,1
hasPocketType,outside,hasSilhouette,rectangular,1
hasPocketType,outside,belongsToCategory,upperbody,1
hasPocketType,outside,depicts,wallet,1
hasFabricTreatment,smooth,hasPattern,striped,1
belongsToCategory,lowerbody,hasPattern,striped,1
hasPattern,striped,hasFabricTreatment,smooth,1
hasPattern,striped,belongsToCategory,lowerbody,1
hasPocketType,single,hasFabricTreatment,plain weave,1
hasSleeveType,short,hasFabricTreatment,plain weave,1
hasWaistline,high,hasFabricTreatment,plain weave,1
belongsToCategory,lowerbody,hasFabricTreatment,plain weave,1
hasPocketType,single,hasMaterialType,fabric,1
hasSleeveType,short,hasMaterialType,fabric,1
hasWaistline,high,hasMaterialType,fabric,1
belongsToCategory,lowerbody,hasMaterialType,fabric,1
hasPocketType,single,hasOpeningType,zipper,1
hasFabricTreatment,plain weave,hasPocketType,single,1
hasMaterialType,fabric,hasPocketType,single,1
hasOpeningType,zipper,hasPocketType,single,1
hasSleeveType,short,hasPocketType,single,1
hasLength,short,hasPocketType,single,1
hasWaistline,high,hasPocketType,single,1
hasSilhouette,rectangular,hasPocketType,single,1
belongsToCategory,lowerbody,hasPocketType,single,1
depicts,wallet,hasPocketType,single,1
hasFabricTreatment,plain weave,hasSleeveType,short,1
hasMaterialType,fabric,hasSleeveType,short,1
hasPocketType,single,hasSleeveType,short,1
hasWaistline,high,hasSleeveType,short,1
hasPocketType,single,hasLength,short,1
hasFabricTreatment,plain weave,hasWaistline,high,1
hasMaterialType,fabric,hasWaistline,high,1
hasPocketType,single,hasWaistline,high,1
hasSleeveType,short,hasWaistline,high,1
hasPocketType,single,hasSilhouette,rectangular,1
hasFabricTreatment,plain weave,belongsToCategory,lowerbody,1
hasMaterialType,fabric,belongsToCategory,lowerbody,1
hasPocketType,single,belongsToCategory,lowerbody,1
hasPocketType,single,depicts,wallet,1
hasLeatherType,uncoated,hasFabricTreatment,non-treated,1
hasMaterialType,leather,hasFabricTreatment,non-treated,1
hasOpeningType,zipper,hasFabricTreatment,non-treated,1
hasSleeveType,sleeveless,hasFabricTreatment,non-treated,1
hasNeckline,v-shaped,hasFabricTreatment,non-treated,1
hasLapelType,without lapel,hasFabricTreatment,non-treated,1
hasCollarType,without collar,hasFabricTreatment,non-treated,1
hasLength,short,hasFabricTreatment,non-treated,1
hasSilhouette,rectangular,hasFabricTreatment,non-treated,1
belongsToCategory,lowerbody,hasFabricTreatment,non-treated,1
depicts,wallet,hasFabricTreatment,non-treated,1
hasFabricTreatment,non-treated,hasLeatherType,uncoated,1
hasMaterialType,leather,hasLeatherType,uncoated,1
hasOpeningType,zipper,hasLeatherType,uncoated,1
hasSleeveType,sleeveless,hasLeatherType,uncoated,1
hasNeckline,v-shaped,hasLeatherType,uncoated,1
hasLapelType,without lapel,hasLeatherType,uncoated,1
hasCollarType,without collar,hasLeatherType,uncoated,1
hasLength,short,hasLeatherType,uncoated,1
hasSilhouette,rectangular,hasLeatherType,uncoated,1
belongsToCategory,lowerbody,hasLeatherType,uncoated,1
depicts,wallet,hasLeatherType,uncoated,1
hasFabricTreatment,non-treated,hasMaterialType,leather,1
hasLeatherType,uncoated,hasMaterialType,leather,1
hasNeckline,v-shaped,hasMaterialType,leather,1
hasLapelType,without lapel,hasMaterialType,leather,1
hasCollarType,without collar,hasMaterialType,leather,1
hasFabricTreatment,non-treated,hasOpeningType,zipper,1
hasLeatherType,uncoated,hasOpeningType,zipper,1
hasNeckline,v-shaped,hasOpeningType,zipper,1
hasLapelType,without lapel,hasOpeningType,zipper,1
hasCollarType,without collar,hasOpeningType,zipper,1
hasFabricTreatment,non-treated,hasSleeveType,sleeveless,1
hasLeatherType,uncoated,hasSleeveType,sleeveless,1
hasNeckline,v-shaped,hasSleeveType,sleeveless,1
hasLapelType,without lapel,hasSleeveType,sleeveless,1
hasCollarType,without collar,hasSleeveType,sleeveless,1
hasFabricTreatment,non-treated,hasNeckline,v-shaped,1
hasLeatherType,uncoated,hasNeckline,v-shaped,1
hasMaterialType,leather,hasNeckline,v-shaped,1
hasOpeningType,zipper,hasNeckline,v-shaped,1
hasSleeveType,sleeveless,hasNeckline,v-shaped,1
hasLapelType,without lapel,hasNeckline,v-shaped,1
hasCollarType,without collar,hasNeckline,v-shaped,1
hasLength,short,hasNeckline,v-shaped,1
hasSilhouette,rectangular,hasNeckline,v-shaped,1
belongsToCategory,lowerbody,hasNeckline,v-shaped,1
depicts,wallet,hasNeckline,v-shaped,1
hasFabricTreatment,non-treated,hasLapelType,without lapel,1
hasLeatherType,uncoated,hasLapelType,without lapel,1
hasMaterialType,leather,hasLapelType,without lapel,1
hasOpeningType,zipper,hasLapelType,without lapel,1
hasSleeveType,sleeveless,hasLapelType,without lapel,1
hasNeckline,v-shaped,hasLapelType,without lapel,1
hasCollarType,without collar,hasLapelType,without lapel,1
hasLength,short,hasLapelType,without lapel,1
hasSilhouette,rectangular,hasLapelType,without lapel,1
belongsToCategory,lowerbody,hasLapelType,without lapel,1
depicts,wallet,hasLapelType,without lapel,1
